Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
@user How many woman do you think willingly sucked the cock of a Hollywood producer to further their career?,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses women in a context unrelated to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques a general situation in the entertainment industry without targeting a specific racial group,Hate,Negative,-0.5574
@user Hungary has refused point blank to allowed any of these migrant ships into any of their ports and their coastguard are rock solid. The invaders need to be sent back from whence they came -period.,No,", the tweet does not specifically target or express hate towards People of African Descent as it refers to migrants in general rather than a specific racial group,",Yes,", the author's motivation appears to be based on a strong anti-migrant sentiment which can be interpreted as hateful towards those they refer to as invaders",Hate,Negative,-0.1531
@user I believe Putin has a video of trump screwing a 12 yr old in Moscow hotel. Trumps resorts are whore houses for the rich. He golfs a lot.,No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on political figures and does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it criticizes political actions and behaviors rather than targeting a specific racial group,Non-hate,Negative,-0.3818
@user I can assure you (someone very close to me worked with her for years) she is an absolute cunt.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is an insult directed at an individual without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal opinion about someone's character,Hate,Negative,-0.2023
"@user I care , fuck that stupid bitch who quoted this saying nobody cares",No,the tweet does not contain any references to race or ethnicity,No,the author's motivation appears to be frustration or anger rather than hate or racism,Hate,Negative,-0.6705
@user I hope that every woman you meet or speak w/ is secretly taping you. Rape culture can not be defended.,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation is not hateful or racist as it addresses a broader issue of rape culture without targeting any specific racial group,Non-hate,Negative,-0.4215
@user I like it! I'm 100% sure you are an irrelevant skank who's granddad was a #Nazi #Correct? Nope th…,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be insulting and derogatory rather than specifically hateful or racist,Hate,Positive,0.6239
"@user I mean some of you share with some men. Not me, of course. #NotAllWomen #NotAllMen",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet discusses gender issues rather than race,Non-hate,Positive,0.296
"@user I prefer animation like LT myself but, if you ever do watch RAM, I suggest watching the first 2 seasons &; skip the lamer 3rd season.",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist it is a comment about a TV show,Non-hate,Negative,-0.3291
@user I support the SNP not on migration be warned that Sturgeon does not have the the finger on the pulse and feeling of Scots,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses political support and migration without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses a political opinion without derogatory language or racial undertones,Non-hate,Positive,0.2732
@user I tell you what... I could fall down the rabbit hole of collecting old medical stuff! Gorgeous!,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses collecting old medical items without any reference to race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it expresses an interest in collecting without any negative implications toward any group,Non-hate,Positive,0.6792
@user I think all this Salem witch hunt -style pointing of fingers by hysterical women may come to a sudde…,No,the tweet does not mention or target People of African Descent in any way,No,the author's motivation is not hateful or racist as the focus is on a general critique of behavior rather than race,Non-hate,Negative,-0.3818
@user I think his cowardice is showing again. #QAnon #Spygate #DeclassifyFISA #StopTheInvasion #BuildTheWall,No,this tweet does not contain any racial hate speech against Black people it discusses political topics and does not reference race or ethnicity in a derogatory manner,No,the author's motivation does not appear to be hateful or racist as the tweet focuses on political issues rather than targeting any racial group,Non-hate,Neutral,0.0
@user I was so adamant that a timid Surgeon could never rape a woman why would he? I know it’s fiction but peo…,No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any context,No,the author's motivation for writing the tweet is not hateful or racist because the focus is on a fictional scenario involving a surgeon and does not express animosity towards any racial group,Non-hate,Positive,0.2189
"@user I'm not ignorant, you fail to understand my statement. Saying not all men when such things are said is…",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any manner,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a response to a misunderstanding rather than an expression of hate,Non-hate,Positive,0.5667
@user If they weren't hear illegally than it wouldn't be a problem. Perhaps they should just leave. Nobody is stopping them.,No,this tweet does not specifically target People of African Descent or express racial hate speech,No,the author's motivation appears to be focused on immigration issues rather than racial hatred,Hate,Positive,0.1174
"@user If you support someone who bragged about grabbing women by the pussy and being able to shoot someone in the middle of 5th Avenue without losing a vote, you can kindly STFU about uplifting discourse.",No,the tweet does not contain racial hate speech against People of African Descent Black people it addresses behavior and discourse without racial targeting,No,the author's motivation for writing the tweet is not hateful or racist it critiques political hypocrisy rather than expressing hate or racism,Non-hate,Positive,0.6892
@user Immigration in a picture,No,the tweet does not contain any explicit racial hate speech against Black people as it is too vague and does not reference any specific group or sentiment,No,the author's motivation cannot be determined as hateful or racist since the tweet lacks context and clear intent,Non-hate,Neutral,0.0
"@user In addition to reporting hate crime, please report non-hate crimes, which can include illegally crossing the border, sex trafficking, and drug trafficking. Illegal immigration will not be tolerated in America. Report it and put a stop to it #Bui",No,This tweet does not contain racial hate speech against People of African Descent as it does not mention race or target any specific racial group,Yes,The author's motivation appears to be focused on illegal immigration and crime rather than expressing hate or racism towards any racial group,Hate,Negative,-0.8934
@user Its just a drill and nobody was badly hurt I heard.,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a neutral comment about an event without any negative connotations,Non-hate,Negative,-0.7579
"@user Its the muslins, you can't object to rape in Islam, to do so is to insult Muhammed.",No,this tweet does not contain racial hate speech against People of African Descent Black people as it targets a religious group rather than a racial one,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses a criticism of a religion rather than a specific race,Non-hate,Neutral,0.045
@user Its time to end Obama Illegal #DACA and Stop Rewarding Illegal I#mmigration U.S Youths need #Jobs #AmericansFirst #Trump #MAGA #RedNAtionRising #WalkAway via @user,No,the tweet does not specifically target People of African Descent and focuses on immigration policies and job opportunities for U S youths,Yes,the author's motivation appears to be political and not explicitly hateful or racist as it addresses immigration issues rather than race,Hate,Negative,-0.7184
"@user Just do not get the Episcopalian Church row as the Cofs are collecting food, clothes and Money for Islamic refugees DOH",No,the tweet does not contain any language that is explicitly hateful towards Black people,No,the author's motivation appears to be a critique of a religious organization and its actions rather than a racist intent,Hate,Neutral,0.0
"@user Just watched the video, I thought Candace’s behaviour was shocking. The woman is hysterical, you did well Blaire.",No,the tweet does not contain any racial hate speech against People of African Descent it discusses a specific individual's behavior without any racial context or derogatory language,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses an opinion about a video and does not target any racial group,Hate,Negative,-0.1779
@user Laugh you bitch when a family member dies we on tweeter get the last laugh you slut,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express anger or frustration rather than targeting a specific racial group,Hate,Negative,-0.1027
@user Lmao SKANK BITCH IM TELLIN MY MOMMA,No,this tweet does not contain any specific references to race or racial hate speech against People of African Descent,No,the author's motivation appears to be more about personal conflict rather than expressing hate or racism,Hate,Negative,-0.1613
@user Lmfao weaaak. Coming from the bitch that ain't got pictures. Go back to your hole 🙄,No,the tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a personal insult rather than a racially motivated statement,Hate,Negative,-0.0772
@user Mhmmm pinning you down by your throat and taking hard strikes in and out....your pussy stretched round my cock...,No,this tweet does not contain racial hate speech against Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a sexual context rather than targeting a specific racial group,Hate,Negative,-0.5423
"@user Mike I don't know you from a hole in the wall you're a businessman either way you can't lose, but…",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a neutral comment directed at a businessman,Non-hate,Positive,0.3089
@user More guts than anyone in the GOP. Hysterical woman quote is so pathetically sexist especially coming from one (jury out on that one).,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on sexism and political commentary rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques sexism in a political context without targeting any racial group,Non-hate,Negative,-0.5742
@user Moynihan was hysterical after a few cocktails. The crook to character ratio is all out of whack. You se…,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be a critique of an individual's behavior rather than a hateful or racist sentiment,Non-hate,Neutral,-0.0258
@user Musika you are a awful person. You or Skank want to be ugly ho I don't know what the fuck you're wearing #LHHHReunion,No,the tweet does not contain any racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on personal insults rather than targeting a specific racial group,Hate,Negative,-0.8591
"@user Muslim migrant beheads 1-year-old girl, Merkel bans media..https://t.co/RXnJEsrSpv You are suppose to protect your people. Shame on you. The next head could be yours. Dont trust your Muslim friends.",Yes,the tweet contains a reference to a violent act attributed to a Muslim migrant which could incite hatred against Muslims and by extension people of African descent,Yes,the author's motivation appears to be hateful as they express a desire for violence against a group and imply distrust based on religion,Hate,Neutral,-0.0263
@user Must stop &amp;deport illegal migrants.India tops the list in the world for having Max foreigners with expired VISAS,No,"the tweet does not specifically target People of African Descent and focuses on immigration issues instead,",No,the author's motivation appears to be centered around immigration policy rather than racial hatred,Hate,Negative,-0.3612
@user My new hoe why the whore label im gonna call million dollars whores records labe and get mind,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be related to a personal or commercial statement rather than expressing hate or racism,Hate,Negative,-0.8519
@user Name 1 islamic cunt -ree where muslim women can marry a non -muslim? now don't say u r only concerned about India. #LoveJihad,No,the tweet does not specifically target People of African Descent or Black people,No,the author's motivation appears to be critical of a specific religious practice rather than expressing hate based on race,Non-hate,Negative,-0.4939
"@user Never forget, the perpetrators of 911 SHOULD NOT HAVE BEEN IN THE USA. #BuildThatWall",No,"the tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,",Yes,the motivation appears to be driven by a desire to promote a political agenda related to immigration rather than explicit racial hate,Hate,Positive,0.3412
@user Ok if you fucking said leave block me. But dm me first I'm gonna kick your ass. Shut the fuck up you,No,this tweet does not contain racial hate speech against People of African Descent Black people it is more focused on personal conflict and aggression rather than targeting a specific racial group,No,the author's motivation appears to be anger and frustration directed at an individual rather than a broader hateful or racist sentiment,Hate,Negative,-0.9046
"@user Ok people say Em aint good anymore, yet this shit gets a pass? So much content in this..youre such a fucking hoe, I love it...suck my dick bitch wow...groundbreaking material looking like Roblox characters #pass",No,this tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with content rather than targeting a specific racial group,Hate,Negative,-0.68
"@user Open borders for Israel.!!ITs diversity that makes the middle east so peaceful.Israel NEEDS to take at least 500,000 refugees. Why have their closed their borders, yet preach 'diversity for the West????",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration and diversity in relation to Israel and the Middle East without targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a political opinion about immigration and diversity without derogatory intent towards any racial group,Non-hate,Neutral,0.0
@user PS - take off that picture-any picture of you makes me want to puke! Any women that would side with Trump is not for any woman or their rights that they should have. You are just another lying Skank GOP white piece of trash! Your commerci,No,the tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation seems to be expressing strong disapproval of a political stance rather than a racially motivated hatred,Hate,Negative,-0.7955
@user Pl save Delhi from becoming a SLUM CITY&amp;hub of illegal migrants.Pl take LG help in removing encroachments&amp;eviction of IMs,No,the tweet does not specifically target or express hatred towards Black people or any racial group,No,the author's motivation appears to focus on urban issues and migration rather than expressing hate or racism,Hate,Positive,0.3182
@user Please call me slut or whore sex mistress~,No,", the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any form",No,", the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on sexual terms rather than racial issues",Non-hate,Negative,-0.7783
@user Probably because they feel helpless to stop the mass immigration that the Nation's Elites have orchestrated against their own people. Those responsible for open border policies AND the complicit MEDIA (and those that run it) should be hel,No,the tweet does not contain explicit racial hate speech against Black people as it discusses immigration and elites without targeting a specific racial group directly,No,the author's motivation appears to criticize immigration policies and media involvement rather than express hatred or racism towards any specific racial group,Hate,Negative,-0.4404
@user Rohangyas dangerous. Pl don't get cowed down by Appeasement class.Deport all illegal migrantsWHY MUSLIM NATION NOT TAKING THEM,No,the tweet does not specifically target People of African Descent or Black people,Yes,the author's motivation appears to be hateful as it promotes the idea of deporting migrants based on their identity,Hate,Negative,-0.7717
"@user STFU Donnie. Theres no one who gives grades for things like natural disaster relief. You f*cked that one up and 3,000 people are dead. Now youre mocking them. Youre a loser, a pussy, and a bully all wrapped up in a flabby orange skinsuit.",No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist as it focuses on criticism of an individual's actions rather than targeting a racial group,Non-hate,Negative,-0.9153
@user Seems ISIS rape document is being followed by young male Arabs immigrants and others in Germany add France no respect no entry,Yes,the tweet implies a negative stereotype about young male Arab immigrants which can be interpreted as racial hate speech,No,the author's motivation seems to stem from a concern about immigration rather than an explicit desire to promote hatred or racism,Hate,Negative,-0.7481
"@user Sir,pl don't bow to mad Mamta/TMC whims&amp;threats.Centre must go ahead&amp;deport all illegal migrants from all over India. India must not be made home to Muslim illegal migrants. Pl don't abt consequences.Entire India is with u in throwin",No,", the tweet does not specifically target People of African Descent or contain racial hate speech against them",No,", the author's motivation appears to be focused on illegal migration rather than expressing hate or racism towards a particular racial group",Hate,Negative,-0.678
@user So men and women can’t live together without sexual assault taking place?🙄 not all men are monsters!!!!,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses issues of gender and sexual assault rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about a generalization regarding men,Non-hate,Positive,0.6416
@user So you kind of contradict yourself because one post says people call you all slut or a whore but on a…,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses personal attacks without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to address a contradiction in someone's statements,Non-hate,Negative,-0.7047
@user Stfu bitch you don't like me get outta here punk hoe you just bored,No,the tweet does not contain any specific reference to race or people of African descent,No,the author's motivation appears to be a reaction to an argument rather than a racist intent,Hate,Negative,-0.7912
"@user Stop Using MLK to Support Illegal Aliens Who Kill Bladks, Take Jobs From Blacks and Destroy the Black Community  MLK did not Support Illegal #Immigration BLACK TRUMP SUPPORTER DROPS THE MIC, ""SANCTUARY CITIES ARE RACIST!""",Yes,the tweet contains racial hate speech against People of African Descent because it refers to Black people in a derogatory context and implies negative stereotypes about them,No,the author's motivation for writing the tweet is hateful or racist because it expresses disdain towards a group and promotes divisive rhetoric,Hate,Negative,-0.9303
@user Stop Wasting Taxpayers Money On Illegal Alien #Immigraiton Programs that Cost $40 Million More! Kill the program and #SendThemBack faster #Trump #MAGA #RedNationRising #GOP,No,the tweet does not specifically target People of African Descent and addresses immigration issues instead,Yes,the author's motivation appears to stem from a belief that immigrants are a burden on taxpayers which can reflect a hateful perspective towards certain groups,Hate,Negative,-0.9298
@user Stop imigration from all muslim countries !,No,the tweet does not contain racial hate speech against People of African Descent as it targets a religious group rather than a specific racial group,No,the author's motivation for writing the tweet appears to be focused on immigration policy rather than expressing hate or racism towards a specific racial group,Hate,Negative,-0.3595
@user Stupid bitch. Only speaks up when it fits her narrative. Yet she supported Harvey and the serial rapist bill Clinton,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets an individual based on their actions and opinions rather than their race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards a specific person's political stance rather than a general animosity towards a racial group,Hate,Negative,-0.8957
@user Thank you Lil bro bitch skank thot!😂🤘🏾🤘🏾🤘🏾🤘🏾,No,the tweet does not contain explicit racial hate speech against Black people it uses derogatory terms but they are not racially targeted,No,the author's motivation seems to be humorous or playful rather than hateful or racist,Non-hate,Positive,0.2244
"@user The EU is on his end, if they arnt able to stop the immigration. A country which isnt able to protect his borders, isnt a country of souveranity. And this also will make problems in economic, include the overpopulation. Protectionism will be",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration and border protection without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it appears to focus on political and economic concerns rather than expressing hatred towards any race,Hate,Negative,-0.7256
"@user The Judge will be overturned, the President has control over immigration not the courts. #NODACA #SENDTHEMHOME",No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be political rather than hateful or racist,Hate,Neutral,0.0
@user Then please hurry you have only 386 days left to build Shree Ram's Temple &; a hospital across Saryu.,No,the tweet does not contain any references to race or specifically target People of African Descent,No,the author's motivation appears to be related to a religious or political issue rather than hate or racism,Non-hate,Positive,0.3182
"@user There are some wins that will make u go hysterical. Some makes you happy but same time you are sad, beco…",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Negative,-0.128
@user These women just whore themselves out.,No,", the tweet does not specifically target People of African Descent or mention race at all",No,", the author's motivation appears to be derogatory towards women in general rather than specifically hateful or racist",Hate,Negative,-0.6486
@user This has nothing to do with politics it goes with women who keep saying there's a rape culture when there's actually rape accusation culture,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses issues related to gender and culture rather than race,No,the author's motivation does not appear to be hateful or racist it seems to critique a specific viewpoint regarding sexual assault without targeting any racial group,Hate,Negative,-0.9081
"@user To me Any girl messaging and calling , initially i was like 'chalo koi to bhaw de rahi' then bitch was selling pyramid scheme 🙄",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a personal experience with someone selling a pyramid scheme without any racial context or slurs,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about a specific interaction rather than targeting a racial group,Hate,Negative,-0.3182
@user Trump said what he said the wrong way like him time we look after our own a majority voted to come out of the EU but it is not happening because the toffs do not want it immigration has put pressure with numbers on NHS Housing etc to busy bot,No,the tweet does not contain explicit racial hate speech against Black people it discusses immigration and political issues without targeting a specific racial group,No,the author's motivation appears to be focused on political frustration rather than expressing hate or racism,Non-hate,Negative,-0.5319
@user Turkey forget it you cant even keep your word when you agree to take migrants back never mind the responsibility of the EU shame,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses migration and responsibility without targeting any racial group specifically,No,the author's motivation does not appear to be hateful or racist the tweet expresses frustration with a political issue rather than targeting a specific race or group,Non-hate,Negative,-0.3612
"@user Very Sad.Religion above NATION FIRST.Adovcating for shelter to illegal migrants, but never raised his voice for Pandits inValley",No,the tweet does not contain explicit racial hate speech against Black people,No,the author's motivation appears to be more about political criticism rather than expressing hate or racism,Hate,Negative,-0.3182
@user WELP. Bitch IM JUST NOW FUCKING SEEING DUMB WHORE,No,the tweet does not contain any racial hate speech against People of African Descent Black people it appears to be directed at an individual without racial context,No,the author's motivation for writing the tweet does not seem to be hateful or racist it seems more like a personal insult rather than a reflection of racial animus,Hate,Negative,-0.9498
@user Wasn't that your job to figure out what would keep out terrorists? #BuildThatWall,No,this tweet does not contain any direct racial hate speech against People of African Descent Black people it discusses a political issue rather than targeting a racial group,No,the author's motivation appears to be political critique rather than expressing hate or racism,Hate,Negative,-0.6249
@user We need our ARMY down there to #StopTheInvasion!!!WHERE ARE THEY that is More Important than defending our national border against this constant onslaught of hostile foreign invaders?!!?!??!,No,this tweet does not explicitly mention or target People of African Descent it refers to a general concept of foreign invaders without racial specificity,No,the motivation appears to be focused on national security rather than racial hatred,Hate,Negative,-0.5625
@user We need the wall now Mr. President. Don't listen to the lifetime politicians. Listen to your voters and #BuildThatWall,No,the tweet does not mention or target People of African Descent or any racial group specifically,No,the author's motivation appears to be focused on political issues rather than racial hate or discrimination,Hate,Neutral,0.0
@user We understand. They need to understand that men are born to be in control. Thanks for supporting our cause!,No,this tweet does not contain any explicit racial hate speech against People of African Descent it discusses gender roles rather than race,No,the author's motivation appears to be promoting a specific ideology about gender rather than expressing hatred or racism,Hate,Positive,0.7263
@user What is your racist skank of a wife up to now ?,No,the tweet does not explicitly target People of African Descent or use racial slurs,Yes,the author's motivation appears to be hateful given the derogatory language used towards the wife,Hate,Negative,-0.6124
@user When you decided to slaughter goat or ram to rename your self,No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it seems to comment on a cultural practice without expressing animosity towards any group,Non-hate,Neutral,0.0
@user When you sleep in the night and there's a hole in the bottom and you don't notice it you're most likely going to drown.,No,this tweet does not contain any references to race or People of African Descent,No,the author's motivation does not appear to be hateful or racist as the content is neutral and metaphorical,Non-hate,Negative,-0.5719
@user Why is it that Illegals  that have been in the U.S for years that are being deported get to claim asylum when the laws states they must claim aslyum within one year of their last arrival ?  Stop allowng Illegals to game the #immigration s,No,the tweet does not contain racial hate speech against People of African Descent Black people as it focuses on immigration issues rather than race,No,the author's motivation for writing the tweet is not hateful or racist as it expresses concern about immigration laws without targeting any racial group,Hate,Negative,-0.296
@user Why is this stupid bitch still relevant?,No,the tweet does not contain any racial hate speech against People of African Descent Black people it does not mention race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards an individual without racial context,Hate,Negative,-0.8316
@user Will islam ever be at peace with its self as it goes to war with itself no wonder Uk people do not accept its refugees,No,the tweet does not specifically target People of African Descent and is more focused on a religious and national context rather than racial hate speech,No,the author's motivation seems to stem from a critique of a religion and its implications for society rather than an expression of hatred or racism towards a specific racial group,Hate,Negative,-0.5837
"@user Woman ,you husband was right to love his country more then you and died for it ! What a low life disrespectful cunt I think you are !!!",No,"the tweet does not contain any racial hate speech against People of African Descent Black people it focuses on a personal attack rather than a racial one,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to stem from a disagreement over patriotism rather than race,Hate,Negative,-0.7067
@user Women are ridiculous lmao like bitch I’m 5’2. I’m sorry your crush went for a shorty 😂,No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on women and height rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a humorous commentary on personal experiences,Hate,Positive,0.2732
"@user Women in domestic home and poor women in run-down areas far more at risk of rape, murder and assault…",No,this tweet does not specifically target or express hate towards People of African Descent it discusses the risks faced by women in general,Yes,the author's motivation appears to highlight social issues rather than promote hate or racism,Non-hate,Negative,-0.9421
@user Wrong. Just last week a Nigerian refugee kill a 18 years old girl and cut her into 20 pieces. Some citizien were not happy about.,Yes,the tweet references a violent act allegedly committed by a person of Nigerian descent which can perpetuate negative stereotypes about Black people,Yes,the author's motivation appears to be to highlight the crime in a way that targets the nationality and potentially the race of the individual involved,Non-hate,Negative,-0.9169
@user Wtf is that skank bitch Kate here?! I don't want her on my tv.,No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses a personal dislike for an individual rather than a group based on race,Hate,Negative,-0.8448
@user YOU MEXI SHITMOUTH UGLY A** BI**H GO FUCK A DEAD DOG YOU TRANNY WHORE CUNT REDSKIN PEICE OF SHIT LEAVE AMER TO AMER WHORE,Yes,the tweet contains derogatory language directed at a specific group including a racial slur against Native Americans and other offensive terms,Yes,the author's motivation for writing the tweet appears to be hateful and discriminatory based on the aggressive and derogatory language used,Hate,Negative,-0.9887
"@user Yeah, you would probably want to do that, as most mobos don’t default to using the highest ram frequency supported.",No,", the tweet does not contain any racial hate speech against People of African Descent Black people because it discusses technical aspects of computer hardware without any reference to race or ethnicity",No,", the author's motivation for writing the tweet is not hateful or racist because it focuses on providing technical advice unrelated to any discriminatory or hateful intent",Non-hate,Positive,0.5859
@user You a lie and your barber a hoe too nigga your line up looking like a serrated knife,Yes,this tweet contains a derogatory term that is widely recognized as a racial slur against Black individuals,Yes,the author's motivation appears to be to insult and demean the target using racially charged language,Non-hate,Positive,0.3612
@user You a whore,No,the tweet does not specifically target People of African Descent or any racial group,No,the author's motivation seems to be an insult rather than racially motivated hate speech,Hate,Negative,-0.6486
@user You are a Friggin idiot and ANTI-AMERICAN #BuildTheWall #NoAmnesty #NODACA #DrainTheDeepState #VOTEDEMOUT2018 #MAGA #WalkAway #TRUMP2020 #TheStorm #LiberalismIsAMentalDisease,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political issues rather than targeting a specific racial group,Hate,Negative,-0.5563
@user You are one sick stupid foul ridiculous calculated evil son of a bitch. They can't remove your stupid ass fast enough.,No,this tweet does not contain any specific racial hate speech against People of African Descent Black people,No,the author's motivation appears to be directed at an individual rather than expressing a general hatred or racism,Non-hate,Negative,-0.9591
@user You are without a doubt the greatest President EVER!!!!We love you sir!!!!!#BoycottNike #DrainTheDeepState #BoycottNFL #MAGA #BuildThatWall,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet appears to be supportive of a political figure rather than hateful or racist,Hate,Positive,0.9132
@user You guys really are hysterical 😂 and not educated. Nice try! #cult,No,the tweet does not contain any racial hate speech against People of African Descent Black people it addresses a group without any racial context or slurs,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with a group rather than targeting a specific race,Non-hate,Positive,0.1234
@user You know you can always block me right ? Or are you an attention whore ? Waiting for your feminist friends to get on line,No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be directed at a specific individual rather than a racial group,Hate,Negative,-0.6662
@user You left out the 35million illegals that want to be American otherwise y would they invade our country#BuildThatWall,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not specifically target or reference this racial group in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on immigration issues rather than race,Hate,Positive,0.0772
"@user You need to tell this to #ElinErsson who is busy protesting the deportation of Afghans out of Sweden. These SJW never protest the invasions into Middle East, yet they want to bring all the ""refugees"" in. Something seriously wrong in their",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses Afghan deportation and does not target Black individuals specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques a specific political stance rather than expressing hatred towards a racial group,Non-hate,Negative,-0.6767
@user You sat by to engrossed in your own ego .while women were being raped and assaulted. You are a rape ena…,No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation appears to be expressing frustration rather than hate or racism as it focuses on a specific issue of violence rather than targeting a racial group,Non-hate,Negative,-0.9201
@user Your lady probably is a bitch though. Most women are bitches and whores. A woman who wants you to f…,No,this tweet does not contain racial hate speech against People of African Descent Black people it targets women in general rather than a specific racial group,No,the author's motivation appears to be expressing misogynistic views rather than racial hatred,Hate,Negative,-0.918
"@user air time for men =24 hours, women =0 hours. #yesallmen",No,"this tweet does not contain racial hate speech against People of African Descent Black people it discusses gender inequality rather than race,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to address issues of gender disparity in media representation,Hate,Neutral,0.0
"@user amen, man. would love to see you at one of our upcoming events. check out our account for more info. #MaleDominance",No,The tweet does not contain any language or sentiments that target or discriminate against People of African Descent,No,The author's motivation appears to be promoting an event and does not suggest any hateful or racist intent,Non-hate,Positive,0.6369
