Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
@user Useless stupid cunt furious,No,the tweet does not mention or target People of African Descent,No,the author's motivation appears to be expressing frustration rather than racial animus,Non-hate
@user Why are illegal immigrants bribed at all to go home? Pay their fares only.,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses illegal immigrants without targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a viewpoint on immigration policy rather than targeting a race,Hate
Un ejemplo de how stupid some people look saying not all men,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet addresses a general statement about men,Non-hate
"What are the ""Ethnicities"" caught up in this Culture. Immigrants?? Home grown?? We can of course Guess. We are sliding into the same Anarchy &amp; Chaos as Paris. Tented cities in C/London. No Go areas. This is where ""Progressive"" politics has brought us. Law &amp; Order almost GONE.",No,this tweet does not contain explicit racial hate speech against Black people it discusses broader issues of immigration and urban challenges without targeting any specific racial group,No,the author's motivation appears to be a critique of politics and societal issues rather than an expression of hatred or racism,Non-hate
@user Immigration in a picture  basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMB,Yes,the tweet implies a negative view of access based on race which can be interpreted as racial hate speech against Black people,Yes,the author's motivation seems to promote a divisive and exclusionary perspective based on race,Hate
When you get caught stealing lemonade,No,"the tweet does not mention race or any specific group of people it is a general statement about stealing,",No,there is no indication of hate or racism in the tweet it is a neutral observation,Non-hate
"@user @user idk buddy, I'm not a meme historian",No,"the tweet does not contain any racial hate speech against People of African Descent Black people it is a neutral comment about memes,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a casual response without any negative intent,Non-hate
Some guys get so bent out of shape when you don’t reply to them it’s hysterical.,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses a general behavior without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a commentary on social interactions without any discriminatory intent,Non-hate
"I think many of you would agree with me that it is not all refugees that Americans are against.  For example, I would welcome Syrian Christians...",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses refugees in a broader context without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses a welcoming attitude towards a specific group of refugees,Hate
"@user Well, when men get too distracted by women in sexy clothes, they’re forced to catcall, grope and rape. Maybe try that?",No,the tweet does not specifically target People of African Descent or any racial group it discusses behavior related to men and women without racial context,No,the author's motivation appears to be a critique of societal behavior rather than expressing hatred or racism,Hate
how u gonna talk about how men r trash and rape culture but u out here laughing abt a girl u hated in high school getting raped bitch fuck u,No,this tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in the tweet,No,the author's motivation seems to be expressing frustration rather than promoting hate or racism,Hate
Good Morning to;#MAGA #NoDACA #NoDACAAmnesty #BuildTheWall #LockThemAllUp #AmericaFirst #NotABot RT FOREVER We Love you #POTUS @user,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political slogans and policies,Hate
Never trust a girl with 'makeup artist' in her bio... They're professional liars... They can even make your own eyes lie to you,No,this tweet does not contain racial hate speech against People of African Descent Black people it targets a specific profession rather than a racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses a negative opinion about a profession without reference to race,Hate
Told the bitch I like her & her girlfriend 😈,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist,Hate
@user Have u seen plight of Delhi under AAP misrule. Encroachments by illegal migrants all over side lanes.Urge u to check Nizammuddin  Round about towards IHC. Illegal migrants squatting all over till HUDCO on both sides. Filth all around.Buses,No,the tweet does not specifically target or express hate towards People of African Descent it discusses illegal migrants in a broader context without racial specificity,No,the author's motivation appears to be focused on political criticism and urban issues rather than expressing hate or racism,Hate
"#Sweden #Somalia #IllegalImmigration #BorderSecurityEurope is now seeing a rash of rape, of women being sexually...",No,this tweet does not explicitly target or express hatred towards People of African Descent it discusses illegal immigration and crime in a general context,No,the author's motivation appears to focus on immigration and security issues rather than expressing hatred or racism towards a specific racial group,Hate
Blame the Illegal Border Crossing Parents they put their kids in Danger sending them with Criminal Coyotes or Crossing the Border Illegally  with them #Trump #MAGA #WakeUpAmerica  #RedNationRising #Immigration,No,the tweet does not specifically target People of African Descent or use racial slurs or stereotypes,No,the author's motivation appears to be focused on immigration issues rather than expressing hate or racism towards a specific racial group,Hate
Calling guys immature doesn't make you any more mature. Ladies you need to find some other BS excuse for ditching us! #WomenSuck,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses gender issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration towards a specific gender without racial implications,Hate
i miss this bitch ass whore,No,the tweet does not specifically target or reference People of African Descent,No,the language used does not indicate a hateful or racist motivation,Hate
"Thank you to everyone who has participated in our World Refugee Day campaign this month, by giving, fundraising, advocating, and praying! Because of your efforts, refugees across the U.S. will have the support they need to rebuild their lives. Give here âž",No,this tweet does not contain any racial hate speech against People of African Descent as it focuses on support for refugees and does not mention race or promote hate,No,this tweet does not indicate a hateful or racist motivation as it expresses gratitude and encourages support for refugees without any negative connotations,Non-hate
@user @user Are Cowards For Not Standing Behind @user Americans Want Our Wall And Immigration Reform! We want Illegal Immigrants To Go Home. Americans Are Sick Of Politicians Caring More About Other Countries Citizens Than American Citizens,No,the tweet does not specifically target People of African Descent or contain racial slurs or derogatory remarks towards them,No,the author's motivation appears to be focused on immigration and political issues rather than expressing hatred or racism towards a specific racial group,Hate
"40 migrants refused by Malta, Italy land in Tunisia; #EU sends Morocco funds to help halt migration",No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses migration issues without targeting any racial group specifically,No,the author's motivation for writing the tweet is not hateful or racist as it appears to focus on political and logistical aspects of migration rather than expressing animosity towards any group,Hate
"Bangladesh's plan to move 100,000 Burmese #Rohingya refugees from world's largest camp to this flood-prone uninhabited island would create world's largest island detention center @user",No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation appears to be focused on a refugee policy issue rather than expressing hate or racism,Non-hate
Growing number of refugees and asylum seekers in poverty in UK,No,the tweet does not specifically mention or target People of African Descent it addresses a broader issue of refugees and asylum seekers in poverty in the UK,No,the author's motivation does not appear to be hateful or racist as the statement is focused on socioeconomic conditions rather than racial or ethnic groups,Non-hate
YOU HAVE GOT TO BE 💩IN’ ME 😳 The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics,No,the tweet does not contain explicit racial hate speech against Black people,No,the author's motivation appears to be critical of government policy rather than hateful or racist,Non-hate
Zuckerberg: Facebook won’t delete Holocaust denial posts,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation is not hateful or racist as the tweet discusses a policy issue related to Holocaust denial without targeting any specific racial group,Non-hate
@user @user Hysterical woman does in both cases. I don't think Booker would mind given his proclivity for deliberate histrionics.,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be criticizing behavior rather than expressing hate or racism,Hate
‘˜Ghettoes are never good’: Locals fear new migrant ‘˜anchor centers’ in Germany will fuel tensions,No,the tweet does not explicitly target People of African Descent and does not contain language that is overtly racist or hateful,No,the author's motivation seems to be concerned about social tensions rather than expressing hatred or racism,Non-hate
"More on the Muslim ""refugee "" who tried to behead a policeman in WA state. What? You haven't heard because white...",No,the tweet does not contain racial hate speech against Black people it discusses a Muslim individual and does not reference race or ethnicity related to People of African Descent,No,the author's motivation does not appear to be hateful or racist towards Black people it seems to focus on a specific incident involving a Muslim individual rather than promoting hate against any racial group,Hate
"When I read about this current US Administration's appalling record with young children of immigrants, I have a chilling recollection of the story from Syria that launched the Revolution (and no, it was not a CIA...",No,the tweet does not contain any racial hate speech against People of African Descent as it discusses immigration issues without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political criticism rather than promoting hatred,Non-hate
"@user I agree with most of it. Regarding ""occupying"", this is the story of all countries in America, not only Canada but do acknowledge this issue and our past. But never forget, Canadians are one people. Natives, Syrian refugees, English, Fre",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a broader context of national identity and inclusivity without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist they seem to promote unity and acknowledgment of diverse backgrounds,Non-hate
"Arrest Warrant Issued in Murder, Rape of One-Year-Old Girl in Conneaut, Ohio",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not mention any race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it is reporting a crime without any racial context,Non-hate
#POTUS45 #Trump #Illegals 5.7 Million NON-CITIZENS#IllegalAlien MURDER#MollieTibbetts #BuildTheWall#IllegalAliens#NoDACA#DeportThemAll#DrainTheSwamp #VoterID #ICE#IllegalImmigration#AmericaFirst#MAGA #KAG#KatesWall#FundTheWall #AngelFamilies,No,"the tweet does not specifically target People of African Descent and focuses on immigration issues instead,",No,the author's motivation appears to be focused on immigration policy rather than racial hatred,Hate
don’t wanna call it marijuana because of its racist and anti-immigrant backstory but also don’t wanna call it cannabis and sound like a 67 year old white man with a ponytail and a Grateful Dead lightning skull tattoo,No,the tweet does not contain racial hate speech against Black people as it discusses the terminology of marijuana and its historical context without targeting a specific racial group,No,the author's motivation for writing the tweet is not hateful or racist as they express concern about terminology without demeaning any racial or ethnic group,Non-hate
I knew bobby shmruda respected women when he said 'if you aint a hoe get up out my traphouse!' Legendary,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a specific individual's expression and does not target a racial group,Yes,the author's motivation appears to be admiration for the individual's expression rather than hate or racism the tone is celebratory rather than derogatory,Hate
@user Every time there’s a new girl going thru my Facebook photos I have to explain that I’m not some kinda pimp 😂,No,this tweet does not contain racial hate speech against People of African Descent Black people it makes a personal comment about social interactions and does not target any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a humorous remark about their social life,Non-hate
#WomenAgainstFeminism #SomebodyToTris #MensHealth The #feminists are running scared. Men are fighting #feminism.,No,the tweet does not contain any direct racial hate speech against Black people,No,the author's motivation appears to be focused on feminism and gender issues rather than being hateful or racist,Hate
"If the issue is military rape, it's, 'What do you expect if men and women are sleeping in the same tents?' Then it's back to #NotAllMen. 3/8",No,this tweet does not contain racial hate speech against People of African Descent Black people because it discusses military rape and gender dynamics without any reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it critiques societal attitudes towards gender rather than targeting a specific racial group,Non-hate
"@user  and @user launch a project to provide income for youth, #refugees in #Kenya #WithRefugees @user @user @user @user @user @user",No,this tweet does not contain any language or sentiment that targets or discriminates against Black people,No,the author's motivation appears to be supportive and focused on providing assistance rather than promoting hate or racism,Non-hate
"LMFAO , you trying hard hun . You & your skank friend can’t reach to me & my girls level bitch bye.",No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be defensive or dismissive rather than hateful or racist,Hate
Dont call them hysterical women.,No,the tweet does not mention race or specifically target People of African Descent,No,the author's motivation does not appear to be hateful or racist as it addresses a gender-related issue,Non-hate
"If your reflexive response is to say or think 'not ALL men,' then it behooves you to think about privilege + otherism + fragility/narcissism",No,this tweet does not contain racial hate speech against Black people as it discusses gender dynamics and privilege rather than race,No,the author's motivation appears to be to encourage reflection on social issues rather than to express hate or racism,Non-hate
Restrained sub skank gets pussy punishment,No,the tweet does not explicitly mention race or target People of African Descent,No,the author's motivation does not appear to be hateful or racist based on the content provided,Non-hate
Thank you to @user who has created her own fundraising page for World Refugee Day and is advocating for her refugee neighbors who are working hard to rebuild their lives. You can do the same. Get started here. âž,No,the tweet does not contain any racial hate speech against People of African Descent it promotes support for refugees and community rebuilding,No,the author's motivation for writing the tweet is not hateful or racist it encourages positive action and solidarity with refugees,Non-hate
"Now the USA, the EU and Russia can close their borders for illegal migration of fake refugees. The migrants have to assimilate and to work, or have to go home.  I'm also expecting the deislamisation of Europe. It doesn't work that way!",No,the tweet does not specifically target People of African Descent and focuses on migration and assimilation rather than race,No,the author's motivation appears to be related to immigration policy rather than expressing hate or racism against a specific racial group,Hate
Imagine injured migrant workers who have no family to take care of them and can't afford these scans. via @user,No,the tweet does not contain any language that targets or discriminates against People of African Descent,No,the author's motivation appears to be empathetic towards injured migrant workers rather than hateful or racist,Non-hate
When your best friend asks you where's a good place to hide a body,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the content is ambiguous and does not express any discriminatory views,Non-hate
"People don't scare me, my inability to be scared by people sometimes does tho",No,this tweet does not contain any racial hate speech against People of African Descent as it does not reference race or any specific group,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses a personal feeling rather than targeting any group,Non-hate
Italy agrees to accept migrant arrivals,No,this tweet does not contain any language or implications that target or demean People of African Descent,No,the author's motivation appears to be neutral regarding the topic of migrant arrivals without expressing hate or racism,Non-hate
"Gerstenfeld in Israel says: The EU is economic a gigant, military a tiny men and political a worm. To many refugees from islamic countries will change the society and bring antisemitism to Europe.",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention them or target them specifically in a hateful manner,No,the author's motivation for writing the tweet is not hateful or racist as it expresses concern about refugees and antisemitism without direct racial targeting,Non-hate
I Want Some Cunt Ass Bitches To Be Spice Girls W Me This Year,No,the tweet does not contain any references to race or discrimination against Black people,No,the author's motivation appears to be playful and does not indicate hate or racism,Hate
Watch: Germany embraces the Sharia and allow refugees to marry child - Free Speech Time - @user,No,this tweet does not contain explicit racial hate speech against Black people it discusses refugees and Sharia law without targeting any specific racial group,No,the author's motivation appears to be critical of policies regarding refugees rather than being explicitly hateful or racist,Hate
@user @user Are you nut... Why u are comparing #Ram with shahjahan 😕😕,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a comparison between historical figures without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express confusion or disagreement about a comparison rather than targeting a specific racial group,Non-hate
"Nice Austria - the new goverment make a new law to stop refugees to run into the socialsystem. But there the refugees still are, they get more money than in Germany with Hartz IV. Only the deportation of all foreign persons will really help.",No,the tweet does not specifically target People of African Descent and discusses refugees in general rather than a racial group,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism towards a specific racial group,Hate
"Plastic surgeon- what can I do for you, Khloe? Khloe- just make me less ugly Plastic surgeon- say no more, fam",No,This tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,The author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a humorous exchange rather than an expression of hate,Non-hate
Government's message over free movement is deterring migrants in key sectors,No,the tweet does not mention race or any specific group of people,No,the author's motivation appears to be focused on migration policies rather than expressing hate or racism,Non-hate
"Get ready to see all the hoe bunnies, slut kitties, and whore mice post themselves on this Halloween night.",No,this tweet does not contain racial hate speech against People of African Descent Black people it uses derogatory terms but does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be focused on Halloween themes and playful language rather than targeting a specific racial group,Hate
Count on it,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is unclear and does not indicate hate or racism,Non-hate
"WHACKS AGAIN. 'Bitch, no the fuck you don't you damn skank.'",No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration without targeting a specific racial group,Hate
#SOSVenezuela: migrants or refugees?,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet appears to be questioning the status of migrants or refugees without any indication of hate or racism,Non-hate
Look in the face of this criminal captain. He rescued refugees against law and is now by court in Malta. Hopefully he will get a hard fine and his ship will taken away.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a specific individual and their actions without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses disapproval of a legal situation rather than targeting a racial group,Hate
They are illegal immigrants. Gotto go home. Can you now feel how Kashmiri Pandits feel being exiled in their own country due to terrorism of Kashmiri Muslims?   You dint shed a tear for them. Shut up now. #NRCAssam,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration and the situation of Kashmiri Pandits rather than targeting Black individuals specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about a specific political issue rather than promoting hate against a racial group,Hate
"In my lifetime I've called some women whores, a bitch a dirty boy a hoe open up the pussy store. Pimp C",No,this tweet does not contain racial hate speech against People of African Descent it uses derogatory terms towards women rather than targeting a specific race,No,the author's motivation appears to be expressing personal experiences or opinions rather than promoting hate or racism,Hate
Cenk the Skank’s taqiyya was always paper thin. He underestimates Americans. Bought into the ugly stupid American b…,No,the tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to be a criticism of an individual's views rather than a broader expression of hate or racism,Non-hate
When your best friend gets out of that relationship and you finally have your hoe'ing partner back,No,this tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any manner,No,the author's motivation does not appear to be hateful or racist as the tweet focuses on personal relationships rather than targeting a specific racial group,Non-hate
‘Make a hole in your life. You might see something through it.’ Iris Murdoch,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"Ugly traitor, go to jail and do not pass GO @user @user #BuildTheWall #LockThemUp #EndDACA now !!!!!!!!!!!",No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be focused on immigration policy rather than racial hatred,Hate
"Did you know, that when a woman says “men are trash,” a random man will appear out of thin fuckin’ air just to yell about, “NOT ALL MEN -“",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a general sentiment about gender relations rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to critique a societal behavior rather than target a specific racial group,Non-hate
When life gives you lemons just go masturbate and take a nap,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
Fact Check: 'Caged' Child Photo Is Not What Immigration Advocates Claim        Leftist propaganda exposed...,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigration and propaganda rather than race,Yes,the author's motivation appears to be critical of a political stance rather than hateful or racist it seems to aim at discrediting a viewpoint rather than targeting a specific racial group,Non-hate
In each and EVERY 1 of these rape cases it was some woman trying to be more than she is and none of the women deserved awards. Give them up.,No,the tweet does not specifically target People of African Descent or any racial group,No,the author's motivation appears to be critical of women in general rather than motivated by hate or racism,Hate
Credit card boy Ian Duncan Smith and other Politicians should be forced to pay their dues mind u its not tax credits cuts that's for us,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the focus is on politicians and financial issues,Non-hate
Mums4refugees=stupidbitches4selfdestruction.,No,the tweet does not specifically mention or target People of African Descent,No,the author's motivation appears to be a critique of a group rather than an expression of hate or racism,Hate
I've always wanted head from a girl with a tongue ring.,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it expresses a personal preference without targeting any specific group,Non-hate
"What's the polite way to say, excuse me but I think I speak for everyone on the boat when I say I'd love to make a sloppy mess of your wife",No,this tweet does not contain racial hate speech against People of African Descent it focuses on a personal comment rather than targeting a racial group,No,the author's motivation appears to be more about making a crude joke rather than expressing hate or racism,Hate
@user Moroccan kids having sex with a donkey (yes) and terrorists why should Europe take in any more refugees they spoil countries,Yes,the tweet contains derogatory references to a specific ethnic group and promotes harmful stereotypes,Yes,the author's motivation appears to be rooted in a hateful and discriminatory perspective against refugees and specific ethnicities,Hate
"can grown women stop glorifying being a hoe, y'all don't realize the influence on the young bitches",No,", the tweet does not specifically target People of African Descent nor does it contain racial slurs or language that directly attacks a racial group,",No,", the motivation appears to be a critique of behavior rather than an expression of hate or racism",Hate
"The misogyny of trans activists. Weinstein is about the rape and abuse of women ,but we are told pointing this out is 'exclusionary '",No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses issues related to gender and activism rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques a specific group and their actions without targeting a racial group,Non-hate
"@user @user If you aren't aware that historically, women haven't been discredited for being hysterical…",No,the tweet does not contain racial hate speech against People of African Descent Black people because it discusses women's historical treatment without mentioning race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it addresses gender issues rather than promoting hate or racism,Non-hate
@user Please honor your threat to #DefundPlannedParenthood & #SanctuaryCities. @user needs to do their job. #IllegalAliens are CRIMINALS.#DeportThemAll #NoAmnesty #BuildThatWall,No,this tweet does not contain racial hate speech against People of African Descent Black people are not specifically targeted or mentioned in a derogatory manner,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism towards a specific racial group,Hate
@user @user This bitch is a slut,No,this tweet does not contain any racial hate speech against People of African Descent it is derogatory but not racially targeted,No,the author's motivation does not appear to be hateful or racist as the language is directed at an individual without racial context,Hate
"Yes, #refugees deserve basic human rights by @user #WithRefugees @user @user @user @user @user",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses refugees in a general context and does not target any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist the tweet advocates for basic human rights for refugees which is a humanitarian stance,Non-hate
Why should they go home ?? We liberal elite city educated liberals will offer our own homes to illegal immigrants and set an example to the right wing bigot trollz.,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses illegal immigrants and political views rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a political stance against right wing views without targeting a specific racial group,Non-hate
A great read...check it out this...,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
Non-English speaking migrant workers are more vulnerable to unscrupulous bosses!,No,this tweet does not specifically target People of African Descent and is focused on migrant workers in general,No,the author's motivation seems to highlight a labor issue rather than express hate or racism,Non-hate
"@user @user This madness must be ended. Horrible. And as hard as the border patrol is working, hard to believe! @user #WWG1WGA #SaveTheChildren Don't take my word for it, look for yourselves!",No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the content is vague and does not target any specific racial group,Hate
@user STFU YOU SKANK!! U want this to happen.,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it does not target a specific racial group,Hate
“Fucking slut. I knew you were cheating on me.”,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it is directed at an individual and does not reference race,Hate
@user you sir such a humble person but @user he is a business man. Ab to confirm ho gaya screen 50-50 hi milega 😂,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"Local exhibit, activities shine light on refugee experience -",No,the tweet does not contain any racial hate speech against People of African Descent as it discusses a local exhibit and activities related to the refugee experience without any derogatory language or targeting of a specific racial group,No,there is no indication that the author's motivation for writing the tweet is hateful or racist as it appears to promote awareness and understanding of refugee experiences,Non-hate
"Romania, Czech Republic, Portugal and Poland, the highest employment rate among migrants born outside the #EU",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses employment rates among migrants without any reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it presents statistical information about employment rates without any derogatory language or intent,Non-hate
"@user @user Oh, calm down you hysterical woman.",No,", the tweet does not specifically target or reference individuals of African descent or any racial group",No,", the author's motivation appears to be dismissive rather than hateful or racist towards a specific racial group",Hate
Instagram tryin to be like snapchat is about as pointless as their 'help center' have a fucking seat IG,No,the tweet does not contain any reference to race or people of African descent,No,the author's motivation appears to be frustration with a social media platform rather than hate or racism,Non-hate
I just saw a bird fuckin another bird and when they were done they both flew in totally opposite directions... This best sums up my sex life,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be humorous and self-deprecating rather than hateful or racist,Non-hate
"Example 01: Boyfriend: 'I think my girlfriend is cheating on me.' Boyfriend's friend: 'Yeah, bitch got a penis!'",No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be humor or sarcasm rather than a hateful or racist intent,Hate
"@user Cyprus is not a Greek island, but a sovereign country!",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet discusses a geographical and political point,Non-hate
@user Are you calling me a Twitter Whore? Kiss indeed..,No,the tweet does not contain any racial hate speech against People of African Descent it seems to be a personal response to another user rather than targeting a racial group,No,the author's motivation does not appear to be hateful or racist it seems to be a reaction to a perceived insult rather than an expression of hate,Hate
When you suck dick in the limo right before the red carpet...,No,the tweet does not contain any direct reference to race or people of African descent,No,the author's motivation does not appear to be hateful or racist as the content is ambiguous and does not target any specific group,Hate
Sessions is a religious fanatic who took immense glee in the separation of immigrant children ! He is racist and doesn’t derserve to be in the office of power he is holding. Trump Sessions and Nielsen need to go!!,No,the tweet does not specifically target People of African Descent or contain racial hate speech it discusses immigration policy and individuals involved in that context,No,the author's motivation appears to be a critique of political actions and does not express hatred or racism towards a specific racial group,Non-hate
shut the fuck up quran didn't said anything like this they arw terrorist who rape woman and killed infant baby dont blame islam for this,No,this tweet does not contain racial hate speech against People of African Descent it targets a religion and not a specific racial group,No,the author's motivation appears to be defensive of their beliefs rather than specifically hateful or racist,Non-hate
@user @user This @user should resign from Republican party the sorry Rhino losers #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be political rather than racially motivated,Hate
Get a real woman not a hoe then.,No,this tweet does not specifically target People of African Descent and does not contain explicit racial hate speech,No,the author's motivation appears to be a derogatory comment about women rather than a racial attack,Non-hate
You right about that! So I'm going to learn from you and treat women the right way! I don't wanna be a male whore…,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses a desire to learn and improve behavior towards women,Non-hate
📷 greeneyjon: Good big gaping cunt on that slut girl.,No,", the tweet does not contain direct racial hate speech against People of African Descent Black people since it does not mention race or ethnicity",No,", the author's motivation for writing the tweet does not appear to be hateful or racist as it targets a specific individual without racial context",Non-hate
"90% refugees which come to Austria are jobless and not trained. They will not be able to run into a workingprocess and will only take socialwelfare. At the moment the country has 3,5 mio. Austrian workers and 1 Mio. foreign workers in down level jobs.",No,the tweet discusses refugees in general and does not specifically target People of African Descent,Yes,the author's motivation appears to be critical of refugees and their economic impact rather than expressing hatred towards a specific racial group,Hate
"I find great peace in knowing at the end of the day, I'm the only one I truly trust",No,this tweet does not contain any references to race or hate speech against Black people,No,the author's motivation appears to be personal reflection and does not convey hate or racism,Non-hate
"Anyone who has spent any time at all in Europe, Canada or the USA in the last two descades know Australia's problem isn't migrant numbers. It's inaction on infrastructure development. Our roads and public transport are closer to India's.",No,this tweet does not contain racial hate speech against People of African Descent Black people as it focuses on infrastructure issues and does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a political and infrastructural concern without targeting any specific racial group,Non-hate
@user @user @user what's the issue with that? not all men are sexist. if you think the opposit…,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the content focuses on gender issues and sexism rather than race,Non-hate
@user just stop before you make it worse. eat your cock and pussy,No,the tweet does not contain any direct reference to race or People of African Descent,No,the author's motivation appears to be more about provoking a reaction rather than expressing hate or racism,Non-hate
