Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
Am I piece of shit? Yes. Do I at least feel bad about it? Absolutely not,No,the tweet does not contain any references to race or people of African descent,No,the author's motivation does not appear to be hateful or racist based on the content provided,Non-hate,Negative,-0.6966
American #FamiliesBelongTogether but the #Democrat Socialist Party Keeps allowing Illegals to Kill them  #FamiliesBelongTogetherMarch  #AmericansFirst Not Illegals Breaking #Inmigration laws,No,the tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to focus on immigration issues rather than expressing hate or racism towards a specific racial group,Hate,Negative,-0.6124
An Honest Article About Illegal Immigration By a Lefty?? Are Pigs Flying? -     A miracle...,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration and does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express skepticism about a political viewpoint rather than targeting a specific racial group,Non-hate,Positive,0.6174
"An undercount would allow the federal government to direct resources away from California, which has the largest #immigrant population in the country.  #Census takers could miss counting millions of #Californians, researchers say",No,the tweet does not contain any racial hate speech against People of African Descent as it discusses census counts and immigrant populations without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on census accuracy and resource allocation rather than promoting hate or discrimination,Non-hate,Positive,0.0772
And HE HAD ANOTHER GIRL WITH HIM bitch she was shook,No,the tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express a personal opinion or observation without targeting any specific racial group,Non-hate,Negative,-0.6369
And now another flood of immigrants coming our way.#BuildThatWall,No,this tweet does not contain explicit racial hate speech against People of African Descent it refers to immigrants in general without targeting any specific racial group,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism towards a particular group,Hate,Neutral,0.0
And on and it goes. #BUILDTHATWALL,No,this tweet does not contain any explicit reference to race or people of African descent it focuses on a political slogan,Yes,the author's motivation is not clearly hateful or racist as it does not directly target any racial group,Hate,Neutral,0.0
"And the US State Department just increased the number of refugees we are taking in!!  Can't anyone but us ""common...",No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation is not hateful or racist as the tweet does not express animosity towards any racial group,Hate,Positive,0.3147
And why should he now buckle to their demands that he swear undying trust for these A******* ?????  THEY are the enemy of this nation! #Treason,No,this tweet does not specifically target People of African Descent or any racial group,No,the motivation appears to be political rather than racially motivated,Non-hate,Negative,-0.6759
Angel Families Hold Rally to Combat Illegal Immigration. #DeportThemAll #NoAmnesty #NoDACA,No,the tweet does not specifically target or express hate towards People of African Descent it focuses on immigration issues rather than race,No,the author's motivation appears to be centered around immigration policy rather than a racially motivated agenda,Hate,Negative,-0.7184
"Angels Don't Die. I think it's better that two Immigrant children in a concentration camp in Southwest US die every time Donald Trump tweets, tweet tweet tweet tweet tweet like a bird.",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigrant children and does not reference race or ethnicity,Yes,the author's motivation appears to be critical of Donald Trump and his policies rather than hateful or racist towards a specific racial group,Non-hate,Positive,0.5641
Anhyone else hate the way women smell? I think it's because they're BITCHES!!!!!! Fuck you bitch!!!?!,No,this tweet does not contain racial hate speech against People of African Descent Black people it targets women in general rather than a specific racial group,No,the author's motivation for writing the tweet appears to be directed at women and expresses anger rather than a specific racial hatred,Hate,Negative,-0.9593
Another liberal wasteland on the road to hell.  I wouldn't mind so much if it weren't the city of our nation's founding.,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses political views and urban issues without targeting any racial group,No,the author's motivation does not appear to be hateful or racist it expresses frustration with political conditions rather than animosity towards a specific race,Non-hate,Negative,-0.6808
"Anyone else notice that for the most part Trump is completely deaf dumb and blind to the existence of the indigenous people? Unlike him, even though some of them are of mixed blood, not one of them are immigrants. Saw t-shirt said can't be an illegal immigrant in a stolen land",No,The tweet does not contain racial hate speech against People of African Descent as it primarily discusses indigenous people and immigration issues without targeting Black individuals specifically,No,The author's motivation does not appear to be hateful or racist as the focus is on political commentary regarding indigenous rights and immigration rather than expressing animosity towards any racial group,Non-hate,Negative,-0.7618
Are Acid Attacks the result of mass immigration? via @user,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a general issue without targeting a specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it seems to be questioning a social issue rather than promoting hate,Non-hate,Negative,-0.4404
Are you an educator looking for ways to help immigrant youth? Here are 4 things you can start doing this week to provide support. Please share and help another teacher stay informed!   To learn more go to #InformedImmigrant,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is focused on supporting immigrant youth and educators,No,the author's motivation for writing the tweet is not hateful or racist it aims to provide helpful resources for educators,Non-hate,Positive,0.8977
As long as the position is on all fours who cares,No,this tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation is not hateful or racist as the tweet is vague and does not target any specific group,Non-hate,Positive,0.4588
As someone who works with refugees; thank you Sprudge.,No,the tweet does not contain any language or sentiment that targets or discriminates against People of African Descent Black people,No,the author's motivation appears to be supportive and appreciative rather than hateful or racist,Non-hate,Positive,0.3612
"As the European Union gives political cover to Italy &amp; other states blocking &amp; threatening charities rescuing refugees &amp; migrants escaping Libya, death rate soars to staggering 1 in 7",No,the tweet does not contain any racial hate speech against People of African Descent as it discusses political actions regarding refugees and migrants without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on humanitarian issues and the consequences of political decisions,Non-hate,Negative,-0.7579
Ask any liberal how many illegal aliens they've let stay in their house. The answer probably won't surprise you. #SendThemBack #BuildTheWall,No,this tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to be a political stance against immigration rather than a racially motivated hate speech,Hate,Negative,-0.6613
"At 16, Ancila's father was killed in Burundi's civil war, forcing her to flee. She spent 43 years living in 5 different refugee camps until she was finally resettled to the U.S.Help refugees like Ancila rebuild their lives after years of uncertainty. âž",No,this tweet does not contain racial hate speech against People of African Descent Black people as it focuses on the experiences of a refugee without derogatory language or intent,No,the author's motivation for writing the tweet is not hateful or racist as it aims to support and help refugees rebuild their lives,Non-hate,Negative,-0.8519
"At number 4, #Burundi-an refugees are among the most neglected in the world. We are the invisible people...",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses the situation of Burundian refugees without targeting any racial group specifically,No,the author's motivation for writing the tweet is not hateful or racist it appears to be focused on raising awareness about the plight of a specific group of refugees,Non-hate,Negative,-0.5256
"At this time, w-organized crime/returning jihadists, it’s a matter of national security.  #Italy #Salvini must ignore international social engineers/cultural Marxists.#V4 Italy Kurz others must challenge empty threats from UN-EU migration pimps. What can they really do about it?",No,this tweet does not contain explicit racial hate speech against Black people it discusses issues related to crime and migration without targeting any racial group specifically,No,the author's motivation appears to be focused on national security and political issues rather than expressing hate or racism towards any specific group,Hate,Negative,-0.5106
"Austrian, Italian and German interior ministers discuss migration",No,The tweet does not contain any racial hate speech against People of African Descent as it simply mentions a discussion among ministers regarding migration without any derogatory language or implications,No,The author's motivation for writing the tweet does not appear to be hateful or racist as it presents a factual statement about a political meeting without any negative connotations,Non-hate,Neutral,0.0
Aw 😍😘 I owe you a mustache ride!,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.7263
BBC News - School where refugees are the teachers,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Neutral,0.0
BBC withdraws 'biased' educational film about immigration via @user,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses a film about immigration without any racial reference,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a media decision rather than expressing any negative sentiment towards a racial group,Non-hate,Negative,-0.2732
BEL WHERE THE HELL ARE YOU YOUR SIDE HOE MINHYUK IS NOW IN BLACK MYDMD!DMMF,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people it appears to reference a person or character without derogatory language,No,the author's motivation for writing the tweet does not seem hateful or racist it seems more focused on a personal or social context rather than racial issues,Non-hate,Negative,-0.7088
"Be sure to visit our World Relief tent this afternoon at the 2nd annual Kaleidoscope Food Festival,  3-7 pm! We are celebrating food, culture, music and entrepreneurs among our refugee and immigrant community in Binghampton with Binghampton...",No,this tweet does not contain racial hate speech against People of African Descent Black people it promotes a cultural event celebrating diversity and community,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on inclusivity and support for refugees and immigrants,Non-hate,Positive,0.9117
Because it’s easy to call women those things when the one hurting you repeatedly acts like he wasn’t being the slut and whore himself.,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in any context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on gender issues rather than race,Non-hate,Negative,-0.7506
Because some women are stupid,No,this tweet does not specifically target People of African Descent or any racial group,No,the author's motivation does not appear to be hateful or racist as it makes a general statement about women,Hate,Negative,-0.5267
Before @user and @user @user was a young girl whose immigrant parents were deported. Don't miss her stunning memoir MY FAMILY DIVDED.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses an individual's background and memoir without derogatory language or intent,No,the author's motivation for writing the tweet is not hateful or racist it appears to promote a memoir and share a personal story rather than express hate or racism,Non-hate,Negative,-0.1877
Bishop appeals to church groups to take action as migrants now account for 11 percent of reported cases,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a call to action regarding migrants without expressing negative sentiments,Non-hate,Neutral,0.0
Bitch boi still doesn’t know his girl still barking up my tree 😴,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express personal frustration or rivalry,Non-hate,Negative,-0.5859
Bitch is literal referring to the mass murder of falsely accused women (and one man). Weinstein isn’t even to court…,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a different topic related to mass murder and legal issues,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems focused on a specific incident rather than targeting a racial group,Non-hate,Negative,-0.8934
Bitch mad cuz I nutted quick... first of all yo pussy just good so be happy,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration in a personal context without targeting a specific racial group,Hate,Neutral,-0.0314
Bitch you look stupid af 🤗,No,the tweet does not explicitly target any racial group or contain language that is racially charged,No,the author's motivation appears to be an insult rather than a racially motivated attack,Non-hate,Negative,-0.6597
Bitches can't keep a man for shit but got a steady ass work husband at all times,No,this tweet does not specifically target People of African Descent or any racial group it speaks generally about women and relationships without racial context,No,the author's motivation appears to be a commentary on relationships rather than an expression of hate or racism,Hate,Negative,-0.8591
Bitches that wear chokers that aren't complete whores is why I hate you bitches,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it targets a specific behavior rather than a racial group,Hate,Negative,-0.8512
Black Bitch Gets Cock Shoved In Her Waiting Cunt,Yes,this tweet contains derogatory language aimed at a Black woman and is racially charged,Yes,the author's motivation appears to be hateful and dehumanizing towards the subject,Hate,Negative,-0.8225
Blocking people is my cardio,No,this tweet does not contain any references to race or racial hate speech,No,the author's motivation appears to be humorous or lighthearted rather than hateful or racist,Non-hate,Negative,-0.3818
Bloody immigrants like uk say you must obide the law of the country should be put in prison until the immigrant pays the fine,No,the tweet does not specifically target People of African Descent nor does it contain explicit racial hate speech against them,No,the motivation appears to be focused on immigration law rather than expressing hatred or racism towards a specific racial group,Hate,Negative,-0.4404
Bored with your home? Pimp it up. Add some spice #Laminate Cutter D-I-Y. Easier than you think (USA/Canada &; UK),No,the tweet does not contain any racial hate speech against People of African Descent Black people it is focused on home improvement and DIY projects,No,the author's motivation for writing the tweet is not hateful or racist it appears to be promoting a positive activity related to home decor,Non-hate,Positive,0.1779
Brazil-Venezuela border reopens amid fight over refugees #FoxNews @user,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses a geopolitical issue without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be informational regarding a current event,Non-hate,Negative,-0.3818
Bri: you put in the hole- Me: *starts laughing like a child* Bri: *starts laughing* whoops,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.836
Build the WALL!                    Undocumented immigrant arrested in connection with rape of 11-year-old girl:https://t.co/i5zGw9VKGe,No,this tweet does not specifically target People of African Descent and discusses immigration issues instead of race,No,the motivation appears to be focused on immigration policy rather than expressing hate or racism,Non-hate,Negative,-0.8439
CRP doesn't only serve refugees living in Jordan. We also offer assistance and programming to Jordanians living in the area. Learn more about our diverse community in this blog post:,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet appears to be informative and supportive of community assistance,Non-hate,Neutral,0.0
Calling some one 'Dwight you ignorant slut' is the only thing that would make this day better,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a humorous or sarcastic expression rather than a direct attack on a racial group,Non-hate,Negative,-0.4588
"Can you bitches stop pulling ya pants up above your belly button, you look like my fuckin grandfather",No,this tweet does not specifically target or express hatred towards People of African Descent it is a general comment on fashion choices,Yes,the author's motivation appears to be mocking rather than expressing hate or racism it focuses on personal appearance rather than racial identity,Hate,Negative,-0.5574
Check this out and Retweet if you Agree ! #draintheswamp #buildthatwall #kag #politics #government #gop #Trumplicans #PresidentTrump #MAGA #TrumpTrain #AmericaFirst #donaldtrump #sorrynotsorry #politicalmemes #madmax #trumplicans #whitehouse #patriot,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be political in nature,Hate,Positive,0.4199
"Chicago's a killing field from decades of inept corrupt liberal leaders, the mayor distracts by attacking Trump &amp; endorsing illegals, national media distracts with stories of Russia, Trump hate &amp; endless parades of climate change, immigrant rights, race baiting &amp; victimization..",No,the tweet does not explicitly target People of African Descent or use racial slurs or derogatory language towards them,No,the author's motivation appears to be political critique rather than promoting hate or racism,Non-hate,Negative,-0.9584
Church leaders determine to ease #economic problems at the heart of #humantrafficking plaguing #Indonesia @user @user @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.6124
Coding program in NY seeks to open tech career doors for immigrant girls,No,the tweet does not contain racial hate speech against People of African Descent as it focuses on immigrant girls and does not mention race or promote hate,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it promotes inclusivity and opportunity for a specific group,Non-hate,Neutral,0.0
"CoreCivic found its best interest is to grow US detention capacity, for women and children, by over 450%. Expanding the number of mother-child beds from 3,500 up to 20,000. This signals the largest increase in immigrant detention since WW2 #ResistICENashville photo: Julie Henry",No,this tweet discusses immigration detention and does not target or express hate towards any racial group,Yes,the motivation appears to be focused on criticizing immigration policies rather than promoting hate or racism,Non-hate,Positive,0.7003
"Cory Booker and Kamala Harris competing for Most Hysterical Woman at the Kavanaugh hearings, Coulter hilariously tweeted.And yes, liberals immediately got triggered on Twitter, saying her joke was offensive. To them we say, suck it up, snowflakes.",No,", the tweet does not contain racial hate speech against People of African Descent as it focuses on the political actions and reactions of individuals rather than their race or ethnicity",No,", the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques political figures and their responses without targeting their race or promoting racial animus",Hate,Negative,-0.3384
Could the migration crisis finish the EU?,No,the tweet does not mention or target People of African Descent specifically it discusses a broader issue of migration and its impact on the EU,No,the author's motivation appears to be questioning a political situation rather than expressing hate or racism,Non-hate,Negative,-0.6249
Could you please explain why you praised the research of an anti-Muslim and anti-immigrant foundation linked to Orban's far-right government?  Or why you are hosting events at the Hungarian Embassy for this foundation?,No,the tweet does not contain racial hate speech against People of African Descent as it focuses on anti-Muslim and anti-immigrant sentiments rather than racial issues,Yes,the author's motivation appears to be critical of the foundation's affiliations rather than hateful or racist towards any specific group,Non-hate,Positive,0.7059
Couldn't have said it better #YesAllMen,No,this tweet does not specifically target or express hate towards People of African Descent Black people,No,the author's motivation appears to be a broader commentary on gender issues rather than racial animosity,Non-hate,Positive,0.4404
Criminals NOT immigrants! Lets call them who they are if they DID NOT come in our AMERICA LEGALLY ! They get NO amnesty for breaking the AMERICAN LAW. @user @user @user @user @user @user @user @user @user,No,the tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,No,the author's motivation appears to be centered on legal immigration rather than expressing hate or racism towards a specific racial group,Hate,Negative,-0.7256
"DREAMER' Sodomized Multiple Boys, Between The Ages 7 and 9 via @user #DeathPenalty is too good for this dispicable creature.#BuildTheWall #EndDACA What about the dreams this POS Stole from these children?I hope you burn in pits of hell!",No,The tweet does not specifically target People of African Descent or any racial group but expresses outrage towards an individual accused of a crime,Yes,The author's motivation appears to stem from anger towards a specific individual rather than a broader racial animus,Hate,Positive,0.4926
Daily work for Germans police. Smuggler take 21 refugees out of their car on landscape in Bajuvaria.,No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not mention any race or make derogatory statements about any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it seems to be a neutral observation about an event involving police and refugees,Non-hate,Negative,-0.4767
Darmian he's left footed mate don't you know that already you stupid cunt,No,"the tweet does not contain any racial hate speech against People of African Descent Black people it is directed at an individual and does not reference race or ethnicity,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration over a misunderstanding without racial context,Non-hate,Negative,-0.765
Dear God - make it stop !!!    Illegal Alien from Mexico Accused of Raping 11-Year-Old Girl via @user #StopTheInvasion @user @user @user @user @user @user @user @user,No,the tweet does not specifically target People of African Descent or contain language that directly expresses hate towards them,No,the author's motivation appears to be focused on a specific incident involving an illegal alien rather than expressing general hate or racism,Hate,Negative,-0.8743
Dems suggest Kavanaugh should NOT be considered for SCOTUS b/c #Trump is under investigation!NEVER MIND that said investigation is a TRUMPed-up phony witch-hunt begun by Dems in the 1st place#POTUS #MAGA #DrainTheSwamp #VoteRed #NEWS #NoDACA #KAG #GetOutTheVote #BuildTheWall,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses political issues and does not target any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on political opinions rather than racial animus,Hate,Neutral,0.0
"Denmark has cut welfare benefits for migrants - ""We'll move to Finland"" They threaten ""Finland will treat us better"" - Free Speech Time - @user",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses welfare benefits for migrants in a general context without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to address a policy issue regarding migrants rather than inciting hatred,Non-hate,Positive,0.7783
"Deputy Prime Minister of Italy, @user calls for anti immigration alliance across Europe!#immigration #Brexit #summer #whitegenocide #BNP #Wimbledon #WorldCup2018 #BrexitShambles",Yes,the term whitegenocide is often associated with racist conspiracy theories that target people of African descent and other minorities,Yes,the use of such terminology suggests a motivation rooted in hate and racism against specific groups,Non-hate,Negative,-0.3802
Detained Immigrant Moms Released in Washington,No,,no,racial hate speech is present in the tweet as it does not mention any racial group or express hatred towards any group No the author's motivation cannot be determined as hateful or racist since the tweet is neutral and does not express any negative sentiment,Non-hate,Negative,-0.4019
Did Morocco let more migrants make dangerous #Spain crossing to get a good deal with EU?,No,the tweet does not specifically target or express hate towards People of African Descent,No,the motivation appears to be questioning a political situation rather than expressing hate or racism,Non-hate,Negative,-0.1189
Dirty euro skank needs a massive schlong in her juicy cunt,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on derogatory language towards a European individual rather than targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it does not express animosity towards a racial group but rather uses vulgar language towards an individual,Non-hate,Negative,-0.7269
"Disgusting , and bitch you are NO ROCK STAR !! YOU are a no class skank🤡😱🐍🙈🙉🙊👁",No,the tweet does not contain any explicit references to race or ethnicity,No,the author's motivation appears to be an expression of anger or frustration rather than racial hate,Hate,Negative,-0.9566
Do not announce your not all men argument when I tell you that in the 16th century anything a woman did without the OK of her husband...,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses gender issues rather than race,No,the author's motivation does not appear to be hateful or racist it seems to address historical gender dynamics,Non-hate,Negative,-0.0825
Do you get up off the couch and stand for the Anthem when youre at home? Then shut the fuck up.,No,the tweet does not reference race or specifically target People of African Descent,No,the motivation appears to be frustration or anger rather than hate or racism,Non-hate,Negative,-0.5423
"Doctors saw immigrant kids separated from their parents. Now they’re trying to stop it.: Separating immigrant kids from parents “really is nothing less than government-sanctioned child abuse,” the president of the American Academy of Pediatrics says.    …",No,the tweet does not contain racial hate speech against People of African Descent as it discusses immigrant children without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a humanitarian issue concerning child welfare,Non-hate,Negative,-0.296
Domestic abuse is never okay.... Unless your wife is a bitch #WomenSuck,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets women in general rather than a specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses a misogynistic attitude rather than a racial one,Hate,Negative,-0.8647
Don't fucking toy with me #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people it expresses frustration towards women in general,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be an expression of anger towards a specific group without racial implications,Hate,Neutral,0.0
Don't mind me... I'm just waiting for @user to start ranting 🌚,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not indicate hate or racism as it seems to be a general comment without context suggesting such intent,Non-hate,Neutral,0.0
"Don't miss #DeathofANation while it's on the big screens...A courageous, eye-opening exposé of the truth about leftwing fascism, and tactics of the liberals - it took a LEGAL grateful, intelligent immigrant to recognize and uncover the truth Thanks @user !!",No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political commentary rather than targeting a specific racial group,Non-hate,Positive,0.9593
Don't you hate how girls just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. hoe,No,this tweet does not contain racial hate speech against People of African Descent Black people it targets girls in general and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a negative opinion about behavior without racial context,Hate,Negative,-0.3944
Dutch prisons are so empty they're being turned into homes for refugees via @user,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a policy issue without expressing animosity,Non-hate,Negative,-0.3327
EU has stayed silent for 3 years while its migration-control partner Turkey kills and injures Syrian asylum seekers and pushes massive numbers back at the border - now it's silent over Turkey blocking registration for those who manage to get in @user,No,the tweet does not contain racial hate speech against People of African Descent it discusses migration issues without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on political criticism and human rights concerns,Non-hate,Negative,-0.7269
EU leaders meet in Brussels to discuss migration challenge,No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses a political event without any derogatory language or references to race,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a neutral report on a meeting regarding migration issues,Non-hate,Positive,0.0772
Each second citizien in Germany think Merkel should retire.,No,the tweet does not contain any racial hate speech against Black people it discusses a political opinion regarding Angela Merkel's retirement,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on a political issue rather than targeting any racial group,Non-hate,Neutral,0.0
Easy solution no benefits after child 2 and wife 1 and no votes for 1st and 2nd generation immigrants simple solution.   No combined benefits and no guarantees of jobs or homes unless they apply before arrival NO MORE SOFT TOUCHES ps Gulf States and Saudi intake of 'refugees' = 0,No,this tweet does not contain racial hate speech against Black people as it focuses on immigration policy and does not target a specific racial group,Yes,the author's motivation appears to be driven by a desire to limit immigration benefits which can be seen as discriminatory against immigrants but does not explicitly express hate towards any racial group,Hate,Negative,-0.6598
"Eat, bite, fuck, suck, nibble, gobble, chew! Finger-fuck hair pie, dick cunt screw! Hurray! Bat fuck! Blow me! #Syria❀",No,the tweet does not contain any racial hate speech against People of African Descent Black people it appears to be nonsensical and lacks any specific reference to race or ethnicity,No,the author's motivation for writing the tweet does not seem hateful or racist it seems more focused on shock value and crude humor rather than targeting any specific group,Non-hate,Negative,-0.9357
Effects of Third World Immigration into Canada via @user,No,the tweet does not specifically target People of African Descent and lacks explicit racial language,No,the author's motivation is not clear enough to be classified as hateful or racist,Non-hate,Neutral,0.0
"Eiffel Tower workers go on strike over monument's new visitor access policy,queues.    A French city near the #EiffelTower is now home to 300,000 illegal immigrants, according to a government report",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not explicitly target any racial group or use derogatory language,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a policy issue and immigration without invoking racial stereotypes or slurs,Non-hate,Negative,-0.6249
Eight Years of Obama's Weakness Toward Russia,No,the tweet does not specifically target or express hatred towards People of African Descent,No,the motivation appears to criticize a political figure rather than express hate or racism,Non-hate,Negative,-0.4215
"Eric Cartman: How 'bout we sing, 'Kyle's Mom is a stupid bitch' in D Minor.",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it references a fictional character and does not target any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a humorous reference to a television show rather than an expression of hate,Hate,Negative,-0.802
"Essential reading for those in Scribner, Nebraska who are considering an anti-immigrant ballot measure.",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses an anti-immigrant ballot measure which is not explicitly racial in nature,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be focused on a political issue rather than targeting a specific racial group,Non-hate,Neutral,0.0
Ethiopians in Lebanon lining up to go home. It’s a give to those who think refugees are threat to the purity of threat society.,No,This tweet does not contain explicit racial hate speech against Black people as it refers specifically to Ethiopians and does not target people of African descent in a derogatory manner,No,The author's motivation appears to be a critique of perceptions about refugees rather than expressing hate or racism towards any racial group,Non-hate,Negative,-0.7783
Every convo ever w/ an #MRA: 'men are pigs.' 'WTF MEN R NOT PIGS U FUGLY FEMENAZI CUNT IMA CUT UR HEAD OFF N FUCK UR NECK HOLE 4 SAYIN THAT',No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist because it expresses anger towards a specific group based on gender rather than race,Hate,Negative,-0.948
Every time I hear a women slut-shame another women for what their wearing I can’t help but think “Bitch you wack as fuck.”,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses women and their behavior without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration towards women shaming other women without targeting a specific race,Hate,Positive,0.2144
Every time you say 'not all men' you are part of the problem. Claiming that telling men to step their game up only alienates good men is BS.,No,this tweet does not contain racial hate speech against People of African Descent Black people because it addresses a general issue about gender and societal expectations rather than race,No,the author's motivation for writing the tweet is not hateful or racist because they are critiquing a specific societal response rather than targeting any racial group,Non-hate,Positive,0.0516
Ewk man this bitch be with mad whores,No,this tweet does not explicitly target People of African Descent or use racial slurs,No,the language used seems to express frustration or anger rather than a clear motivation of hate or racism,Hate,Negative,-0.9136
FFS you're such a loser 😊,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Negative,-0.4466
FUUUCCKK! ASS BITCH CUNT FART!!! I CAN'T BELIEVE IT!!!!!!!,No,the tweet does not contain any specific references to race or People of African Descent,No,the author's motivation appears to be frustration or anger rather than hate or racism,Hate,Negative,-0.913
