Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
@user @user Maybe #karma will eliminate the problem..she‘s known to be a bitch. If you hear me Karma..sure be sweet if you gave Mueller iron clad proof.,No,the tweet does not reference race or contain language directed at People of African Descent,No,the author's motivation does not appear to be hateful or racist based on the content provided,Hate
@user @user One upmanship between guys in private is hardly the same as women claiming rape.,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in any capacity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on gender dynamics rather than race,Non-hate
"“These migrant workers are doing difficult jobs in harsh conditions, and they deserve to be respected at work like anybody else,” its director Matt Kunkel said.https://t.co/gq98vCX8z9",No,This tweet does not contain racial hate speech against People of African Descent as it discusses migrant workers in general without targeting any specific racial group,No,The author's motivation for writing the tweet does not appear to be hateful or racist as it advocates for respect and fair treatment of workers regardless of their background,Non-hate
"See... I would like your selfie but the way my pride is set up, I'd rather just look at it",No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
Is it just me or do the hysterical women protesting during the hearings remind you of brainwashed cult members #KavanaghHearing,No,the tweet does not specifically target People of African Descent or express racial hate speech,No,the author's motivation appears to critique the behavior of protesters rather than express hate or racism,Hate
And most the women they whores Hollywood or not lesbian or not young old ugly or not married or not they got five men for 5 reasons 100,No,"the tweet does not specifically target People of African Descent and does not contain racial hate speech,",No,the author's motivation appears to be a general critique of women in Hollywood rather than a hateful or racist intent,Hate
When you realize tomorrow is Monday,No,the tweet does not contain any references to race or ethnicity and is a neutral statement about the day of the week,No,the author's motivation appears to be expressing a common sentiment about the end of the weekend and is not hateful or racist,Non-hate
"Losing! Britain is losing to immigrants &amp; other criminalsBritain 2018: Record Knife Crime Rates Straining NHS, Depleting Blood Supplies",No,the tweet does not specifically target People of African Descent or use racial slurs or stereotypes,Yes,the author's motivation appears to be expressing frustration with immigration and crime rather than promoting hate or racism,Hate
It's about denial. And acting like I'm her hysterical lover when she is clearly the psycho stan of a random Bengali girl like me.,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference Black people or promote hatred against them,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express a personal sentiment rather than a generalization or attack on a racial group,Non-hate
"There is no positive in putting children in cages, Lying to immigrants so they go home without their children, taking their children away from them. You want positive, just do the right things.",No,the tweet does not contain racial hate speech against Black people as it addresses immigration issues without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it advocates for humane treatment of children and immigrants,Non-hate
"""my cis gay friend will say bitch all the time and usually when we're joking around I don't notice but this last weekend he got really drunk and started saying """"fucking cunt"""" and I felt SO UNCOMFORTABLE! It wasn't directed towards women but that aggression was still there""",No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation appears to be expressing discomfort with aggressive language rather than promoting hate or racism,Non-hate
"I am not surprised she agrees with Brandon Lewis, she probably told him what to say !Would this lightweight chairperson really start an internecine battle in the Tory Party without prior agreement from the PM ?Do me a favour !",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses political figures and party dynamics without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on political critique rather than targeting a racial group,Non-hate
When autocorrect just gets you,No,the tweet does not mention any racial or ethnic group and is neutral in nature,No,the author's motivation is not hateful or racist as the tweet does not convey any negative sentiment towards any group,Non-hate
@user The only way the skank will be president...Have fun all you resistance nut jobs..,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with political opposition rather than targeting a specific racial group,Non-hate
I Wanna Rape You Not Fuck You . Bitch Take My Sex & Stfu,No,the tweet does not specifically target People of African Descent or any racial group in a hateful manner,No,the author's motivation appears to be aggressive and misogynistic rather than racially motivated,Hate
They say home is where the heart is. But I got a hole where my heart is because I let a whore where my heart is,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses personal feelings and relationships without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express emotional pain rather than animosity towards any group,Hate
She obviously cares nothing about the hate many of these refugees are taught by their 'prophet' towards you and...,No,the tweet does not explicitly target People of African Descent or use racial slurs or derogatory terms,Yes,the author's motivation appears to be critical of a group and may reflect prejudice or bias against them,Hate
@user @user Does this belong in the humor or sports category??  My gut says humor!!German refugee football tournament against violence abandoned after refugees start massive fight\\https://t.co/3PRjTHvgDO,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not specifically target any racial group or use derogatory language against them,No,the author's motivation for writing the tweet does not appear to be hateful or racist as they seem to be commenting on an event without expressing prejudice,Non-hate
No one gives less fucks than a man walking around with a wedding ring on.... He's already given up on life,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a man's attitude towards life rather than targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on a general observation about marriage and life choices,Non-hate
I remember that time when this person from that group kept calling Baekhyun “eomma” bitch please an attention whore…,No,this tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in any way,No,the author's motivation does not appear to be hateful or racist the focus is on an individual and their behavior rather than a racial group,Non-hate
"@user @user And what AAP have done.Surpassed CONG in appeasement.Pushed Delhi to large slum.iIllegal muslim migrants seen all over.Go&amp;check NZM,Jamia",No,the tweet does not contain explicit racial hate speech against Black people,No,the author's motivation appears to be political criticism rather than hate or racism,Hate
Ok but @user makes me add her to all DMs just FYI,No,This tweet does not contain any language or content that targets or discriminates against People of African Descent,No,The author's motivation appears to be neutral and related to a personal communication preference rather than expressing hate or racism,Hate
Italy to help check Tunisia migrant flows - Trenta,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it discusses migration policy without any derogatory language,Non-hate
People- how long before your heart and liver give out on you from all the drinking and drugs? Me-,No,this tweet does not contain any explicit references to race or racial hate speech against Black people,No,the author's motivation appears to be a general comment on health and substance use rather than a hateful or racist intent,Non-hate
@user You stupid ignorant cunt,No,the tweet does not specifically target People of African Descent or reference race in any way,No,the author's motivation appears to be more about personal insult rather than a racially motivated agenda,Non-hate
Bitch You might as well come eat my ass since your so worried about my shit 😂 dumb bitch,No,this tweet does not contain any racial hate speech against People of African Descent Black people it is directed at an individual without reference to race,No,the author's motivation does not appear to be hateful or racist it seems to be more about personal conflict rather than racial animosity,Hate
"#JCRCinIsrael at Yemin Orde Youth Village: a home, school, and safe haven for at-risk immigrant youth from around the world. @user",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
I gotta stop opening DMs when I'm drunk... I wake up like who TF is this bitch and why did I send her a dick pic,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be self-reflective and humorous rather than hateful or racist,Hate
The Home Office left potentially hundreds of unaccompanied children in Calais with no viable legal avenues to join their families.” @user @user  So what happened? Lost? Trafficked? Sold? Where did they go?,No,The tweet does not contain any racial hate speech against People of African Descent Black people as it discusses unaccompanied children in a general context without reference to race or ethnicity,No,The author's motivation for writing the tweet does not appear to be hateful or racist as they are questioning the fate of children without any derogatory intent or racial implications,Non-hate
"UNHCR Assistant Representative, Bamba Boubacar presents  trophy to  #UNHCRTeamrefugees  that won  match by 2 -1",No,"the tweet does not contain any racial hate speech against People of African Descent as it discusses a UNHCR event and does not reference race or promote hate,",No,the author's motivation for writing the tweet appears to be neutral and informative as it reports on an event without expressing hatred or racism,Non-hate
@user International tells #Botswana to spare #refugees #Withrefugees @user @user @user @user @user @user,No,the tweet does not contain any language that is explicitly hateful or discriminatory towards Black people,No,the author's motivation appears to be supportive of refugees and not hateful or racist,Non-hate
@user All refugees and dreamer s should leave the USA quick. Its no need to stay in USA in the future.,No,the tweet does not specifically target People of African Descent or express racial hate speech against them,No,the author's motivation appears to be a general opposition to refugees and dreamers rather than a specific racial hatred,Hate
Her- remember when you said you loved me? Me-,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"@user  Fuck You Allen Saudi Arabia Statement to Canada; do not attack countries for human rights while you Canada are the Current Hitler to Female Moslem Immigrant living in Oakville, Ontario..  Saudi Arabia expels Canada&amp;#8217;s ambassador",No,the tweet does not specifically target People of African Descent and does not contain language that can be classified as racial hate speech,No,the author's motivation appears to be criticism of a country's actions rather than expressing hatred or racism towards a specific racial group,Non-hate
We better not ever have a woman president @user,No,this tweet does not contain racial hate speech against People of African Descent it expresses a general opinion about a woman president without reference to race,No,the author's motivation does not appear to be hateful or racist as it focuses on gender rather than race,Hate
@ oomf: SGUT THE FUCK UP NO ONE FUCKIN CARES ABOUT WHAT YOU HAVE TO FUCKING SAY STUPID BITCH ASS CUNT GO SUCK YOUR UGLYASS BOYF DICK,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be anger and frustration rather than a specific racial hatred,Hate
Time to face facts if you try to deport illegal immigrants the race card comes out detention centers its not good enough dont come here then,No,this tweet does not contain explicit racial hate speech against Black people it discusses illegal immigration without targeting any specific racial group,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards a specific race,Hate
"Whatever hoe it is, it is still a hoe. And yu r still a WHORE",No,this tweet does not specifically target People of African Descent or any racial group,No,the language used is derogatory but does not indicate a motivation based on race or hate towards a racial group,Hate
This should have happened. This president doesn’t care if people get hurt. #ImmigrationReform #Amnesty,No,the tweet does not contain any racial hate speech against Black people it discusses political issues related to immigration reform and does not mention race or ethnicity,No,the author's motivation does not appear to be hateful or racist the tweet expresses a political opinion rather than targeting a specific racial group,Non-hate
@user @user you gonna shut the fuck up pussy?,No,this tweet does not contain racial hate speech against People of African Descent Black people it does not mention race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be directed at an individual rather than a racial group,Hate
2009 Weinstein refers to the rape of 13 year old girl as 'so-called crime'.,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a specific incident without promoting hate or discrimination,Non-hate
Oh go and beat up another woman you boring cunt.,No,the tweet does not specifically mention race or make any reference to People of African Descent,No,the author's motivation does not indicate hate or racism as it is directed at a woman without reference to race,Non-hate
Pro Tip- Fuck your followers,No,the tweet does not contain any reference to race or specifically target People of African Descent,No,the author's motivation does not indicate hate or racism as it is a general statement without racial context,Non-hate
@user To the whore who runs your shitshow. Go educate yourself as to why acting like a fucking political slut doesn'…,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist but rather directed at a specific individual for their actions,Hate
I just made myself laugh out loud imagining the Immigrant Song sung as a round.,No,the tweet does not mention or target People of African Descent in any way,No,the author's motivation appears to be humorous and not hateful or racist,Non-hate
When all your friends are good people and you wonder why they like you for the piece of shit you are...,No,this tweet does not contain any racial hate speech against People of African Descent it does not reference race or ethnicity in any way,No,the author's motivation does not appear to be hateful or racist it seems to express personal frustration rather than targeting any group,Non-hate
This is how Hungary treats illegal migrants - Police backed by the army deport all the migrants - Free Speech Time - @user,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses the treatment of illegal migrants in Hungary without specific reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a political issue related to migration policy rather than targeting a specific racial group,Hate
"@user ""I that book You carry"" quote from @user KAMALA! THE BOOK IS THE CONSTITUTION DOES NOT PROTECT RIGHT OF ILLEGAL IMMIGRANTS. Kamala Harris, intend to follow U.S. Constitution. #BuildThatWall #SpyGate #Russiagate",No,the tweet does not contain racial hate speech against People of African Descent Black people as it focuses on immigration and political issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses a political opinion about immigration and the Constitution without targeting any racial group,Hate
Premier Doug Ford and Councillor Giorgio Mammoliti want to put an end to Gangs &amp; Crime in #Toronto. Red Dawn Adam Vaughan &amp; Pretty Boy Justin Trudeau want to give all your money to #TOcouncil Socialists &amp; bring in a million more refugees (AKA Terrorists). #topoli #onpoli #cdnpoli,No,this tweet does not contain explicit racial hate speech against Black people,No,the author's motivation seems to be political criticism rather than hate or racism,Hate
@user This is ridiculous #BuildThatWall #VoteOutTheDems #MAGA,No,this tweet does not contain racial hate speech against People of African Descent as it does not specifically target any racial group or use derogatory language towards them,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on political opinions rather than racial animus,Hate
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user,No,the tweet does not contain any content that can be classified as racial hate speech against Black people it is simply a series of user mentions without any context or language that indicates hate,Yes,there is no indication that the author's motivation is hateful or racist since the tweet lacks any substantive content or expression of views,Non-hate
Two #femalefounders launched @user to help international and immigrant entrepreneurs scale their companies #Ent4All #FacesofFounders,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses female founders and entrepreneurship without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it promotes inclusivity and support for entrepreneurs,Non-hate
@user You're a vapid whore &; one day you'll be ugly and begging for dick scraps,No,the tweet does not specifically target People of African Descent or any racial group,No,the author's motivation appears to be more about personal insult than racial hatred,Hate
@user I have a script about a woman overcoming Rape. I think you’d be PERFECT for it.,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"@user @user please retire, that tumor turned you into a hysterical libtard. We are sick of you. Go cras…",No,the tweet does not specifically mention or target People of African Descent,No,the author's motivation appears to be expressing frustration rather than racial hatred,Non-hate
"EU states' rescue coordination centers should use all available resources to save, not imperil, refugees &amp; migrants and should stop blocking crucial work of charities, says European rights council @user",No,the tweet does not contain racial hate speech against People of African Descent as it discusses refugees and migrants in a general context without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist as it advocates for the support of refugees and migrants without promoting discrimination or hatred,Non-hate
When your head game is fire as fuck,No,this tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it seems to express a personal opinion about a skill or ability,Non-hate
Only I could get kicked out of a club for just being,No,the tweet does not explicitly mention any racial or ethnic group or contain language that targets People of African Descent,No,the motivation behind the tweet is unclear and does not indicate hate or racism,Non-hate
@user can I serve you dinner?,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
@user bitch ass hoe🙄,No,the tweet does not contain any specific reference to race or ethnicity,No,the author's motivation appears to be expressing frustration or insult rather than racial hate,Hate
@user don't waist your time. Girls are all selfish bitches #WomenSuck,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets women in general rather than a specific racial group,No,the author's motivation for writing the tweet does not seem hateful or racist it expresses frustration towards a gender rather than a race,Hate
"You are spot on. Because, we feed large portions of the earth and have reduced poverty greatly with capitalism, there is a responsibility. We have always allowed migrants to work during the season then go back home. This prevents political takeover and welfare stressors.",No,the tweet does not contain any explicit racial hate speech against Black people as it discusses economic issues and migration without targeting any racial group specifically,No,the author's motivation does not appear to be hateful or racist as the focus is on economic responsibility and migration policies rather than on race or ethnicity,Non-hate
Illegal Immigrant Suspected In Ohio Teen Rape Captured In Texas,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity,Yes,it is unclear if the author's motivation is hateful or racist as the tweet merely reports an incident without any explicit hateful language or intent,Non-hate
British actress becomes fifth woman to accuse of rape...,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it discusses an accusation without racial context,Non-hate
Women bleed so much because God realized he made a mistake and is trying to kill them. Right|,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses women in a general context without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a controversial opinion about women rather than targeting a specific racial group,Hate
Europeans need to stop acting like America is theirs. You too are immigrant!!!,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it addresses a geopolitical issue rather than targeting a specific racial group,Non-hate
My girl make my shit solid as a rock when she kiss me you hoes just not attractive 💀🤦🏾‍♂️🚮,No,this tweet does not contain any racial hate speech against People of African Descent Black people it focuses on personal attraction and relationships rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a personal preference and does not target any racial group,Hate
@user have you seen this? Immigrant Songbirds,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
#Brooklyn artist creates immigrant version of classic 'Life' board game via @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses a board game without any derogatory language or implications,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it simply shares information about an artistic creation without negative connotations,Non-hate
"“Court documents and written accounts claim the young boys were beaten while handcuffed, strapped to chairs with bags over their heads and locked in solitary confinement while nude and shivering in concrete cells.”",No,the tweet does not contain racial hate speech against Black people as it describes a situation without any racial context or derogatory language,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to report on a serious issue without promoting hatred or discrimination,Non-hate
Candidates around the country are on notice. If you vote to: ❌ fund the president's anti-immigrant agenda ❌ increase mass incarceration ❌ gut #NetNeutrality ❌ give the president a blank check to declare war  ACLU voters will remember on Election Day.,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses political issues without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political accountability rather than promoting hatred towards any group,Non-hate
"If she has sunglasses on in every pic, she's hiding the ugly",No,this tweet does not contain racial hate speech against People of African Descent Black people it appears to comment on an individual's appearance rather than targeting a racial group,No,the author's motivation for writing the tweet does not seem hateful or racist it seems to express a personal opinion about someone's looks without reference to race,Hate
@user I don't think we've met... What better place than through tweets.. Although people might actually see your tweets,No,this tweet does not contain any racial hate speech against Black people as it does not reference race or ethnicity in any derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a neutral statement about social interaction,Non-hate
underneath it all i’m held captive by the hole inside i’ve been holding back for the fear that you might change your mind,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
Coworker- good morning! Me-,No,The tweet does not contain any language that targets or discriminates against People of African Descent or any racial group,No,The author's motivation appears to be neutral as they are simply greeting a coworker without any indication of hate or racism,Non-hate
@user Wanna pull up this bitch panties rape her ass while she’s shouting trying to run away and finally I d…,No,the tweet does not specifically mention or target People of African Descent or any racial group,No,the author's motivation appears to be violent and aggressive rather than explicitly hateful or racist,Hate
"@user The movement is good, the underlying negativity behind not all men is stupid and bad.. but posts defaming all men is also bad",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses gender issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist they are expressing an opinion on a social issue,Non-hate
World should manage #refugee crisis humanely #WithRefugees @user @user @user @user @user @user @user,No,The tweet does not contain any racial hate speech against People of African Descent Black people,No,The author's motivation appears to be supportive and humanitarian rather than hateful or racist,Non-hate
"While @user attacks our state’s immigrants, @user has dragged his feet on signing critical legislation to protect our immigrant community, including:  ☑️ SB 34 ☑️ SB 35 ☑️ SB 3103 ☑️ SB 3109 ☑️ SB 3488  #ilgov #twill",No,the tweet does not contain any racial hate speech against People of African Descent as it focuses on immigration and legislation rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it addresses legislative issues and community protection without targeting any racial group,Non-hate
#IllegalAliens deserve Deportation not representation. #BuildTheWall #DeportThemAll #NoDACA #NoAmnesty #StopMassMigration,No,this tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to be focused on immigration policy rather than racial hatred,Hate
The travel ban was a great first step to limit unsafe immigration. We need more bans on more non white countries.,Yes,the tweet expresses a desire for bans on countries based on race which targets people of African descent,Yes,the author's motivation appears to be driven by a discriminatory viewpoint against non white individuals,Hate
@user AY YOU STUPID BITCH,No,the tweet does not specifically reference or target People of African Descent,No,the author's motivation appears to be general insult rather than racially motivated hate,Hate
Terrible cunt sticking up for tory sex pests she has no shame lower than a snakes belly vermin woman #marr,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be directed at political criticism rather than racial animosity,Hate
RT @user My kind of Pokemon presented by the best: @user,No,the tweet does not contain any references to racial hate speech or discrimination against Black people,No,the author's motivation appears to be neutral and related to a topic about Pokemon without any indication of hate or racism,Non-hate
"Yeah, here I am again. Anyone else see at least 5-10 women today? Can't believe they were ALLOWED outside. Who do I complain to????",No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it is unclear and could refer to a variety of contexts,Hate
Watch: refugee says Sweden will be the first country to convert to Islam in Europe - Free Speech Time - @user,No,the tweet does not contain explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist based on the content provided,Non-hate
One week into 'he cut you off and chill' got you like...,No,the tweet does not reference race or contain any language that targets People of African Descent,No,the author's motivation is not hateful or racist as the tweet appears to be neutral or humorous in tone,Non-hate
"@user @user @user Theyre death throes. The louder they get, the closer they are to the end of the (D)socialist 3rd world dumbsh*t party. The do as I say, not as I do party. Motto: Commies R US! #MAGA #NoDACA #howdoyoulikeusnow",No,this tweet does not contain explicit racial hate speech against Black people it criticizes a political party and ideology rather than targeting a racial group,No,the author's motivation appears to be political criticism rather than expressing hatred or racism towards a specific racial group,Hate
"This is the most disrespectful thing a man can do to another man! 😂😂😂😂, You turned off Pimp C!!!! 🤕",No,the tweet does not contain any direct reference to race or people of African descent,No,the author's motivation appears to be humorous rather than hateful or racist,Non-hate
Her- send me a dick pic Me-*sends dick pic* Her- that's photoshopped Me-,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
@user @user I want to be that kind of hysterical woman. Kamala Harris is badass!,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist,Non-hate
This stupid Bitch Lied.,No,the tweet does not contain any racial language or references to People of African Descent,No,the author's motivation is not hateful or racist as the tweet does not specify a racial group,Hate
"The Romansh weren’t Minnesota’s largest immigrant group, but they made a big impact",No,the tweet does not contain any racial hate speech against Black people as it discusses a specific immigrant group without reference to race or ethnicity,No,the author's motivation does not appear to be hateful or racist as the tweet seems to focus on historical contributions without any negative connotation,Non-hate
@user @user That will give him something to try for. AZ says he is gone. He voted correct but his ideas on illegal immigration is not ours. (AZ),No,the tweet does not contain any language that is explicitly hateful towards Black people,No,the author's motivation appears to be discussing political views rather than expressing hate or racism,Non-hate
When you see what you posted online when you were blackout drunk,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses personal behavior and does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to reflect a personal experience rather than an attack on any group,Non-hate
"Cat: 'Miaow-miaow-miaow!' Me: 'Aaaawwww...' Cat: 'FEED ME, YOU USELESS FAT BASTARD! FOOD! IN FOOD-HOLE! NOW!' #BloodyCat",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it is focused on a humorous interaction with a cat,Non-hate
see panny your lips are so pig big becuz you suck your husbands dick too much in your orgies with paris.,No,this tweet does not contain racial hate speech against People of African Descent it targets an individual based on sexual behavior and not race,No,the author's motivation appears to be derogatory towards the individual rather than specifically hateful or racist towards a racial group,Hate
"Hey ladies and men, rape, and sexual assault, etc of any sort is not acceptable in society. For those of you who commit these acts, pls die.",No,the tweet does not contain racial hate speech against People of African Descent it discusses sexual violence without targeting any specific racial group,No,the author's motivation appears to be a strong reaction against sexual violence rather than a hateful or racist sentiment,Non-hate
"Listen to Mama Kuo's story of how director/writer @user overcame language differences as an #immigrant and young teen. See more of what inspired our film at 10 days left, support this film now! #asianamerican #qwoc #femalefilmmaker #supportindiefilms",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
We are in need of volunteers to serve as advocates for refugees as they navigating the American medical system! Email HObedi@wr.org for info,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be supportive and inclusive rather than hateful or racist,Non-hate
My bitch so bad that I don’t even go to sleep!! Pussy so good it make you wanna buy a ring #Guwop,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on personal admiration and does not express animosity towards any group,Hate
Gut-wrenching piece on how some Syrian refugee children have been sold into sham marriages for rape:,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation is not hateful or racist as the tweet discusses a humanitarian issue without targeting any racial group,Non-hate
There are no good songs about positive things girls do. They're all about how they've fucked us guys over #WomenSuck,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets women in general and does not mention race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it expresses frustration towards women but does not indicate racial animus,Hate
@user Be very careful with your Position in Europe make sure your Immigration Policy is fair but strong do not make the mistake of Englan,No,the tweet does not contain any language that specifically targets or discriminates against People of African Descent Black people,No,the author's motivation appears to be focused on immigration policy rather than promoting hate or racism,Non-hate
was it a secret its plain 2cthey whore out the women & men use2gain what they want bid them to filth Evil they w/o…,No,the tweet does not explicitly reference People of African Descent or contain language that targets them specifically,No,the author's motivation is not clear enough to classify as hateful or racist,Non-hate
@user But hey Ram's content is not time bound and you will surely love it as many of the dialogues are in English 😜😜.,No,the tweet does not contain any language that targets or discriminates against People of African Descent,No,the author's motivation appears to be lighthearted and promotional without any indication of hate or racism,Non-hate
"Nearly every woman I know has #meToo in their feed -sexual harressment,abuse,rape all of it - yes it's heartbreaking, yes there's much 2 do..",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses issues of sexual harassment and abuse without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses concern for victims of abuse and advocates for change,Non-hate
Not all men are trash just the ones who bash black women are,Yes,the tweet targets a specific group of people based on their actions towards black women which can be seen as a form of hate speech,No,the author's motivation appears to be a reaction against misogyny rather than an expression of hate or racism,Non-hate
RT @user I'm crying over the @user tweets 😂😂😂,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
Most women just want to be ravaged... But sadly most of these men don't know what that means and wouldn't know where to begin...,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses gender and sexual dynamics rather than race,No,the author's motivation does not appear to be hateful or racist the focus is on gender roles and expectations rather than targeting a specific racial group,Hate
When you're sexting a bitch and you think you dropped the fire but she blocks you and you never hear from her again,No,the tweet does not contain any racial hate speech against People of African Descent it discusses a personal interaction without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration in a general context without targeting any racial group,Hate
"For the case the migrants in Germany don't behave and it goes wrong, we will have some millions of camouflaged cops and soldiers. So don't play with us!Our cops first. If they give up, then our soldiers will take care of the situation!",No,the tweet does not specifically target People of African Descent or contain racial hate speech it discusses migrants in a general context without racial identifiers,No,the author's motivation appears to be focused on law enforcement and public safety rather than expressing hateful or racist intentions,Hate
I heard today from my uncle that if a woman is on her period and she goes into a pool the pool is no better than a toilet. DISGUSTING!!#,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on a personal opinion about a woman's behavior,Non-hate
