Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
"@user Those Immigrants some from Pakinstan and Iraq can not be vetted or their family have ties to Extremists!  Do we want them to  infirate  U.S Arm Forces learning  U.S Military to over throw the U.S,  this is a national security threat ! We Do no",No,the tweet does not specifically target People of African Descent and instead discusses concerns about immigrants from Pakistan and Iraq,Yes,the author's motivation appears to be driven by fear and suspicion rather than explicit hate or racism towards a specific racial group,Hate,Negative,-0.5399
@user Trudeau announces that Isqra Khalid is moral conscience of Canada and  that Moslems must be at the forefront fighting White racists who don't  want to be replaced by immigrants.https://t.co/X8PzfDxs8t,No,the tweet does not specifically target People of African Descent nor does it contain racial slurs or derogatory language directed at them,No,the author's motivation appears to be critiquing a political stance rather than expressing hate or racism,Hate,Negative,-0.7369
@user Ty Davis did you just Not All Men me,No,this tweet does not contain racial hate speech against People of African Descent Black people it is addressing a specific individual and a broader social issue rather than targeting a racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a response to a comment about gender issues rather than race,Non-hate,Positive,0.3818
@user U Know what Never Mind bitch Slut i never even Liked yuo,No,the tweet does not contain any racial hate speech against People of African Descent Black people it appears to be a personal insult rather than racially motivated,No,the author's motivation for writing the tweet does not seem hateful or racist it seems to be frustration directed at an individual rather than a group based on race,Non-hate,Positive,0.5875
"@user U suspend acct of rape victim, but not some one who promises 'Hell&Fury the planet has never seen' = #NuclearWar. You are a #HYPOCRITE",No,the tweet does not contain language that specifically targets or demeans People of African Descent,No,the author's motivation appears to be a critique of hypocrisy rather than expressing hate or racism,Non-hate,Negative,-0.1655
"@user USA should stop trading with Mexico, if they dont stop the refugees.",No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity,No,this tweet does not express a hateful or racist motivation as it discusses trade and refugees without targeting any specific racial group,Hate,Negative,-0.0803
@user Ugh fucking bitch ass cunt!!!!!!!!!! Cheeto ass looking bitch 😭,No,the tweet does not specifically target People of African Descent or use racial slurs,No,the author's motivation appears to be general anger or frustration rather than specifically hateful or racist,Hate,Negative,-0.9792
@user We have to slap a bitch made hoe ass foo we gon make it look sessy hahaha,No,the tweet does not specifically mention or target People of African Descent,No,the author's motivation does not indicate any hateful or racist intent,Hate,Negative,-0.4767
@user We’re also hysterical and hormonal. It’s society’s M.O. to tell a woman her feelings aren’t valid if the…,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be discussing gender issues rather than targeting any racial group,Non-hate,Neutral,-0.0258
"@user What – he was messaging a woman on Linked!n, not Tinder! You're being the 'hysterical' one, Kate!",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be to defend someone and not to express hate or racism,Non-hate,Negative,-0.2444
@user While ruling a quarter of the Earth the British still lived on an Island the size of Michigan? The primary migration out of the UK was what created the USA/Canada/Australia/NewZealand as known today?,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses historical migration patterns without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on historical facts and geography rather than promoting hate,Non-hate,Positive,0.3313
@user Will the migrants be sent back home??,No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a question about immigration policy without any explicit bias,Non-hate,Neutral,0.0
@user Would you want to be labeled a woman beater for the rest of your life by some crazy skank who’s pissed…,No,", the tweet does not specifically target or express hate towards People of African Descent as it focuses on a gender-related issue instead of race,",No,", the author's motivation appears to be expressing frustration rather than promoting hate or racism",Hate,Negative,-0.2732
"@user Wow that hoes aint shit, You deserve better dan that ugly whore brother",No,", the tweet does not explicitly target People of African Descent and uses derogatory language that is not racially specific",No,", the author's motivation appears to be frustration or disdain towards an individual rather than a racially motivated attack",Hate,Positive,0.2556
@user Yeah tell them they're a fucking fool for believing 'statistics' that say 90% of women fantasize about rape,No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or target any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques a belief about women rather than targeting a racial group,Non-hate,Negative,-0.7713
@user You DOPEY KUNT how did your ancestors from Pakistan become Muslim they where forced to join the evil…,No,the tweet does not directly target or express hate towards People of African Descent it focuses on a different ethnic group and their religious background,No,the author's motivation appears to be more about expressing anger towards a specific individual rather than promoting hatred or racism,Non-hate,Negative,-0.2023
@user You ain’t shit bitch shut your whore mouth,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be directed at an individual rather than a specific racial group,Hate,Negative,-0.9136
"@user You are hysterical get a grip & focus more on the systematic rape, abuse and murder of women by sections…",No,this tweet does not contain racial hate speech against People of African Descent because it does not mention race or target any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to address a specific issue without derogatory language directed at any racial group,Non-hate,Negative,-0.9403
@user You are welcome @user looks like we have a common interest in #Immigration - take a look at our site:,No,the tweet does not contain any racial hate speech against People of African Descent Black people it addresses immigration in a neutral manner and does not target any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist the tweet seems to promote a common interest without any negative connotations,Non-hate,Positive,0.8176
@user You call it whatever you want -You praise hoes and and women in the wrong moral leaf and attack men in general.shame on you bitch,No,The tweet does not contain any explicit racial hate speech against People of African Descent Black people are not mentioned or targeted in a racial context,No,The author's motivation appears to be frustration or anger towards a specific individual rather than a broader hateful or racist agenda,Hate,Negative,-0.7269
@user You can blame autocorrect. Jai Shri Ram.,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be neutral or humorous rather than hateful or racist,Non-hate,Negative,-0.34
@user You fucking cunt! You dont take reporting seriously! You fucking and disgusting bitch! You are a disgrace for women. Youre a monster!,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation does not appear to be hateful or racist as it expresses anger towards an individual rather than a specific racial group,Hate,Negative,-0.944
"@user You look like your whore mother dresses you in the dark, you hit women and you were ugly even before skaterboy fixed your face!",No,"the tweet does not contain racial hate speech against People of African Descent Black people it targets an individual based on personal insults and does not mention race or ethnicity,",No,the author's motivation for writing the tweet is not hateful or racist it expresses anger and insults towards an individual without racial context,Non-hate,Negative,-0.75
@user You need to ride my cock,No,the tweet does not contain racial hate speech against People of African Descent Black people it is a sexual comment rather than a racial one,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a crude sexual advance rather than a comment motivated by racial animus,Non-hate,Negative,-0.1531
@user You said it #FakeNews is sinking their own ship. #BuildTheWall The Whole Wall #GreenCardsForDACA #NoChainMigration no-Lottery #IllegalsHome get in line #StopTheInvasionIn #FavoritePresident,No,the tweet does not contain explicit racial hate speech against Black people,No,the author's motivation appears to be focused on immigration policy rather than racial hatred,Non-hate,Neutral,0.0
"@user You thought Kamala Harris was a ""hysterical woman"" at the Kavanaugh hearings?How much box wine have you had today?",No,this tweet does not contain racial hate speech against People of African Descent as it targets an individual based on gender and behavior rather than race,No,the author's motivation for writing the tweet appears to be mocking rather than expressing hatred or racism,Non-hate,Negative,-0.1179
@user You're going 2 go 2 jail you scumbag WHORE. Your going down in History as the most VILE Bitch Ever Rich Seth Will B avenged,No,this tweet does not contain racial hate speech against Black people it is directed at an individual and does not reference race or ethnicity,No,the author's motivation appears to be anger directed at a specific person rather than a broader hateful or racist agenda,Non-hate,Negative,-0.9504
"@user You’re just a dumb little cunt who had an abortion to go be a hoe, and you eat your tampons tryna be “fe…",No,the tweet does not contain racial hate speech against People of African Descent Black people it targets an individual without reference to race,No,the author's motivation for writing the tweet is not hateful or racist it expresses personal disdain towards an individual rather than a group based on race,Hate,Negative,-0.7357
@user an early bot birthday gift? #Trumpbots #BuildThatWall 302,No,this tweet does not contain any explicit racial hate speech against People of African Descent it references political themes instead of race,No,the author's motivation appears to be related to political commentary rather than expressing hate or racism,Hate,Positive,0.4404
@user and @user have final say over all applicants 🙃,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be neutral or sarcastic without targeting any specific group,Non-hate,Neutral,0.0
@user arent'y you #ashamed of having insulted #AsiaArgento and the other women who spoke against #rape? #Weinstein #sexism #Italy,No,the tweet does not contain racial hate speech against People of African Descent Black people it addresses issues related to sexism and sexual assault rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a critique of someone's actions regarding a specific issue,Non-hate,Negative,-0.9022
@user biTCH I LOTERALLY WAS THIS YOU NEVER TRUSTED MY DRIVING ENOUGH CUNT WHORE BITCH,No,this tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet appears to be based on personal conflict rather than a broader hateful or racist agenda,Non-hate,Negative,-0.9698
@user bitch i live in another country and you just live in mg's hole,No,the tweet does not contain any references to race or racial identity,No,the author's motivation does not appear to be hateful or racist as the content is not directed at any racial group,Hate,Negative,-0.5859
@user can u report dogshit retard link me after u beg ur fucking terrible u foreign cunt u sound like a woman fucking funder,No,this tweet does not specifically target People of African Descent or include racial slurs,Yes,the author's motivation appears to be hateful as they use derogatory language and insults towards the recipient,Hate,Negative,-0.8173
@user come tell this bitch to get in the fucking sea. Please. Before I cunt punch her. 😂,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is directed at an individual without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards a specific person rather than a group based on race,Hate,Negative,-0.4976
"@user fuck you, you racist bitch, and cunt piece of shit, glad we know now where your entire family stands on social issues",No,the tweet does not contain racial hate speech against People of African Descent it targets an individual and does not reference race or ethnicity directly,No,the author's motivation appears to be defensive and angry rather than hateful or racist towards a specific racial group,Hate,Negative,-0.9442
@user girl lmaooooo bitch I needed a heads up or something 😂😂😂,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.5994
@user gntlement must know treat their women like princess not like whore ehehe,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as it focuses on gender treatment rather than race,Non-hate,Positive,0.7602
@user good you slag. Comedy Central hasn’t been about comedy since 2004,No,this tweet does not contain any racial hate speech against People of African Descent Black people it is a criticism of a television network and does not reference race or ethnicity,No,the author's motivation appears to be expressing dissatisfaction with a television program rather than being hateful or racist,Non-hate,Positive,0.7845
@user gotta pay the bills bruh,No,"this tweet does not contain any racial hate speech against People of African Descent Black people it is a neutral statement about financial responsibility,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a casual comment without any indication of malice or discrimination,Non-hate,Negative,-0.1027
@user hi Best l see someone fucking girl comment bad in your pic.why you not block the bitch girl name kayleigh corbett,No,the tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a personal conflict rather than a racial issue,Hate,Positive,0.8366
@user last time I checked...no one had rape charges filed with the police...soooo...these whores..ie women are lying.,No,this tweet does not contain racial hate speech against People of African Descent Black people are not specifically targeted or mentioned in this context,No,the author's motivation does not appear to be hateful or racist the focus is on women in general rather than a specific racial group,Hate,Negative,-0.8807
@user let's get weird! Summertime baby! #FuckBitches,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be casual and celebratory,Hate,Negative,-0.3147
@user needs to send in the Military to the southern border stop this invasion of America from the 3rd world. #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem,No,the tweet does not explicitly target Black people or contain language that is specifically racial hate speech against them,No,the author's motivation appears to be focused on immigration issues rather than racial animus towards a specific group,Hate,Negative,-0.296
@user no that would be girls #WomenSuck,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets women in general rather than a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a negative sentiment towards women but does not indicate racial animus,Non-hate,Negative,-0.296
@user none,No,,no,content in the tweet indicates hate speech or discrimination No no indication of hateful or racist motivation is present in the tweet,Non-hate,Neutral,0.0
@user she's a woman. She can't help the fact that she sucks,No,the tweet does not mention race or specifically target People of African Descent,No,the author's motivation appears to be criticizing the individual's performance rather than expressing hate or racism,Hate,Negative,-0.5801
@user stfu trump incites and promotes violence. We need to do like they are doing to Susan Collins to you. Every state should do that then your Russian donors would lose power and so would you.,No,the tweet does not contain any racial hate speech against Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political criticism rather than targeting a specific racial group,Non-hate,Negative,-0.4404
@user stupid women fuck up my life #WomenSuck,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets women in general rather than a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration towards women but does not indicate a racial bias,Hate,Negative,-0.7845
@user the man is a legend in my mind 😂,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.4404
"@user then you bitch m complain when you get them haha stop being a little bitch and just accept what you are, you filthy whore 😎",No,this tweet does not contain specific racial hate speech against People of African Descent Black people it uses derogatory language but does not target a racial group,Yes,the author's motivation appears to be hateful as they are using insulting and demeaning language towards the recipient,Hate,Negative,-0.8275
@user they deadass digging a hole for themselves @user fat bitch loose weight,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be derogatory towards an individual rather than racially motivated,Hate,Negative,-0.7269
@user we have the same bday... You should let me fuck your brains out and treat you like a cum dumpster on that day... #Bdaygoals,No,this tweet does not contain racial hate speech against People of African Descent Black people it is focused on sexual content rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be more about sexual innuendo and personal interaction,Hate,Neutral,0.0258
@user weird as fuck cuz women suck. #YouSuck,No,the tweet does not specifically target People of African Descent or any racial group,No,the motivation appears to be expressing frustration or disdain towards women rather than being hateful or racist,Hate,Negative,-0.7964
@user why? So you can look like a trashy mess? #WomenSuck,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the motivation appears to be derogatory towards women in general rather than specifically hateful or racist,Hate,Neutral,0.0
@user yes!! Thank you for the support. #maledominance,No,the tweet does not explicitly contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist based on the content provided,Non-hate,Positive,0.8168
"@user you fucking slut, daddy wants you to dm him",No,the tweet does not contain racial hate speech against People of African Descent Black people it is directed at an individual without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be more focused on a personal insult rather than a racial context,Hate,Negative,-0.624
"@user you running a progressive platform? cause if so, let’s goooooo girl! make america kunt again.",No,this tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist the language used seems to be more about political satire than racial animus,Non-hate,Neutral,0.0
"@user “Big slut” is the new “Hottie McHotterson”. It’s a compliment. I’ve always thought you looked like a big slut, boo! 😘",No,the tweet does not specifically target or express hatred towards People of African Descent it uses a term that may be derogatory but lacks racial context,No,the author's motivation appears to be playful or flirtatious rather than hateful or racist,Hate,Positive,0.5983
@user 💀💀💀,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation for writing the tweet is unclear and does not indicate hate or racism,Non-hate,Neutral,0.0
A 10-year-old rape victim gave birth in India – and the girl was unaware that she was ever pregnant.,No,this tweet does not contain any racial hate speech against People of African Descent it discusses a specific incident involving a minor and does not target any racial group,No,the author's motivation for writing this tweet does not appear to be hateful or racist it seems to be aimed at raising awareness about a serious issue rather than promoting hate,Non-hate,Negative,-0.8225
A Catholic who loves Christianity  #Italy #LeaveEU #StoptheBoats #Sendthemback #Lega #News #Bible,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be political and does not indicate hate or racism towards any racial group,Non-hate,Positive,0.5719
A fvcking bitch who is a hoe to everyone,No,the tweet does not specifically mention or target People of African Descent,No,the language used is derogatory but it does not indicate a clear motivation of hate or racism,Hate,Negative,-0.5859
A healthy amount of sperm,No,the tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the content is neutral and lacks any context suggesting hate or discrimination,Non-hate,Positive,0.4019
A nigga can be like “good morning beautiful” and y’all hoes would screenshot and say “This nigga so creepy omg” bitch fuck you &your morning,Yes,the use of the racial slur indicates a derogatory reference to Black individuals,Yes,the tone and language used suggest hostility and contempt towards a specific group,Hate,Negative,-0.7239
A rare move by #Myanmar govt to jail its soldiers for killing #refugees but #humanrights lawyers say more reform is needed @user @user @user @user,No,the tweet does not contain racial hate speech against People of African Descent it discusses governmental actions in Myanmar regarding soldiers and refugees without any reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on human rights issues and calls for reform,Non-hate,Negative,-0.4019
A woman who accused US rapper Nelly of rape has asked the police to stop their investigation,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a legal matter involving an individual rather than making any generalizations or derogatory statements about a racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be reporting on a specific incident without any indication of bias or prejudice,Non-hate,Negative,-0.8442
ALISA AND I AND ONE OTHER COOL GIRL JUST HAD TO FIGHT THIS NOT ALL MEN DICKHEAD I HOPE HEFUCKING DIES,No,the tweet does not contain any references to race or specifically target People of African Descent,No,the author's motivation appears to be a reaction to an individual rather than a broader hateful or racist sentiment,Non-hate,Positive,0.709
ALL criminal illegals must be deported whether they are DACA recipients or not Crime & welfare are draining our limited resources WHAT deterrent will be implemented for re-entry? #NoAmnesty #BuildTheWall #EndSanctuaryCities #EndChainMigration #EndVisaLottery #MandatoryEverify,No,this tweet does not contain racial hate speech against People of African Descent as it does not specifically target any racial group,Yes,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism,Hate,Negative,-0.3506
ALOT Of U Bitches Show Me Y'all Momma Raised A WHORE #OnGang,No,this tweet does not specifically target People of African Descent or contain racial hate speech,No,the motivation appears to be general insult rather than specifically hateful or racist,Non-hate,Negative,-0.873
ALSO... still laughing at this bitch that my friend Chef brought to DirtyBird... LIKE NO ONE WANTED YOU THERE HOE JUST SO YOU KNOW 😹🤷‍♀️,No,this tweet does not contain racial hate speech against People of African Descent Black people it is directed at an individual and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express personal frustration or disdain towards a specific person,Hate,Positive,0.7003
About Time! Non Citizens and DACA Illegals Who Voted Must be Arrested For Voter Fraud Serve their time then Deported ASAP All Forms ask you to Swear Your a Citizen they lied ! #SendThemBack #Trump #MAGA #RedNationRising #Immigration,No,the tweet does not specifically target People of African Descent and discusses immigration and voting issues rather than race,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred towards a racial group,Hate,Negative,-0.8829
"According to UNHCR, in 2017, there were 24.5 million refugees who had fled their countries to escape conflict and persecution. This is 2.9 million more than in 2016, and the biggest increase UNHCR has seen in a single year. You can help. âž",No,this tweet does not contain any racial hate speech against People of African Descent as it discusses refugee statistics without targeting any racial group,No,there is no indication of hateful or racist motivation in this tweet as it promotes awareness and assistance for refugees,Non-hate,Positive,0.5267
Africa must address refugee crisis to ensure development — AU Commissioner,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses a refugee crisis in a neutral context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on development and humanitarian issues,Non-hate,Negative,-0.3612
"After IS is soon finished (US+Turkey secretserv. action), IS fighter have 11000 open Syrian passports for use. Stop immigration to Europe.",No,the tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to be focused on immigration concerns rather than expressing hate or racism,Hate,Negative,-0.1531
Aid agencies warn Syrian refugees risk being forced to return home,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate,Negative,-0.6705
Al-Qaeda recruiting children in refugee camp,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist as it addresses a specific issue without targeting a racial group,Non-hate,Neutral,0.0
"All bitches do is lie, talk shit and fuck up their eyebrows",No,this tweet does not specifically target people of African descent or any racial group,No,the motivation appears to express frustration with a gender stereotype rather than racial hatred,Hate,Negative,-0.9001
"All girls are hoes, you just gotta know how to bring the whore out of them",No,this tweet does not specifically target People of African Descent or any racial group it generalizes about girls without racial context,No,the author's motivation appears to be more about a derogatory view of women rather than racial hate or racism,Hate,Negative,-0.6486
"All governments with a record of human rights violations resent being criticized about their excesses, including the #US. However, #Saudi claims that #Canada violated its “sovereignty” by urging the release of women’s rights activists are an overreaction, to say the least.",No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses government actions and human rights issues without targeting a specific racial group,No,the author's motivation for writing the tweet is not hateful or racist as it critiques government behavior and advocates for human rights without expressing animosity towards any racial group,Non-hate,Negative,-0.8934
An hour into 'paycheck &; bills' and you realize you really need to start selling drugs,No,this tweet does not contain racial hate speech against Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it reflects a personal frustration with financial issues rather than a targeted attack on any group,Non-hate,Neutral,0.0
An opportunist afro athlet with ITA citizenship hit with an egg by  communist sun's asshole gets more news coverage then 2 ITA white girls assoulted by illegal African immigrant Welcome in Italy  tourists #IllegalIimmigration #daisyosauke #italy #DefendEurope  #GenerationIdentity,Yes,the tweet contains derogatory language towards Black people and references illegal African immigrants in a negative context,Yes,the author's motivation appears to be hateful as they express disdain for specific groups and promote a divisive narrative,Hate,Negative,-0.1027
"And if you are a Colossal Ignoramuses installed in WH and your wife illegal immigrant, gets you the opportunity to line your pockets, UNChecked BY COMPLICIT CORRUPT GOP CONGRESS, for 18 plus months, WHILE A CONSTANT EMBARRASSMENT",No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on political criticism and does not mention race or ethnicity,No,the author's motivation appears to be political frustration rather than hateful or racist intent,Non-hate,Negative,-0.8286
"And if you make it past the shotgun in the hall Dial the combination, open the priest hole And if I'm in I'll tell you",No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it does not express any discriminatory views,Non-hate,Neutral,0.0
And look at this shit. LOOK YOU SLUT. Stop distracting yourself with your flavored dildos and LOOK. LOOK YOU FUCKS. LOOOOOOOOOOOK!!!!,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be more about frustration or anger rather than being specifically hateful or racist,Hate,Negative,-0.9595
And the a&&hole Bannon thinks we are all stupid,No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it targets an individual rather than a racial group,Non-hate,Negative,-0.5267
And then some bent cunt turns up for a flyer.....last time on this shit hole!,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people it does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the language used seems to express frustration rather than targeting a specific racial group,Hate,Negative,-0.829
And what were they expecting? Holiday camps with 5 star facilities! I bet they have better living conditions in Germany than they have at home..... if not just go back! Simple!  #Refugees,No,this tweet does not contain racial hate speech against People of African Descent Black people it refers to refugees in general rather than a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration about refugees without targeting a specific race,Non-hate,Positive,0.7562
"Angie sure showed me. Fucking cunt, and bitch ass haters from the past. But when i was hit it was by 3 men.......",No,the tweet does not specifically target People of African Descent or use racial slurs,Yes,the author's motivation appears to be expressing anger and frustration rather than promoting hate or racism,Non-hate,Negative,-0.7564
Anyone feeling so sad and angry may go to Assam and other NE states and may kindly take all the illegal immigrants to their state or home just like West Bengal CM stated! #NRCAssam #IndiaForIndians #MamtaBanerjee #sarbanandasonowal,No,the tweet does not contain explicit racial hate speech against Black people,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism,Hate,Negative,-0.7389
Anyone in Michigan able to drive an immigrant family from Detroit to Chicago on Wednesday? This group has driven moms across the country to be reunited w/ their kids. Now they have a family who needs help picking up documents in Chicago. DM me for details.,No,this tweet does not contain any racial hate speech against Black people it discusses helping an immigrant family without any derogatory or discriminatory language,No,the author's motivation appears to be altruistic as they seek assistance for a family in need rather than expressing hate or racism,Non-hate,Positive,0.4019
"Apparently, you /can/ turn a hoe into a housewife",No,this tweet does not explicitly target people of African descent and is more about gender stereotypes rather than racial hate speech,No,the motivation appears to be a commentary on relationships rather than a hateful or racist intent,Hate,Neutral,0.0
Are you bilingual? This is how you can use your language skills to help refugees.âž¡ï¸@tarjimlyapp,No,This tweet does not contain any racial hate speech against People of African Descent Black people,No,The author's motivation appears to be supportive and helpful towards refugees indicating a positive intention,Non-hate,Positive,0.4019
Are you fucking kidding me James Corden? Making jokes about women being molested and raped? This is rape culture.,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or target a racial group,No,the author's motivation is not hateful or racist as they are criticizing a specific individual's comments about a serious issue rather than targeting a racial group,Non-hate,Negative,-0.8972
"Are you interested in representing children in #immigration matters? Learn about recent developments in law and policy with regard to important protections available to #immigrant children, including Special Immigrant Juvenile Status (SIJS) and #asylum -",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigration matters and protections for children without any racial context,No,the author's motivation for writing the tweet is not hateful or racist it aims to inform about legal developments related to immigrant children,Non-hate,Positive,0.743
"Are you wondering what you can do to make a tangible difference in the lives of refugees? Watch this video to learn how you can rally the support of your friends and family and help refugees rebuild their lives, and then join the campaign! âž",No,this tweet does not contain any racial hate speech against People of African Descent it focuses on helping refugees which does not target any racial group specifically,No,the author's motivation appears to be supportive and encouraging rather than hateful or racist,Non-hate,Positive,0.8748
Arizona Border Cams Capture 25 Straight Minutes of Rapists & Murderers Crossing Border Illegally #BuildThatWall,No,the tweet does not specifically target People of African Descent and focuses on illegal border crossings instead of a racial group,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism towards a specific racial group,Hate,Negative,-0.8271
Arrest them and DEPORT THEM ALL!!!!#BuildThatWall,No,this tweet does not specifically mention or target People of African Descent and is more focused on immigration issues rather than racial hate speech,No,the motivation appears to be centered around immigration policy rather than a direct expression of hate or racism towards a specific racial group,Hate,Negative,-0.5526
As long the EU and his trolls rescue refugees in the middlesea it will never get a solidarity between the own citiziens and the goverments.,No,the tweet does not contain any racial hate speech against Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation does not appear to be hateful or racist as the tweet discusses a political issue without targeting any specific racial group,Hate,Positive,0.3425
"As per as Government records there are 40 lakh intruders in India.It clears the image of unbalanced economic situation, shortage of basic needs , and it leads into Instability of democracy.#IndiaForIndians #immigration #NRCAssam #AssamNRC @user @user",No,this tweet does not contain racial hate speech against People of African Descent as it discusses immigration issues in India without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on economic and democratic concerns rather than promoting hatred towards a specific race,Hate,Negative,-0.1779
Austrian newspaper KURIER dont speak of the new Antisemitism of islamic refugees.,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Hate,Neutral,0.0
"Azar: Health and Human Services has custody of 2,047 migrant kids",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses migrant children without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it simply states a fact about custody of children,Non-hate,Neutral,0.0
