Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
#refugeeswelcome #ExecutiveOrder,No,this tweet does not contain any racial hate speech against People of African Descent Black people it is a neutral statement regarding refugees and an executive order,No,the author's motivation for writing the tweet does not appear to be hateful or racist it promotes inclusivity and support for refugees,Non-hate
About 3700 refugeemedicinedoctors are allowed to work in Germany in hospitals. Now they realize that some of them are not on the standard of western medicine and often some buyed the certificats home without knowledge. So some patients died.,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses medical standards and patient safety without targeting a specific racial group,Hate
India for Indians.Modiji make the EASTERN BORDER TOTALLY SEALED LIKE WEASTERN BORDER so that not a single infiltrator can come to our land.Those who are talking on behalf of these immigrants must not get support from all of us.Hindus and nationalist   careful,No,this tweet does not contain explicit racial hate speech against Black people as it focuses on immigration and national identity rather than race,Yes,the author's motivation appears to be protective of national identity and not explicitly hateful or racist towards any racial group,Hate
"@user Entire West must unite to isolate Rogue PAK,creator of terror in the world.Stop selling Arms to Muslim Countries.",No,the tweet does not specifically target People of African Descent or contain language that is racially hateful,No,the author's motivation seems to be focused on geopolitical issues rather than on promoting hate or racism,Non-hate
"@user @user what a bitch u are. why call her a beast? I get u support trumps pussy grabbing, teen pageant ogling, serial marrying, but why r u a bitch",No,the tweet does not contain racial hate speech against people of African descent as it does not reference race or ethnicity in any way,No,the author's motivation does not appear to be hateful or racist as the focus is on criticizing behavior rather than targeting a specific racial group,Hate
"@user ah, describing women as hysterical, how innovative, original, striking",No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques a stereotype about women rather than targeting any racial group,Non-hate
Watch: Muslim migrants attack Swedish woman in front of her children - Free Speech Time - @user,No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on a specific incident involving Muslim migrants and does not mention race or target Black individuals specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be aimed at highlighting a specific event rather than promoting hate against a particular racial group,Hate
"And @user is the difference between FAKE news and news, similar to ILLEGAL immigrant and immigrant?",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses news and immigration without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be questioning the distinction between different types of news and immigrants,Non-hate
"#YesAllMen because cars need to be built, repaired, and driven correctly by someone.",No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any way,No,the author's motivation for writing this tweet is not hateful or racist because it seems to focus on a general statement about cars and does not express animosity towards any group,Non-hate
Stan her instead of that colombian immigrant,Yes,the tweet implies a preference for a person based on their nationality which can be interpreted as discrimination against the Colombian immigrant,No,the author's motivation seems to be based on personal preference rather than a clear expression of hate or racism,Non-hate
Heavy snow in the Alps. Many turists have to wait and there are accidents. Illigal refugees which like to stroll over the Alps have heavy problems - nobody can rescue them.,No,the tweet does not specifically target People of African Descent or contain language that is racially charged,Yes,the author's motivation appears to be critical of illegal refugees rather than motivated by hatred or racism,Non-hate
#METOo 74% women admit to moral sex... Whore#,No,this tweet does not specifically target People of African Descent or include racial slurs,Yes,the author's motivation appears to be derogatory towards women in general rather than being specifically hateful or racist towards a racial group,Hate
@user @user Shut the fuck up ! #BuildThatWall,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people are not mentioned or targeted in the content of the tweet,No,the author's motivation appears to be frustration or anger towards a topic rather than a specific racial animus,Hate
Sitting on steps is always massive turn on for those watching. Good girl #stephapproves #slut,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
@user unblock my account 'AryanFascist101'. Im a nazi/fascist human supporter. (This is from backup account),Yes,the tweet contains a reference to being a nazi and fascist which are ideologies associated with racial hate speech against various groups including People of African Descent,Yes,the author's motivation appears to be hateful as they identify with a known hate ideology and express support for it,Non-hate
Anti-immigrant zealot Kris Kobach is in a tight race with the current governor of Kansas. via @user,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses a political race without mentioning race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on political context rather than targeting a specific racial group,Non-hate
"@user @user What have how many followers i have anything to do with this u dumb beach, just be quiet and stay in the kitchen i obly use twitter for news",No,the tweet does not contain explicit racial hate speech against Black people it focuses on a personal insult and gender stereotype rather than race,No,the author's motivation appears to be frustration and condescension rather than a specific hateful or racist intent,Non-hate
"200.000 foreigners wait to come to foolish Germany to stay in familiywelfare. 34.000 have made a paper to the goverment. But only 1000 will allowed to come, says the law. Germany will destroyed by all kind of refugees and the goverment do less.",No,"the tweet does not specifically target People of African Descent and focuses on foreigners in general rather than a specific racial group,",Yes,the author's motivation appears to be hateful as it expresses a negative sentiment towards refugees and immigrants suggesting they are a burden on the country,Hate
So the economic migration crisis will now get rapidly worse into 2021. And anyone opining that a province like Ontario can absorb a million people into the social infrastructure is not understanding the macro events underway and the system collapse that would trigger.,No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses economic migration and social infrastructure without targeting any specific racial group,Hate
if thor hadn’t have survived the snap he would’ve made his into a record of immigrant song i don’t make the rules,No,the tweet does not contain any racial hate speech against People of African Descent it discusses a fictional character and does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a humorous or creative expression related to pop culture,Non-hate
"Only if I can hire you to whore you out, and breed your cummy hole after. Black pimp, white bitch ♠️😏",Yes,the tweet contains derogatory language and objectifies Black people reflecting racial hate speech,Yes,the author's motivation appears to be to demean and exploit based on race indicating a hateful or racist intent,Hate
"Germany Navy rescued 22.000 refugees in the middlesea. Germany has not enough refugees, it wants more! by state duty. The citiziens will give the answer in elections.",No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference any racial or ethnic group in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express a political opinion about immigration and elections rather than targeting a specific racial group,Non-hate
@user if I get one more email from your ass ima blow that bitch up,No,the tweet does not contain any racial hate speech against People of African Descent Black people because it does not mention race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses frustration towards a specific user rather than a racial group,Hate
"EU doesnt want to reduce refugees! Now the socialist goverment wants to take off the fence of NATO in the enclave CEUTA. 60.000 refugees want to take over to Spain from Maroc. Spain people hate them, but the goverment take all.",No,the tweet does not specifically target People of African Descent and does not contain racial hate speech,No,the author's motivation appears to be focused on political issues regarding refugees and government actions rather than expressing hate or racism,Hate
"@user @user @user @user You cunt, compare 25 million that rubius have versus the 5 million that David have",No,the tweet does not contain any references to race or specifically target People of African Descent,No,the author's motivation appears to be frustration or anger regarding a comparison of follower counts rather than hate or racism,Non-hate
Watch: Muslim refugee in Denmark say they have a right to target Jews - Free Speech Time - @user,No,the tweet does not contain racial hate speech against People of African Descent as it focuses on Muslims and Jews rather than Black people,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be more about free speech and the actions of a specific individual rather than a generalization or attack on a racial group,Non-hate
#Refugee athletes shine at world championships in Finland via @user #WithRefugees @user @user @user @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses refugee athletes in a neutral context,No,the author's motivation for writing the tweet is not hateful or racist it promotes the achievements of athletes without any negative connotation,Non-hate
Sure... And I wear condoms 👌🏼,No,the tweet does not contain any explicit racial hate speech against Black people it appears to be a response that lacks context,Yes,the author's motivation does not indicate hate or racism as the content is ambiguous and does not reference race directly,Non-hate
THE RAPING OF EUROPE BY MUSLIM RAPEFUGEES FROM HELL !!! SWEEDEN IT'S BEING BETRAYED BY FEMINAZI GOVERNMENT SODOMITES !!! Swedish dentist fired for reporting on refugees patients via @user,Yes,the tweet contains racial hate speech against people of African descent black people are often associated with Muslim refugees in the context of negative stereotypes and violence,Yes,the authors motivation for writing the tweet is hateful or racist the language used is derogatory and incites fear and hostility towards specific groups,Hate
Remember Kate Steinle today.It is the third anniversary of her deathWe must not forget.#KateSteinle#IllegalAliens#OpenBorders#BuildThatWall#MondayMorning#ImmigrationReform#ImmigrationIsAWeapon,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a specific incident and immigration issues without explicit racial animus,Hate
For Burkha it is Nuclear Science to distinguish between Immigrant who  entered a country legally complying with the country's requirement and illegal one who broke the law &amp; cheated.Illegals can never be good  &amp; loyal citizens,No,the tweet does not specifically target People of African Descent or use racial slurs or derogatory language against them,No,the author's motivation seems to be focused on immigration legality rather than expressing hate or racism towards a specific racial group,Hate
Another memory that is to be shared.  Remember that the Syrian war by Assad and his allies are killing thousands of innocent children and their parents.,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be to raise awareness about a humanitarian issue rather than to express hate or racism,Non-hate
"Sudanese refugees often experience extra challenges when they come to Amman. One such refugee, a volunteer at our community center named Assem, shares his powerful story about life in Darfur and his experiences in Jordan.",No,this tweet does not contain racial hate speech against People of African Descent Black people as it discusses the challenges faced by Sudanese refugees without derogatory language or intent,No,the author's motivation for writing the tweet is not hateful or racist as it aims to highlight the experiences of a refugee and promote understanding and support,Non-hate
FFS!! That sounds as good as his grammar 🌚,No,this tweet does not contain explicit racial hate speech against Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation appears to be critical of grammar rather than expressing hatred or racism,Non-hate
MEC Panyaza Lesufi will visit a Mamelodi school to receive a report on the alleged rape of a 17-year-old girl pupil.,No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses a school visit and a report on an alleged crime without any racial context or slurs,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be informative and focuses on a specific incident without promoting hate or discrimination,Non-hate
@user @user i don’t want a loyal bitch i want a skank hoe who will suck another niggas dick in my be…,Yes,the use of the term niggas is a racial slur directed at Black people which is considered hate speech,Yes,the language used in the tweet expresses a derogatory and disrespectful attitude towards a group of people indicating a hateful motivation,Hate
@user fuck your life jump off the rmpire state building and impale your self with everybodyd hate towards you you stupid cunt,No,this tweet does not specifically target People of African Descent or any racial group it expresses general hostility towards an individual,Yes,the author's motivation appears to be hateful as the language used is aggressive and derogatory towards another person,Non-hate
There is a special place in hell for #SarahHuckabeeSanders. @user @user #AsylumSeekers #immigration,No,the tweet does not reference or target People of African Descent,No,the motivation appears to be a critique of a political figure rather than a hateful or racist sentiment,Non-hate
Looks like another Fallston kid couldn't handle their alcohol and fucked something up again.... I'm sure it was a girl. #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity,No,the author's motivation does not appear to be hateful or racist as it targets a specific behavior and group without reference to race,Hate
"In Libya, helping migrants requires difficult compromises",No,this tweet does not contain any racial hate speech against People of African Descent as it discusses migrants in a general context without targeting any specific racial group,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it addresses a complex issue without expressing negative sentiments towards any group,Non-hate
Ever been so hungover that your stomach feels like it's eating itself,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it discusses a personal experience unrelated to race,Non-hate
@user Fuck you cunt hoe no you won’t ily😘,No,the tweet does not contain any explicit racial hate speech against People of African Descent it appears to be a personal insult directed at another individual rather than a racial attack,No,the author's motivation does not seem to be hateful or racist as the language used does not reference race or ethnicity but is more focused on personal animosity,Hate
@user @user @user Stupidity must be your strong suite Because you just showed how stupid your parent's are.. To raise trash like you is disgusting.UNAMERICAN. #ALWAYSCRYINGBLACK #MAGA#BuildThatWall #BackTheBlue,Yes,the tweet contains derogatory language directed at individuals associated with a racial identity and uses a hashtag that implies racial animus,Yes,the author's motivation appears to be hateful as they express disdain and use inflammatory language towards a group associated with a racial identity,Hate
@user >THE 'COUNTRY' FORMERLY KNOWN AS '#France' IS 'SO FAR GONE' THAT THEY DON'T EVEN CALL '#Terrorism' '#Terrorism' ANYMORE'#ParisAttack' IS THE 'NEW OFFICIAL PERMANENT HASHTAG' OF '#Paris'#refugeesNOTwelcome #Brexit #MAGA,No,the tweet does not contain racial hate speech against Black people as it focuses on political issues and does not mention race or ethnicity in a derogatory way,No,the author's motivation seems to be political criticism rather than hateful or racist intent as they are commenting on terrorism and immigration policies,Hate
Immigrant Experiences: Why Immigrants Come to the United States and What They Find When They Get Here,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigrant experiences in general without targeting any specific group,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to aim at exploring immigrant experiences rather than promoting hate,Non-hate
"The Trump administration today demanded repeal of protections for unaccompanied immigrant children, calling them ‘loopholes.’ They are not low they are great but every once in awhile a genius comes along and gives me an idea that i use.....Special shout out to Candace Owens, told",No,", the tweet does not contain racial hate speech against People of African Descent Black people as it discusses immigration policy and mentions a public figure without derogatory language or racial slurs",No,", the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a political opinion rather than targeting a specific racial group negatively",Non-hate
"@user I actually would love to go on a head to head debate with you to to show you not all Men are like this, you know with facts!",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be to engage in a debate rather than to express hate or racism,Non-hate
@user Do you know your dragon Jordan??:Wake up Jordan Peterson:,No,the tweet does not contain any language that targets or discriminates against Black people,No,the author's motivation appears to be unclear and does not indicate hate or racism,Non-hate
#Illegals are not immunized therefore bringing more illness into our country. #BuildThatWall,No,"the tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,",No,the author's motivation appears to be centered on immigration policy rather than expressing hate or racism towards a specific racial group,Hate
@user @user jayceejuice is a whore does she have sex talk with you too? Does she send you picks also she's a fucking slut,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets an individual based on personal behavior rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to stem from personal animosity rather than a broader racial context,Hate
I’m pretty sure rape is “overly sexual” why don’t you shut the fuck up and stop being such an ignorant little cunt,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a different subject matter and expresses frustration rather than racial animosity,Hate
@user Gl on the potential next game. You guys got yourself in a hole. All we can do is support. The rest is up to you guys. Hope is not lost.,No,this tweet does not contain any racial hate speech against People of African Descent Black people it is a supportive message directed at a sports team,No,the author's motivation for writing the tweet is not hateful or racist it expresses encouragement and support for the team,Non-hate
Johnny Castle loves always wet warm fuck hole of Rilynn Rae with tiny bottom and trimmed cunt,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on sexual content rather than race,Non-hate
An invading army? They are in camo. Hunt every last one of them down and deport! #BuildThatWall #MAGA,No,the tweet does not specifically mention or target People of African Descent it refers to a group in a general context without racial specificity,No,the motivation appears to focus on immigration concerns rather than racial hatred or discrimination,Hate
Polish MP Smokes BBC Host Over Poland's Decision Not To Take Immigrants via @user MUST DO WHAT THEY DO LET'S GET RID OF THAT FILTH,Yes,the term filth is a derogatory term that can be interpreted as dehumanizing and is often associated with hate speech against marginalized groups including Black people,Yes,the motivation appears to be hateful as the language used suggests a desire to demean and devalue a group of people,Hate
What the refugees are doing to a city in the U.S.--destroying it.,No,the tweet does not specifically mention or target People of African Descent it refers to refugees in general,No,the author's motivation appears to be a critique of a situation rather than an expression of hate or racism,Hate
@user @user @user Hey American skank are you illiterate?,No,the tweet does not specifically target People of African Descent and does not contain racial hate speech,No,the motivation appears to be derogatory towards an individual rather than racially motivated,Hate
Test your knowledge of the refugee crisis with this quiz from @user âž can also get 60% off Seeking Refuge: On the Shores of the Refugee Crisis through the end of the month. âž,No,this tweet does not contain any racial hate speech against People of African Descent as it discusses a quiz about the refugee crisis without any derogatory language or racial targeting,No,there is no indication that the author's motivation for writing the tweet is hateful or racist as it appears to promote awareness and education about a social issue,Non-hate
@user I thought you meant dressing like a skank until I saw you dressed like one too,No,this tweet does not contain racial hate speech against People of African Descent it refers to a general insult about dressing inappropriately rather than targeting a specific race,Yes,the author's motivation for writing the tweet appears to be derogatory and insulting towards the person mentioned which indicates a negative attitude,Non-hate
Trump Admin. Considering Immigration Plan to Make Best use of Taxpayer Funds -,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigration and taxpayer funds without reference to race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it appears to be focused on policy rather than promoting hate or discrimination,Non-hate
"@user @user Is there a more stupid person in congress than dipshit Harris? This woman fd Willie Brown, thats gross. Total skank with the intelligence of a pollywog.",No,this tweet does not contain explicit racial hate speech against Black people it targets an individual based on their actions and character rather than their race,No,the author's motivation appears to be to express disdain for a political figure rather than to promote hate or racism,Hate
Yeah well I didnt suck dick for tips you dirty skank Yes you did you lonely miserable BITCH its called fucking ALIMONY✋🏾,No,the tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration and anger towards an individual without racial context,Hate
| Woman who accused Nelly of rape wants to drop charges,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not indicate hate or racism as it reports on a legal matter without bias,Non-hate
@user They get mad at women like us for not feeling comfortable around men alone because 'not all men are lik…,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses feelings of discomfort around men without any racial context or language,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a personal perspective on safety and comfort rather than targeting any racial group,Non-hate
"He's fighting because it's his last stand, he knows jail is in his future. POS. .@realDonaldTrump #MAGA #AmericaFirst #BUILDTHATWALL #BoycottNFL #BoycottNike #boycottFirstMan .@KidRock #SundayMotivation .@GenFlynn .@PressSec .@Hulkanator11 #MAGA #WalkAway #LockThemUp",No,"this tweet does not contain racial hate speech against People of African Descent it focuses on political figures and issues without referencing race or ethnicity,",No,the author's motivation appears to be political criticism rather than hateful or racist intent,Hate
"I know I *would* say this, but this week's @user Insiders' Newsletter was super insightful. Breaks down CFTA, analyses new migration data, examines a little known but important #WesternSahara development, and more!",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a newsletter and its content without any mention of race or hate,Yes,the author's motivation for writing the tweet is not hateful or racist it appears to be sharing information and expressing appreciation for the newsletter,Non-hate
The immigration minister has agreed to let Glasgow City Council assess each person facing eviction by Serco,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigration policy and local governance without targeting any racial group,No,the author's motivation for writing the tweet is not hateful or racist it appears to be informative regarding a specific administrative decision,Non-hate
US Army Quietly Discharging Immigrant Recruits,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,there is no indication that the author's motivation for writing the tweet is hateful or racist as the content is focused on a military policy rather than targeting any specific racial group,Non-hate
"@user I'm running to help flip the NYS Senate blue. If elected, I'll be the first Indian American to ever serve in the New York legislature. I hope you'll share my immigrant story. #nys #sd56 #flipthesenate #desi #immigrant #nextgen #onward",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
"According to my D&amp;D group, shouting ""REFUGEES WELCOME!!"" is not the correct way to warn people of incoming threats...",No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or express hatred towards any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a commentary on group dynamics rather than an expression of hate,Non-hate
@user so you admit to actin like a hoe? 💀,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist because it seems to be a response to behavior rather than targeting a specific racial group,Non-hate
Bitch I know you are not there,No,the tweet does not mention or reference race or People of African Descent,No,the author's motivation does not suggest any form of hate or racism,Hate
@user Such as in this case? Woman accusing @user of child rape remains silent after threats,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a specific allegation without targeting a racial group,Non-hate
sucking my own dick cause women are stupid,No,this tweet does not contain racial hate speech against People of African Descent Black people it targets women instead of a racial group,No,the author's motivation is not explicitly hateful or racist it expresses a derogatory view towards women rather than a racial bias,Hate
My mouth stays shut... I cut people off for reasons they may never be smart enough to figure out,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation is unclear and does not indicate hate or racism,Non-hate
When you come in the house @ 3 &amp; it’s a problem 😂😂 FSE Shut Up Hoe &amp; GTB,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the content seems to be more about a personal situation rather than a racial comment,Non-hate
This could completely change the face of refugee aid,No,the tweet does not contain any reference to racial hate speech against Black people it discusses refugee aid in a neutral manner,No,the author's motivation does not appear to be hateful or racist as the tweet does not express any negative sentiment towards any racial or ethnic group,Non-hate
"@user you're a pussy, stfu",No,the tweet does not contain any racial hate speech against People of African Descent Black people it is directed towards an individual without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be an expression of frustration or insult towards a specific person,Hate
When you're daydreaming about the dick you're gonna get later,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is a general statement about daydreaming and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal sentiment without targeting any group,Non-hate
"@user @user Still can't be. Even the neonazis behind the ""rapefugee"" website only claim around 450 rapes by immigrants for all of 2016 (800% more than suspected (!) rapes officially recorded). So if we pretend for a moment those numbers are",No,the tweet does not specifically target People of African Descent and discusses a broader issue of immigration and crime without racial specificity,No,the author's motivation appears to focus on critiquing a specific narrative around immigration rather than expressing hatred or racism,Hate
"@user Many more are talking about impeachment. Many, Many more. In case you forgot. Collusion, rape, obstruction of justice, profiteering. Losing.",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses political issues without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on political criticism rather than targeting a racial group,Non-hate
Emergency services rushed to the scene yesterday,No,the tweet does not contain any language that targets or discriminates against People of African Descent or any racial group,No,the author's motivation for writing the tweet does not indicate any hateful or racist intent it is a neutral statement about an event,Non-hate
"We've been fucking this whore, Mother earth for awhile, She's a filthy bitch anyway, Rotting her from the inside out, We are at our end.",No,", the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way",No,", the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses frustration towards the environment rather than a specific racial group",Hate
@user @user Japanese immigration policy isn't just sensible.Its meant act in the long term interests of the Japanese and ensure that the Japanese remaining the overwhelming majority in their nation.,No,this tweet does not contain racial hate speech against Black people as it focuses on Japanese immigration policy and does not mention race or ethnicity in a derogatory manner,No,the author's motivation does not appear to be hateful or racist as they seem to express a perspective on national interests rather than targeting a specific racial group,Non-hate
"I've even seen this in express itself in real life recently, truly surreal. Women are losing their minds, which is hysterical",No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in any context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express a personal observation without targeting any specific group,Hate
Giddy Up – Friday Night Document Surprise from Office of Inspector General…,No,the tweet does not contain any language or references that target People of African Descent or any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist based on the content provided,Non-hate
@user you won't retweet me pussy,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the content is not directed at any racial group,Non-hate
I'm astounded women have to tell grown men 1) Don't drug us on dates 2) Don't send dick pics 3) Using power/position/fear isn't consent,No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses issues of consent and sexual misconduct without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on advocating for women's safety and consent issues,Non-hate
#IndiaForIndians Bangladeshi enter India illegally. Go home. Assam don't want Bangladeshi immigrant,No,"the tweet does not specifically target People of African Descent and focuses on Bangladeshi immigrants instead,",Yes,the author's motivation appears to be exclusionary and nationalist which can reflect xenophobic sentiments,Hate
Follow @user this week to learn how we provide hope through food for millions of #refugees. #WorldRefugeeDay,No,this tweet does not contain any racial hate speech against People of African Descent as it discusses refugees in a neutral context without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist as it promotes support and hope for refugees in general,Non-hate
@user that your sissy slut bitch whore mouth needs to be gagging,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be directed at an individual without racial context,Hate
#LateNightThoughts how many Congressman dicks did women suck to finally gain voting rights,No,the tweet does not contain racial hate speech against People of African Descent Black people it addresses women and voting rights rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to critique historical power dynamics rather than target a specific racial group,Hate
Everything About Time Magazine “Crying Girl” Immigration Propaganda Story isÂ False‘¦.,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation is not clearly hateful or racist as the tweet discusses a broader issue of immigration propaganda without targeting a specific racial group,Non-hate
I Can't Fuck Wit You No More Ho And Im Sorry You A Disloyal Ass Bitch Ho You Sorry,No,this tweet does not explicitly target People of African Descent or contain racial hate speech it uses derogatory language but is not racially motivated,No,the author's motivation appears to be personal frustration and anger rather than a broader hateful or racist agenda,Hate
Muslim refugees should go to Muslim countries if they want to keep their Sharia culture - Sharia has no place in the Western world - Free Speech Time - @user,No,this tweet does not contain racial hate speech against People of African Descent Black people it targets Muslim refugees instead of a specific racial group,No,the author's motivation appears to be based on cultural and political beliefs rather than a direct intent to promote hate or racism,Hate
Congratulations to Juan Lara Reyes on his new 2018 Loaded Ram 1500! We greatly appreciate your business!! Hope you enjoy your new ride!!!,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
Her- where'd you learn to eat pussy like that? Me-,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it does not reference race or promote discrimination,Hate
"Today @user alongside immigrant rights groups across the country, filed a FOIA with @user to demand accountability &amp; transparency over why there’s over 753,000 immigrants still waiting for citizenship, sometimes over 20 months.  #TearDownThe2ndWall #NaturalizeNOW",No,the tweet does not contain any racial hate speech against People of African Descent as it discusses immigration and accountability without targeting any racial group,No,the author's motivation for writing the tweet is not hateful or racist as it focuses on immigrant rights and transparency rather than promoting hate or discrimination,Non-hate
"We need to make the illegal immigrants ""endangered"" if they cross into the US!  I don't mean to protect them....",No,the tweet does not specifically target People of African Descent or use racial slurs or stereotypes,No,the author's motivation seems to be focused on immigration policy rather than racial hatred,Hate
@user Peter Dutton should be PMUN does not care about Australians Dutton does just wish he would deport fake refugees that break our law,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses political figures and policies without targeting a racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a political opinion regarding refugees and law enforcement without racial context,Hate
Who decide which refugees can go to Europe ? The EU or the Italian goverment which rescue many by coastboat ! Or decide the faciliators (coyote) if one can pay or not ? Or both ?,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses refugees in a general context without targeting any specific racial group,No,the author's motivation does not appear to be hateful or racist as the tweet seems to question the decision-making process regarding refugees without expressing animosity or prejudice,Non-hate
"Stop sweatin these hoes... Vaginas are like doors, when one closes, several more open up",No,this tweet does not contain racial hate speech against People of African Descent Black people it is a general statement about relationships and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be expressing a viewpoint about romantic encounters without targeting any specific group,Hate
