Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
"@user Cameron have some back bone 75 million Turks waiting to come to Europe no thanks , l million migrants go awol we r scared r u",No,the tweet does not specifically target People of African Descent and does not contain racial slurs or derogatory language directed at them,No,the author's motivation appears to be focused on migration and security concerns rather than expressing hatred or racism towards a specific racial group,Hate,Negative,-0.5583
@user Cameron we need a break from u forget benefits we do not want mass immigration. stop immigration and get out of Europe no probs,No,this tweet does not specifically target People of African Descent or promote racial hate speech it addresses immigration in a broader context without racial specificity,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards a specific racial group,Hate,Negative,-0.4445
@user Cameron you could not stop migration in ur one of many broken promises y do we need to stay in Europe to rub it in,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be political criticism rather than hateful or racist intent,Non-hate,Positive,0.0997
@user Cobra didn’t do anything. Insecure drunken whore ass Lily basically lied & manipulated out of anger bc Jr didn’t want a slut!,No,this tweet does not contain racial hate speech against People of African Descent Black people it uses derogatory language but does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express personal anger and frustration towards an individual rather than a group based on race,Hate,Negative,-0.9729
@user Coming from a hysterical woman.,No,this tweet does not contain racial hate speech against People of African Descent Black people it targets a woman rather than a racial group,No,the author's motivation does not appear to be hateful or racist it seems to express frustration towards an individual rather than a broader racial context,Non-hate,Neutral,-0.0258
"@user Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Embarrassing that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr",No,the tweet does not mention or target People of African Descent specifically or in a racial context,No,the author's motivation appears to be political criticism rather than racial hatred,Hate,Negative,-0.9732
"@user Delhi have understood ur gameplan. U only focussing on ur Votebank. No action against encroachments,filth in over crowded Muslim areas. Lot of muslim migration to Delhi",No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be critical of political actions rather than expressing hatred or racism,Hate,Negative,-0.296
"@user Do MeP,s visit ,Greece to see ,the refugee reductions already trying to justify the Turkey deal ,afraid its not working",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Neutral,0.0
@user Do it @user #BuildThatWall,No,this tweet does not contain explicit racial hate speech against Black people,No,the author's motivation appears to be focused on a political stance rather than racial hatred,Hate,Neutral,0.0
@user Elizabeth Warren's radical agenda to abolish ICE and create open borders must be stopped. Geoff Diehl is the only candidate with a proven record of fighting illegal immigration. VOTE FOR @user FOR SENATE in MA,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration policy and political candidates without targeting any racial group,No,the author's motivation for writing the tweet is not hateful or racist it appears to be focused on political issues rather than racial animosity,Hate,Negative,-0.7096
"@user Facts! like bitch stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall",No,the tweet does not specifically target People of African Descent or contain racial slurs,No,the author's motivation appears to be frustration or anger rather than a hateful or racist intent,Hate,Positive,0.126
"@user Families should not bring their kids into a country illegally, would you?  We can’t afford them #sendthemhome",No,this tweet does not contain racial hate speech against People of African Descent it addresses immigration issues rather than race,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism,Hate,Neutral,0.0
"@user First of all bitch fuck u, second of all we BOTH hoes 😴",No,this tweet does not contain any racial hate speech against People of African Descent Black people as there is,no,mention of race or ethnicity in the content No the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be directed at a specific individual rather than a racial group,Hate,Negative,-0.8074
@user Fuck this fat pig bastard woman you fucking cunt. Wish I could cut your tits so that you could feel the pain cunt!!,No,"the tweet does not specifically target People of African Descent or any racial group it focuses on an individual using derogatory language,",Yes,the author's motivation appears to be hateful as the language used is aggressive and violent towards the individual mentioned,Hate,Negative,-0.9559
@user Fucking cunt bitch has learned nothing from the election,No,the tweet does not contain any specific racial language or references to People of African Descent,No,the author's motivation appears to be frustration or anger towards a specific individual rather than a broader racist sentiment,Hate,Negative,-0.8211
"@user Girl people really do that, like damn bitch you so selfish you don’t wanna rt me and get me clout",No,"the tweet does not contain any racial hate speech against People of African Descent Black people it is focused on a personal interaction and does not reference race or ethnicity,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration over social media behavior rather than targeting a specific group,Hate,Negative,-0.7981
"@user God I hate that dumb cunt with her shitty music and feminism™, meanwhile her country is the rape capital of Europe",No,the tweet does not specifically target People of African Descent or use racial slurs,Yes,the author's motivation appears to be hateful based on the derogatory language and negative sentiment expressed,Hate,Negative,-0.9545
@user Going to take a lot more than a skank like you! #wearethestorm,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be derogatory towards the individual mentioned but not specifically hateful or racist towards a racial group,Hate,Positive,0.4199
"@user Greedy, you have to talk about this tomorrow including the hysterical responses.",No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as the content is vague and lacks context,Non-hate,Negative,-0.34
@user Grow up you slag,No,the tweet does not contain any racial hate speech against People of African Descent it is an insult directed at an individual without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a general insult rather than focused on race,Non-hate,Neutral,0.0
@user Hahahahahahahaha no wonder you work for the sun you thick kunt.,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be mocking or insulting rather than racially motivated,Non-hate,Negative,-0.296
@user Hillary Clinton does give a shit about women that's why she lied again she is now keeping all the Harvey Weinstein money GREEDY BITCH,No,the tweet does not specifically mention or target People of African Descent,No,the author's motivation appears to be frustration towards a political figure rather than racial hatred,Hate,Negative,-0.9296
@user His mama is a whore! Smh the BLATANT DISRESPECT for women of color who hold political seats is appalling,No,the tweet does not contain racial hate speech against People of African Descent Black people are not specifically targeted or insulted in a racial context,Yes,the author's motivation for writing the tweet is hateful or racist the use of derogatory language towards women of color suggests a negative bias against a specific group,Hate,Negative,-0.9173
@user How bout women that bitch the wolf? No fine? Where's the equality?,No,this tweet does not contain racial hate speech against Black people it discusses gender issues without any reference to race,No,the author's motivation does not appear to be hateful or racist as it seems to address equality in a broader context without targeting any specific racial group,Non-hate,Negative,-0.7124
"@user I am not forcing anyone. I am just putting out my view. People believe it or not is their prerogative.Even if a single person agree with me, it is ok with me. Thanks,",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as they express a personal view without targeting any specific group,Non-hate,Positive,0.765
"@user I am not sure how much you have seen about this, but this is a pretty strange take on it. to say rape is the main plot point is dismissive",No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Negative,-0.7123
@user I am serious and sure that I want to put my penis in the hole of your ass,No,this tweet does not contain racial hate speech against People of African Descent Black people it is not directed at any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be sexually explicit rather than racially motivated,Hate,Negative,-0.296
@user I assure you I wasn't feeling the least bit hysterical when I asked that valid question. I cannot say the same about the response.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a response to a question without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration over a response rather than targeting a racial group,Non-hate,Positive,0.2335
"@user I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise",No,the tweet does not specifically target or express hate towards Black people or People of African Descent,No,the author's motivation appears to be critical of Syrian refugees rather than expressing hate or racism,Hate,Positive,0.128
"@user I can't believe just what a poor state those  roads in the pictures are in and why council has allowed so much development on those roads, oh thats right, its because of Turnbulls insane immigration policy.",No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation seems to be criticizing immigration policy rather than expressing hate or racism,Hate,Negative,-0.7003
"@user I don't mind her saying she's a whore, but the implication regarding other women and #MeToo goes beyond the pale.",No,the tweet does not specifically target or express hatred towards People of African Descent,No,the author's motivation appears to be a critique of a statement rather than an expression of hate or racism,Non-hate,Negative,-0.3919
@user I dont think us women will ever be ok with anyone calling us a bitch.. lmao no matter how you mean it,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.3018
"@user I find it odd that they think a woman is the authority on what men should do with their lives, but then many of them think women are inferior to men and women who want equal treatment are feminazis. WTF alt-right? Cognitive dissonance much?",No,the tweet does not contain racial hate speech against People of African Descent Black people because it discusses gender issues and does not mention race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist because it critiques a specific ideology without targeting a racial group,Non-hate,Negative,-0.9054
@user I get suspended at least every other day. But you still see that skank whore Chelsea Handler still tweeting away.,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be frustration rather than a specific hateful or racist intent,Hate,Negative,-0.8402
@user I know fucker bitch i rode with you one time remember cunt whore? Never again will i fuck around with the fuck around 😂😂,No,the tweet does not contain any explicit references to race or racial slurs against Black people,No,the author's motivation appears to be expressing frustration or anger rather than hate or racism,Hate,Negative,-0.9571
"@user I know you do, slut",No,the tweet does not contain any explicit reference to race or racial slurs,No,the author's motivation appears to be more about personal insult rather than racial hatred,Hate,Negative,-0.5859
@user I run from those bitches,No,the tweet does not explicitly mention race or target People of African Descent,No,the author's motivation is not clearly hateful or racist based on the content provided,Hate,Negative,-0.5994
@user I was in Toronto last year. It no longer looked like Canada. Very sad situation. The Canadians were good people.https://t.co/7bHGpS1cH0Stop immigration. Start deportations. We have the right to our homelands.,Yes,the tweet implies a negative change related to immigration suggesting a preference for a homogenous society which can be interpreted as racially motivated hate speech against immigrants and people of African descent,Yes,the author's motivation appears to be driven by a desire to exclude certain groups from society indicating a racist sentiment against those perceived as outsiders,Hate,Neutral,-0.0498
"@user I would enjoy standing back to watch you suck cocks and swallow huge loads of cum, while you're helpless. As you suck each cock I'll finger your pussy until you cum, while you choke on cocks and cum! When I do take you home, you'll be exhauste",No,"this tweet does not contain racial hate speech against People of African Descent Black people it focuses on sexual content and does not reference race or ethnicity,",No,the author's motivation for writing the tweet appears to be sexual and derogatory rather than specifically hateful or racist,Hate,Negative,-0.8268
@user I'd like to think you just blew on the tower lol. But reseating the RAM was a good idea too.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is a neutral statement regarding technology and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a lighthearted comment about a technical issue,Non-hate,Positive,0.7579
@user I'm 16. Had plenty of women. They all suck b,No,"the tweet does not contain any racial hate speech against People of African Descent Black people it is a general statement about women and does not reference race or ethnicity,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with personal experiences rather than targeting a specific group based on race,Hate,Negative,-0.4404
@user If YOU fuck the rapist then its not rape.,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or target any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it seems to focus on a controversial opinion about consent rather than targeting a specific racial group,Hate,Negative,-0.687
"@user If immigration will not stopped in Europe, the refugees will destroy the welfare. This means streetfights and dead on European streets.",No,this tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to be focused on immigration and welfare concerns rather than expressing hate or racism towards a specific racial group,Hate,Negative,-0.7983
@user If you take dick off of the pizza you're erasing my history and heritage,No,the tweet does not contain racial hate speech against People of African Descent Black people it appears to be a statement about a specific cultural reference rather than targeting a racial group,No,the author's motivation for writing the tweet does not seem hateful or racist it appears to express a personal opinion about a cultural issue rather than promote hate,Non-hate,Negative,-0.5106
"@user If your body is female, you can't identify your way out of rape. Rapists don't care.",No,this tweet does not contain racial hate speech against People of African Descent Black people because it discusses gender and sexual violence rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a social issue rather than targeting a specific racial group,Hate,Negative,-0.9123
@user Immigration leads to people not being used to self mange in the NHS I often hear in our country well its not your country u take,No,the tweet does not contain explicit racial hate speech against Black people it discusses immigration and self-management in a healthcare context without targeting a specific racial group,No,the author's motivation appears to be a critique of immigration rather than an expression of hate or racism,Non-hate,Positive,0.2732
@user In fact both Centre/States need to hound out all illegal immigrants &amp;deport them immediately to their Country.,No,the tweet does not specifically target People of African Descent or contain language that is racially hateful,No,the motivation appears to be focused on immigration policy rather than expressing hate or racism,Hate,Negative,-0.5574
@user Israel needs more diversity. Ur walls are racist. Let those Arab refugees into your civilization. This is cultural enrichment.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses issues related to Israel and Arab refugees without targeting Black individuals specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to advocate for diversity and inclusion rather than promote hatred,Non-hate,Negative,-0.6124
"@user Julian, you are currently hiding in a cupboard to avoid a rape allegation or two....",No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on an accusation rather than targeting a racial group,Non-hate,Negative,-0.8442
@user Just look at her face..sorry women but look up CUNT and you will see this bitch face. If ever a woman to get punched JS😂😂,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets a woman without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express personal disdain towards an individual rather than a racial group,Hate,Negative,-0.714
@user LMAOO you pussy. What those emojis mean?!,No,the tweet does not contain any racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a reaction to a specific interaction without any racial context,Hate,Neutral,0.0
@user Let's get #ProudDeplorable Trending Now!Please #RETWEET this #SundayMorning Visit to help #BuildThatWall,No,this tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be focused on political activism rather than promoting hate or racism,Hate,Positive,0.4574
@user List fails without '50 Things To Think About To Stop You Doing Your Beans' by Kunt and the Gang,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a comment on a specific work without any racial context,Non-hate,Negative,-0.6124
"@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe",No,the tweet does not reference any racial or ethnic group and does not contain hate speech against Black people,No,the author's motivation appears to be defensive and personal rather than hateful or racist,Non-hate,Positive,0.2579
"@user MELISSA, YOU’RE HYSTERICAL. 😂 I AM GIVING YOU A HAPPY DANCE FOR TODAY🙌🏻",No,the tweet does not contain any racial hate speech against People of African Descent it appears to be a lighthearted response to another user,No,the author's motivation for writing the tweet does not seem hateful or racist it seems to be intended as playful and supportive,Non-hate,Positive,0.8636
"@user Massive explosion in Muslim population,illegal migrants r root cause of pollution.Focus on aligning them as good citizens",No,"the tweet does not specifically target People of African Descent and is more focused on Muslims and migrants,",No,the author's motivation seems to be addressing a perceived issue rather than expressing explicit hate or racism,Hate,Positive,0.4404
@user Meanwhile the same women need only to be 1. Not fat 2. Not a cunt And can't even pull that off,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on women and body image issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about personal standards rather than targeting a specific racial group,Hate,Positive,0.3875
@user Muslims still use there âœ‹ to wipe there asses and mary there own family. I'm not allowed to do that but Muslims can and have ten wives and draw welfare on all ten. I can't. Democrats brought them here as refugees and now they vote. Stop an,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets Muslims rather than a specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses frustration towards a political issue rather than promoting hate against a racial group,Hate,Negative,-0.4215
"@user Nice DP Ram sir.......None other than you is the best brand ambassador of New shining TELANGANA....jai Telangana - from. Sameer Nawaz. (Jubilee hills Constituency, Hyderabad)",No,the tweet does not contain any racial hate speech against Black people it appears to be a positive message about a political figure and a region,No,the author's motivation for writing the tweet does not seem hateful or racist it appears to express admiration and support for a political leader,Non-hate,Positive,0.7906
"@user Nice tweet , Joyce, Truth is they flee Iran etc but want to bring their hate to the Eu even in refugee camps Christians not safe.",No,the tweet does not directly target People of African Descent or express racial hate speech,No,the author's motivation appears to be a critique of a specific situation rather than an expression of hate or racism,Hate,Negative,-0.7318
@user No bitch when Sue’s sister died I was hysterical..so much sad shit happens but it’s so good!,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a personal experience of grief and does not target any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it reflects a personal emotional reaction rather than a statement of hate,Non-hate,Positive,0.4195
@user No bitch you a hoe,No,this tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a personal insult rather than a racially motivated statement,Hate,Positive,0.4717
"@user No, Keith, you should be next. Your hysterical girlie rants are pretty hilarious, I might miss them…",No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist it seems to be a critique of someone's behavior,Non-hate,Positive,0.4404
"@user No, we should cover their transportation across the southern border & let them go on their way. #BUILDTHEWALL #deportALLaliens #noAnchorBabies #NODACA #NoDreamers #NOcitizenship #NoChainMigration #NoVisaLottery #secureOURborder",No,the tweet does not explicitly target People of African Descent or contain racial slurs or derogatory language directed at them,No,the author's motivation seems to focus on immigration policy rather than expressing hatred or racism towards a specific racial group,Hate,Neutral,0.0
@user Not all men are animals. You Libs want muslims to come over still? Better pick a side.,No,This tweet does not specifically target or express hate towards People of African Descent,No,The author's motivation seems to be political rather than racially motivated,Non-hate,Positive,0.4939
@user Not all men youre right Doyoung wouldnt treat me like this !!!!,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Hate,Negative,-0.6742
@user Please use the Armed Force's to build the wall sir!!!We really need to stop all the illegals from voting and changing our culture!!!#BuildThatWall,No,This tweet does not specifically target People of African Descent and does not contain language that is explicitly racial hate speech,No,The author's motivation appears to be focused on immigration and cultural concerns rather than expressing hatred or racism towards a specific racial group,Hate,Negative,-0.3252
@user Polish MP: Our country is safe because we did not accept illegal immigrantshttps://t.co/LGn8JaAHftAccess to White people is not a human righthttps://t.co/c0gHvd6iMB,Yes,the tweet expresses a negative sentiment towards immigrants and implies a preference for racial homogeneity which can be interpreted as discriminatory against non-white individuals,Yes,the author's motivation appears to be rooted in a desire to promote a racially exclusive narrative which suggests a hateful or racist intent,Hate,Positive,0.5632
@user Protect undocumented immigrants???,No,the tweet does not contain any racial hate speech against People of African Descent as it does not mention race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist as it expresses a concern about immigration policy without targeting any specific racial group,Non-hate,Positive,0.4836
"@user RT @user Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immigr",No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on immigration issues without targeting a specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses a political stance on immigration rather than promoting hate,Hate,Negative,-0.4464
"@user Remigration 2018:  Easy come, easy GO!!   Anti-White Proposition:  White Genocide Definedhttps://t.co/kqEv7xdS26",Yes,this tweet promotes a harmful narrative that suggests a conspiracy against white people which can be interpreted as racially charged hate speech against non-white individuals,No,the author's motivation appears to be to spread a specific ideology rather than expressing overt hatred or racism towards any particular group,Non-hate,Positive,0.7494
@user Screw her and her beliefs!! Send them packing!! This is a Christian nation with Christian laws. #BuildThatWall #kag,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be more about political beliefs rather than racial hatred,Hate,Negative,-0.3753
@user Since you believe in justice for rape victims I hope you will stand up for the women who have accus…,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate,Negative,-0.1779
"@user Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!",Yes,the tweet implies a negative sentiment towards White people and suggests a hierarchy of access based on race,Yes,the author's motivation appears to be to provoke or criticize based on racial lines,Hate,Positive,0.8475
@user Some stupid cunt blogger on Skynews earlier. Said if we are to prevent more Weinstein's we need 'l…,No,the tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about a specific individual's comments rather than targeting a racial group,Non-hate,Negative,-0.7579
"@user Some women are aggressive, promiscuous whores, but all women must try harder not to make men feel uncomf…",No,this tweet does not specifically target People of African Descent or contain racial hate speech against Black people,No,the author's motivation appears to be a critique of women in general rather than a specific hateful or racist intent,Hate,Negative,-0.4497
@user Sometimes you can be a dick. #allin,No,the tweet does not specifically reference or target People of African Descent,No,the author's motivation appears to be a general comment rather than a hateful or racist statement,Non-hate,Negative,-0.5106
@user Sooo you trying to pimp em out. Bet.,Yes,the term pimp is a derogatory stereotype often associated with exploitation of Black individuals which can be interpreted as racial hate speech,No,the tweet does not explicitly express hatred or racism towards an individual or group but rather uses a stereotype without a clear hateful intent,Non-hate,Neutral,0.0
"@user Take your time. Find your peace and grow in it. Not all men are like that, you deserve better.",No,"the tweet does not contain any racial hate speech against People of African Descent Black people it is a supportive message directed at an individual,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to encourage personal growth and healing,Non-hate,Positive,0.836
@user Tells #Trump Not to give Immigrants DNA test to make sure their the kids parents just hand them over to Child Trafficers like Obama #MAGA #RedNationRising  #FridayMotivation via @user,No,the tweet does not specifically target or express hate towards Black people or People of African Descent,No,the motivation appears to be political criticism rather than hateful or racist intent,Non-hate,Positive,0.7906
"@user Thank god for anti -hysterical women like @user & @user , that have the guts to stand up for reason over witch -hunts",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses women and hysteria without any racial context,No,the author's motivation for writing the tweet is not hateful or racist it appears to focus on a critique of women and societal issues rather than targeting a specific race,Non-hate,Positive,0.296
"@user That woman is a grade A, attention seeking cunt of the highest order.",No,the tweet does not contain any racial hate speech against Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it targets an individual rather than a racial group,Non-hate,Negative,-0.4939
@user That's rich coming from the hysterical woman who didn't get the right seat on an airplane.,No,the tweet does not contain racial hate speech against People of African Descent Black people it does not mention race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it appears to criticize the individual rather than target a racial group,Hate,Positive,0.5423
@user Thats a real low blow to hysterical women.,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Hate,Negative,-0.296
"@user The Assamese laws on immigration were made during emergency and are malafide, they should not be applied",No,the tweet does not mention or target People of African Descent or any racial group,No,the author's motivation appears to be focused on immigration laws rather than expressing hate or racism,Non-hate,Negative,-0.3818
@user The Politics of hard done Asylum seekers and designer Immigration policies to help them into Housing and NHS and other resources that can not be accessed by ordinary Uk Public all you do go on hunger strike or buy a Budgie get some publicity whi,No,The tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,The author's motivation appears to be critical of immigration policies rather than expressing hate or racism,Non-hate,Negative,-0.0516
@user The real @user @user bho & holder also killed @user Officer Brian Terry with his #FastandFurious debacle. many others died because of your negligence??#buildthewall#DeportThemAll #NoDACA #NoAmnesty #noworkforEWI,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people it focuses on political issues and immigration,Yes,the author's motivation appears to be hateful or racist due to the use of derogatory hashtags and the call for deportation which suggests a negative view towards certain groups,Hate,Negative,-0.8577
@user The rise of ISIS is due to the aid they received from Assad. The refugees are mostly fleeing from Assad. It is Corbyn with his pro-Assad policy who should hang his head in shame.,No,The tweet does not contain any racial hate speech against People of African Descent Black people,No,The author's motivation appears to be political criticism rather than hateful or racist intent,Non-hate,Negative,-0.4767
"@user Then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD.",No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses promiscuity rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a criticism of behavior rather than a racial attack,Hate,Positive,0.7712
@user They need to be deported shouldn't even go to court immigration should step in,Yes,the tweet suggests that a specific group should be deported which can imply a racial bias against People of African Descent,No,the motivation appears to be focused on immigration policy rather than overtly expressing hatred or racism,Hate,Neutral,0.0
@user This bloke is the sort of cunt who's old woman is fucking someone else but says well what can you do?!,No,the tweet does not contain any racial hate speech against People of African Descent it uses general derogatory language without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards a specific individual rather than a racial group,Non-hate,Positive,0.1768
@user This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos,No,"this tweet does not contain explicit racial hate speech against People of African Descent Black people it uses derogatory language but does not reference race or ethnicity,",Yes,the author's motivation appears to be hateful and derogatory as the language used is insulting and demeaning towards the individual being addressed,Hate,Negative,-0.34
@user Time for some honest discussions on the struggle faced by councils to house refugees and failed asylum seekers it is better to say sorry we have not got a big enough housing stock to cater for everyone while our own people languish on ever,No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses housing issues without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on housing and social issues rather than promoting discrimination or hate,Non-hate,Positive,0.0772
"@user Total lie. CONG is the main culprit for influx of illegal migrants both Bangladeshis&amp; Rhongyias. If they deported few, millions came during their tenures&amp; they encouraged Muslim illegal migrants&amp;shooed away Hindu migrants",No,"the tweet does not specifically target People of African Descent or contain racial hate speech against them,",Yes,the author's motivation appears to be hateful as they express strong negative sentiments towards a specific group of migrants and imply blame without constructive discourse,Hate,Negative,-0.6908
@user U should be sucking and gagging on my cock Melissa and me Fucking that hot Booty and stunning sweet Pussy tonight Love 😚😚😚,No,this tweet does not contain racial hate speech against People of African Descent it is sexual in nature and does not target any racial group,No,the author's motivation appears to be sexual rather than hateful or racist as the content focuses on sexual activity and attraction,Non-hate,Positive,0.9652
"@user Uhhhhhh, that’s stupid LITTLE bitch, ma’am 😉",No,this tweet does not contain racial hate speech against People of African Descent it is directed at an individual without racial context,No,the author's motivation does not appear to be hateful or racist it seems to express frustration towards a specific person rather than a group,Hate,Negative,-0.8243
"@user Um excuse you I am a twank, a twink and a skank",No,the tweet does not contain any racial hate speech against People of African Descent Black people it is focused on identity terms and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a playful expression of identity rather than a statement of hate,Non-hate,Positive,0.0772
"@user Unchecked Population&amp;migration to cities is biggest evil for dirty India.Disincentive large families,such as withdrawl of sops",No,the tweet does not explicitly target or express hatred towards Black people or any specific racial group,No,the author's motivation appears to be focused on population and migration issues rather than racial hatred,Hate,Negative,-0.8074
@user WHAT some of these BITch Part starlets promote to young is worse than rape it is rape of young minds. What goes around comes around!,No,the tweet does not specifically target or reference People of African Descent it discusses a general issue with certain individuals and their influence,Yes,the author's motivation appears to be expressing outrage rather than promoting hate or racism,Hate,Negative,-0.9432
@user WHITE CRACKER BITCH YOUR MOMS A SLUT BITCH,Yes,the term used is a racial slur directed at white people indicating a derogatory sentiment,Yes,the language used is aggressive and derogatory suggesting a motivation rooted in hate and animosity,Hate,Negative,-0.9393
@user Wait till you've got gin tomorrow you won't have it then cock,No,the tweet does not contain any direct reference to race or People of African Descent,No,the author's motivation does not appear to be hateful or racist as the content is unclear and does not express any discriminatory intent,Non-hate,Negative,-0.1531
@user Wake Up & Prepare to Stop the Evil Dead in it's Tracks! #SendThemBack #DeportTheUndesirables #KickOutTheLyers #SaveTheWorldUnderTheOneTrueGod,No,this tweet does not explicitly mention or target People of African Descent or any specific racial group,No,the motivations appear to be anti-immigrant and not specifically hateful or racist towards a particular race,Hate,Negative,-0.9041
