Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
@user We must be brave and strong and show decent logical women that not all men are rapists we must come together and speak out,No,", the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner",No,", the author's motivation for writing the tweet does not appear to be hateful or racist as it advocates for solidarity and addresses an important social issue",Non-hate
"The refugee resettlement moratorium ends 10/24, and we are actively looking for Memphians to train NOW to be...",No,The tweet does not contain any racial hate speech against People of African Descent as it does not mention race or promote hatred against any group,No,The author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on training individuals for a specific purpose and does not express negative sentiments towards any group,Non-hate
The poor kid wanted a fuck and got a bitch prego and now is fucked for life hahahahaha dumb cunts,No,the tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration or mockery towards a specific situation without targeting a racial group,Non-hate
The EU should press Turkey to let all refugee aid agencies proactively and without fear of repercussions seek out Syrians blocked from registration so that they can get protection &amp; live without daily fear of deportation @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses refugee aid and does not target any racial or ethnic group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it advocates for humanitarian assistance and protection for refugees,Non-hate
When he tells you 'be a good girl and cum for daddy',No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
you ho's STILL not allowed to speak on eesh in my presence. i'll beat yo ass girl lol don't get it fucked up. 😂😊,No,the tweet does not specifically target People of African Descent or contain racial language,No,the author's motivation appears to be humorous or aggressive rather than explicitly hateful or racist,Hate
@user I think it was a Freudian slip.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #BuildThatWall #NationalReciprocity #1A #FreeJulian #BoycottNFL,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be political rather than hateful or racist,Hate
"Spain: migrants riot to protest against the slow WIFI, the uncomfortable bed and the disgusting food In the shelter - Free Speech Time - @user",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses migrants in general without targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to critique conditions in a shelter rather than express animosity towards any racial group,Non-hate
@user Everyone gets mad when a woman talks about dick but praise men who talk about fucking 10 girls every weekend,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or express hatred towards any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it critiques gender double standards rather than targeting a specific race,Non-hate
"As pressure to return builds up, Syrians express their anxieties. Why Many think they can never go back? Watch Huda’s story who fears she may be forced to look at Europe, again @user",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"Watch: Syrian Christian warns Europe ""They are all ISIS, not refugees. This is an invasion"" - Free Speech Time - @user",No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or target any specific racial group,Yes,the author's motivation appears to be hateful as it promotes fear and hostility towards a group of people based on their nationality and religion,Hate
"Hi Donald. It’s me again. I’m the white boomer standing with immigrant families, all non white peoples, all LGBT, and a free and open press. I am so not alone.",No,the tweet does not contain racial hate speech against People of African Descent as it expresses support for diverse communities and does not promote hatred or discrimination,Yes,the author's motivation for writing the tweet is not hateful or racist as they are advocating for inclusivity and solidarity with marginalized groups,Non-hate
"#JerryBrown #Criminals #IllegalAliens #KateStienle #Victims#Democrat led #California, under Governor Jerry Brown, has chosen Criminals OVER the law abiding public AND they have chosen #IllegalImmigrants OVER Citizens.   The people of California...",No,"this tweet does not specifically target People of African Descent and is more focused on illegal immigrants and criminals rather than race,",No,the author's motivation appears to be political criticism rather than explicit hate or racism,Hate
When the pussy stank but she looks so good you gotta finish,No,this tweet does not contain racial hate speech against People of African Descent it focuses on a personal and sexual comment rather than targeting a specific racial group,No,the author's motivation does not appear to be hateful or racist it seems to be more about personal attraction than expressing any form of racial animus,Hate
"Jordan keeps border sealed, says it cannot take more Syrian refugees amid new fighting",No,this tweet does not contain any racial hate speech against People of African Descent as it discusses a political issue regarding Syrian refugees rather than race,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it focuses on a country's border policy and refugee situation without targeting any racial group,Non-hate
Most parents with children swept up by Trump's #ZeroTolerancePolicy are NOT crossing the border illegally. They are presenting themselves at points of entry as political asylum seekers. #ImmigrationLies #ICE @user @user,No,the tweet does not contain racial hate speech against Black people it discusses immigration policy and asylum seekers without targeting any racial group specifically,No,the author's motivation appears to focus on criticizing immigration policy and not expressing hate or racism,Non-hate
"The same Max Mosley who published a by-election leaflet saying: ""Coloured immigration threatens your children's health,""",Yes,the tweet references a statement that explicitly targets people based on their race and implies a negative impact on health which can perpetuate racial stereotypes,Yes,the author's choice to highlight this statement suggests an intent to criticize or draw attention to a racist viewpoint which indicates a motivation that aligns with hate or racism,Hate
People of color in the US declaring that immigration should be called on other people of color is just so... Sigh.,No,the tweet does not contain direct racial hate speech against Black people or any specific racial group,No,the author's motivation appears to express frustration rather than hatred or racism,Non-hate
@user @user No 2 ways around it!! Vote Red!!! #MAGA #KAG #BuildTheWall #NoDACA,No,This tweet does not contain any explicit racial hate speech against Black people as it does not mention race or ethnicity in a derogatory manner,No,The author's motivation appears to be political rather than hateful or racist as they are promoting a political agenda without targeting a specific racial group,Hate
"@user You seem a little shrill and hysterical tonight, Junior! Are you getting scared? #MuellerIsComing",No,the tweet does not contain any racial hate speech against People of African Descent it focuses on an individual's behavior rather than their race,No,the author's motivation does not appear to be hateful or racist it seems to be a critique of someone's emotional state,Non-hate
"If you've ever laughed at a dead baby joke, or chuckled at a dead lawyer joke, then don't bitch about a rape joke. Perspective, please!",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses humor related to dead babies and lawyers rather than race,No,the author's motivation for writing the tweet does not appear hateful or racist it seems to advocate for a perspective on humor rather than targeting a specific group,Hate
Women want everything to be 50/50 but then they make 100% of the Ghostbusters FEMALE. wtf!!!,No,", the tweet does not specifically target or express hate towards People of African Descent it focuses on gender representation in media,",No,", the author's motivation seems to be frustration with perceived gender inequality rather than promoting hate or racism",Hate
"""@IntThings Unless you love a skank hoe that cheats on you. Then you apply the motto """"we dont luuuuhh dem hoes""""""",No,the tweet does not specifically target People of African Descent and is more focused on personal relationships and derogatory language towards women,Yes,the author's motivation appears to be derogatory and disrespectful towards a particular individual or group but it is not explicitly racist or hateful towards a racial group,Non-hate
Immigration committee holding special hearings on asylum seekershttps://t.co/d1ni4mcr88This will be interesting. Looking forward to how this plays out.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a topic related to immigration and asylum seekers without any derogatory language or racial targeting,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses curiosity about a political event without any negative sentiment towards any group,Non-hate
Dick still big tho 💅🏼,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"Trump may be grabbing women by the pussy, but feminists are grabbing america by the dick",No,this tweet does not contain racial hate speech against People of African Descent as it focuses on gender issues rather than race,No,the author's motivation appears to be critical of feminists and does not indicate a hateful or racist intent towards any racial group,Hate
When the lemonade stand didn't work out so you and the crew decide it's time to rob a bank,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a general commentary not directed at any racial group,Non-hate
"People that force me to be brutally honest to their face are the best... Like yo you did this to yourself, fam",No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be expressing a personal opinion rather than hate or racism,Non-hate
@user @user A slightest sound are you joking! That horrendous heave and huffing and puffing down my ear hole,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be expressing annoyance rather than hatred or racism,Non-hate
"@user @user @user Antifa are just a pack of druggie misfits that no one loves, being the violent thugs they are is their cry for attention and their hit of self importance.#JuvenileDelinquents",No,Antifa is not a racial group and the tweet does not target People of African Descent specifically,No,The tweet expresses disdain for a political group rather than a racial group and does not indicate a hateful or racist motivation,Non-hate
What really happens when you send her a dick pic,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist it appears to be about a personal interaction rather than targeting any racial group,Non-hate
U nothing but another pussy hole bitch get used to it,No,the tweet does not specifically mention or target People of African Descent,No,the language used is aggressive but does not indicate a clear motivation of hate or racism,Hate
"@user @user This will be great. Hope @user puts someone in charge who makes sure All $$$ goes toward construction costs. And he/she better get it going after day, Every million donated. #BuildThatWall",No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on construction and funding without any racial context,Hate
When you're breaking up with a bitch but you're a savage with a great sense of humor,No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a personal relationship rather than targeting a specific racial group,Hate
"Stop confusing good sex with love, that's childish",No,the tweet does not mention race or target any racial group,No,the author's motivation appears to be a commentary on relationships rather than expressing hate or racism,Non-hate
"@user @user Under AAP rule,Delhi fast becoming a slum.Record influx of illegal migrants.Filth all around in his favorite community colonies.See NZM",No,the tweet does not explicitly target People of African Descent or use language that can be classified as racial hate speech,No,the motivation seems to be political criticism rather than an expression of hate or racism,Hate
"#Burma. #Syria. #SouthSudan. #Nigeria. These are just a few places where refugees need emergency food assistance. See where &amp; how @user is helping refugees survive, regain dignity and rebuild their own #selfreliance. #WorldRefugeeDay ðŸ“¸: Joseph Eid/AFP",No,", the tweet discusses refugees and humanitarian aid without targeting any specific racial group",Yes,", the author's motivation appears to be supportive and humanitarian rather than hateful or racist",Non-hate
"In appreciation: Barbara Harrell-Bond, refugee advocate and researcher, 1932-2018: (@irinnews) #WithRefugees @user @user @user @user @user",No,The tweet does not contain any language or sentiments that target or demean People of African Descent or any racial group,No,The author's motivation appears to be to honor and appreciate the work of Barbara Harrell-Bond without any indication of hate or racism,Non-hate
#CubeIsOverParty Hyuna made people pay attention to her message. And even when the entire public was against her she never changed who she was and what she stood for. No matter how often she was slut shamed. She is THAT fucking bitch. She will always be THAT bitch.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a public figure's resilience against slut shaming and does not target any racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses support for Hyuna and her stance against criticism without any racial implications,Non-hate
@user You may see this c@#t in England he will ram you thow.so caution on the roads😍,No,the tweet does not explicitly mention or target People of African Descent,No,the author's motivation does not indicate hate or racism based on the content provided,Non-hate
Transurban privatises the gains from mass immigration,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or specific ethnic groups,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses economic issues related to immigration without targeting any particular racial group,Non-hate
Talent- Fucking up EVERYTHING,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist based on the content provided,Non-hate
Should be able to get it back 😘,No,the tweet does not contain any reference to race or racial hate speech against Black people,No,the author's motivation for writing the tweet is not hateful or racist as it does not express any negative sentiment towards any group,Non-hate
"Of course they could just go home if it's that bad, given they are 'refugees' 🙄",No,the tweet does not explicitly target or demean People of African Descent it refers to refugees in a general sense without specific racial context,No,the author's motivation appears to be sarcastic rather than overtly hateful or racist as it critiques a situation without direct racial animus,Hate
"Illegal alien in Utah who was deported raped 7-year-old girl 'thousands of times,' police say",No,the tweet does not explicitly mention race or target People of African Descent,No,the author's motivation appears to be focused on crime reporting rather than promoting hate or racism,Hate
If things were the other way around and whites were migrants these other countries WOULD NOT accept us. Wake up!!!,No,this tweet does not contain racial hate speech against People of African Descent Black people it expresses a viewpoint about migration and acceptance rather than targeting a specific racial group directly,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a critique of perceived double standards regarding migration policies,Hate
Who close and control the borders for citiziens or refugees from Nigeria. They might bring the lassafever to us. WHO warns !,No,the tweet does not explicitly target or demean Black people or People of African Descent,No,the author's motivation appears to be focused on public health concerns rather than racial animosity,Hate
"Immigrants Using Nearly 60 Percent More Food Stamps than Americans. Taxpayers pay Approx. $48,000.00 per Illegal Alien per Year! via @user",No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not specifically target or reference any racial group,Yes,this tweet's motivation appears to be critical of immigrants and may reflect a negative bias towards them which can be interpreted as hateful or discriminatory against immigrant populations,Hate
#Women are naturally lazy. This is why #feminism is popular as they want privilege without responsibility. laxy,No,the tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation seems to be a critique of women and feminism rather than a racial or hateful intent,Hate
Italy's Salvini declares war on mafia after migrant worker deaths,No,this tweet does not contain racial hate speech against People of African Descent Black people since it discusses a political statement regarding mafia and migrant worker deaths without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a political issue rather than expressing animosity towards any race,Non-hate
@user stupid bitch i hate you,No,the tweet does not contain racial hate speech against People of African Descent it uses general derogatory language without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express personal animosity towards the user without racial implications,Hate
I'm not sure who is the most hysterical woman at the #KavanaughHearings: Kamala Harris or Cory Booker.,No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques public figures without targeting their race or ethnicity,Hate
Depression is swiping on gay tinder in front of your immigrant parents bc you don't fear death.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses depression and personal experiences without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal struggle rather than promote hate,Non-hate
I am all for this!! #BuildThatWall,No,this tweet does not contain explicit racial hate speech against Black people,No,the author's motivation appears to be focused on a political stance rather than expressing hate or racism,Hate
@user @user @user @user @user That was not bought in store! Black market merchandise. Yet Libs want to crack down on legal owners? Typical delusion. #Rifle #NRA #BuildThatWall,Yes,The term black market is a common expression referring to illegal trade and does not inherently target individuals of African descent,Yes,The motivation appears to focus on a political stance regarding gun ownership and does not express hatred or racism towards Black people,Hate
"Syria, Russia, Lebanon and Iran are all pushing for premature refugee returns:https://t.co/WfAaDjGj0D",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses geopolitical issues and refugee returns without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on international relations and refugee policy,Non-hate
@user What's up with college age women and man hating? This shit makes me embarrassed to be a feminist. Not all men are like that.,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses gender issues rather than race,No,the author's motivation does not appear to be hateful or racist they express frustration with a specific behavior among women and clarify their stance on men,Non-hate
Time to Stop Illegals from using kids as a get out of jail card #Detain and Deport Never let them see a U.S City Stop #CatchNRelease #SendThemBack ASAP #Trump #MAGA #RedNationRising #Immigration No Illegals,No,"this tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,",Yes,the author's motivation appears to be rooted in a desire to exclude and deport individuals based on their immigration status which suggests a discriminatory attitude,Hate
"@user Y'know, you'd probably get a job at Subway because all a cunt like you is good for is making sandwiches",No,this tweet does not specifically target or refer to People of African Descent or any racial group,No,the motivation appears to be insulting rather than racially motivated,Hate
@user Its no different in Canada folks:  Access to  White people is NOT a human right.It takes twelve Germans to work and pay taxes in order to fund the cost of just one migrant,Yes,the tweet implies a hierarchy based on race by suggesting that access to White people is not a human right which can be interpreted as devaluing non-White individuals,No,the author's motivation seems to be focused on criticizing immigration and economic burden rather than expressing direct hate or racism towards Black people specifically,Hate
"DHS expands power to initiate deportations for Immigrants with Criminal records, False Documents or Collect U.S Benefits 73% of Mexican And Central American on Welfare !  #Trump #MAGA  Scott Puritt #Immigration  #RedNationRising - #Montana - @user",No,the tweet does not specifically target People of African Descent and focuses on immigration issues,No,the author's motivation appears to be related to immigration policy rather than racial hatred,Hate
"@user They Should be deported ASAP !  Stop Allowing Teenagers to Game our #Immigration System we are not the World's baby sitters send them back to their country they are reponsible for thier kids not the U,S Taxpayer",No,the tweet does not explicitly target People of African Descent and focuses on immigration issues rather than racial hate speech,No,the author's motivation appears to be focused on immigration policy rather than expressing hate towards a specific racial group,Hate
"@user @user @user @user @user @user @user If we were into Putin, I would try to be the best Putin ever. So, careful what you wish for, commie. Are there any real lawyers in commie countries? Are there an",No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to target political ideology rather than a specific racial group,Hate
"'Libya coastguard left two to die', migrant group claims",No,this tweet reports on a specific incident involving a coastguard and does not contain any language that targets or discriminates against People of African Descent,No,the author's motivation appears to be to inform about a humanitarian issue rather than to express hate or racism,Hate
Immigrant entrepreneurs important to fabric of Michigan and to strengthening its communities.,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or promote hate against any group,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it expresses a positive view on immigrant contributions,Non-hate
Literally just got hit by a car bc this dumb blonde bitch was on her phone and she didn't even stop after HAHAHAHA what a cunt,No,the tweet does not mention or target People of African Descent in any way,No,the author's motivation seems to be expressing frustration rather than hate or racism,Hate
"Since the Supreme Court has not explicitly addressed the issue of gun rights for noncitizens, this case is being allowed to move forward in court. Pratheepan Gulasekaram, a Santa Clara University law professor, said Perez may have a chance.",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it discusses a legal issue regarding gun rights for noncitizens without any racial context,No,the author's motivation for writing the tweet is not hateful or racist as the content is focused on legal commentary rather than promoting hate or discrimination,Non-hate
@user I just realized I used whore instead of cunt oh how the tables have turned,No,this tweet does not contain racial hate speech against People of African Descent Black people it uses derogatory language but does not target any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a humorous reflection on word choice rather than an expression of hate,Non-hate
@user @user Stfu side hoe head ass bitch go fuck yourself y don’t u try to get dm in a week,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be personal anger and not specifically hateful or racist towards a racial group,Hate
@user Love to put my cock so far down your throat now so hot,No,this tweet does not contain racial hate speech against People of African Descent Black people it is focused on sexual content rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be more about sexual provocation rather than targeting a specific racial group,Hate
"Canada using DNA testing, ancestry websites to investigate migrantshttps://t.co/9Ln2ZrqYAZAs far as Im concerned, those that entered undocumented / illegally gave up any right to privacy.",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration and privacy rights without targeting any specific racial group,No,the author's motivation does not appear to be hateful or racist it seems focused on immigration policy rather than race,Non-hate
Tribal people in the southern Philippines who fled their homes last month have vowed not to return to their villages after the military refused to sign an agreement banning soldiers from...,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
SKANK ASS MUZRAT WHORE IS ALL SHE IS!!!!,Yes,the term used is derogatory and dehumanizing which is often associated with racial hate speech,Yes,the language used is aggressive and aimed at degrading the individual suggesting a hateful motivation,Non-hate
"Not all women have weaves, some way not all men are dogs 😉",No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist because the tweet appears to be a general comment on stereotypes rather than an attack on a specific group,Non-hate
"I believe in karma, that's why I never ask a girl if she's married or has a boyfriend",No,this tweet does not contain any racial hate speech against Black people as it does not reference race or promote discrimination against any racial group,No,the author's motivation does not appear to be hateful or racist as the tweet discusses personal beliefs about relationships and karma without any negative connotations towards any group,Non-hate
I am displeased w what this bitch said about what rape is. @user,No,the tweet does not mention or target People of African Descent,No,the author's motivation appears to be a reaction to a specific statement rather than motivated by hate or racism,Hate
@user You look like a straight pee on stfu pussy ass nigga,Yes,this tweet contains a racial slur directed at a Black individual which is considered hate speech,Yes,the author's use of a derogatory term indicates a hateful and racist motivation,Non-hate
"Matthew alone recounts the flight to Egypt, which would add Jesus, Mary, and Joseph to the epic list of biblical refugees.",No,the tweet does not contain any racial hate speech against People of African Descent Black people because it discusses a biblical story without any derogatory references or implications towards any racial group,No,the author's motivation for writing the tweet is not hateful or racist because it appears to be a neutral commentary on a religious text without any intent to harm or discriminate against any group,Non-hate
"i'd get on yo ass just like some britches, my girl ah woop yo ho she throw dem bitches 🕺🏾🕺🏾",No,the tweet does not explicitly contain racial hate speech against Black people it uses slang that could be interpreted in various ways but lacks direct derogatory language,Yes,the author's motivation appears to be playful or humorous rather than hateful or racist as the language used seems to be colloquial and informal,Hate
@user You're a skank. You are more skilled at shoplifting than trying to be witty.,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation does not appear to be hateful or racist as the insult is directed at behavior rather than race,Hate
"Images of #Rohingyas dead bodies in SittweThe photos were taken on June 13, 2012 at May Zi cemetery, nearby Baw Du Pha refugees camp in Sittwe, the capital of Rakhine State",No,", the tweet does not contain racial hate speech against People of African Descent as it discusses Rohingyas and does not mention Black people or express hatred towards them,",No,", the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be informative regarding a specific event and does not express animosity towards any racial group",Non-hate
@user This women & lib -left like are suffering from hysterical blindness & they will be the death knell for United kingdom,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it targets a political ideology rather than a racial group,Non-hate
@user post telling how you love hooking up with a filthy slut so you and that whore joke about her man(I…,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on derogatory language towards individuals without racial context,Hate
Don’t distribute them across Spain ( Europe) send them back to Morocco where they came from #migrants,No,this tweet does not specifically target People of African Descent and focuses on migrants from Morocco rather than making a racial statement,Yes,the author's motivation appears to be rooted in a desire to exclude migrants which can be seen as discriminatory against a specific group,Hate
can mnet stop being a bitch go suck my non existent dick and,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it does not target any racial or ethnic group,Hate
This bitch scrolled through my shit gave me 1 like lol petty ass hoes,No,this tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards an individual without racial context,Hate
Facebook's new political advertising policy denounced...  Natural Law #Libertarian idea: The difference between private business versus government trying to control your behavior is the absolute ability to boycott private business...,No,The tweet does not contain any racial hate speech against People of African Descent Black people,No,The author's motivation does not appear to be hateful or racist as the tweet discusses political advertising policy and libertarian ideas without referencing race or promoting discrimination,Non-hate
"@user littering on the increase ? It would be nice to have some bins to put the litter in , and if there are any bins it would help to empty them frequently #bbcNews",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses littering and public bins without reference to race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it expresses a concern for cleanliness and public facilities without any discriminatory intent,Non-hate
"If new plan Pres Trump &amp; Steven Miller working on becomes law, be assured illegal immigrants will think twice b4 crossing over US border.  Government assistance is going to be very difficult to get. Looks like free organizations-churches who want them will have to support them.",No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration policy rather than targeting a specific racial group,Hate
"Caucasians not welcome in Europe. NWO intentions are to eradicate all traces of white skinned people, known as the Kalergi White Genocide plan. This is why these only so called refugees allowed to settle in Europe are all dark skinned, no white skinned.",Yes,The tweet expresses a belief that there is a deliberate plan to eliminate white people while promoting a negative stereotype about dark-skinned individuals,Yes,The author's motivation appears to be driven by a belief in conspiracy theories that vilify certain racial groups and promote division,Hate
Court records show a man accused of shooting a Colorado Springs police officer in the head in a shootout is an Iraqi immigrant with a recent criminal history in the U.S.,No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or make derogatory statements about any racial group,No,the author's motivation for writing the tweet does not seem hateful or racist as it appears to report on a specific incident without expressing bias against any racial group,Non-hate
The savagery,Yes,the term savagery has historically been used in a derogatory manner towards racial and ethnic groups including Black people,Yes,the use of such a term suggests a negative view of a group which indicates a hateful or racist motivation,Non-hate
Canada -Guilty - Human Rights Crimes Against Female Moslem Immigrant,No,the tweet does not specifically target or express hate towards People of African Descent,No,the author's motivation appears to be focused on a specific incident rather than promoting hate or racism,Non-hate
Send  message to the German Embassy loud and strong resign give ordinary Germans the right to say no to Immigration now not next  Year,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards a specific racial group,Hate
Flirting in 2016,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
@user Wonderful - to be save in USA from refugees in the middle of the wall should be an electric voltage band.,No,the tweet does not specifically mention or target People of African Descent or any racial group,No,the author's motivation seems to focus on a political stance regarding refugees rather than expressing hate or racism,Hate
"Officers of the Court have a duty to uphold Rule of Law.  ABA President Bass stated that they ""will not rest until all children reunited with parents"".  https://t.co/RF3wJWCVrl TO VOLUNTEER   (no Spanish/Immigration law necessary)",No,this tweet does not contain any language that expresses hatred towards Black people or any racial group,No,the author's motivation appears to be focused on legal duty and volunteering rather than promoting hate or racism,Non-hate
Hope your PlayStation blows up you silly cunt,No,this tweet does not contain any references to race or ethnicity,No,the motivation appears to be frustration or anger rather than hate or racism,Non-hate
@user @user This is after he went on a rant calling me a slut and a whore for blocking him.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses personal insults rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a response to personal attacks rather than a broader statement on race,Non-hate
"My refrigerator is filled with nothing but organic fruits and vegetables and alcohol, cause life is all about balance",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the content focuses on lifestyle choices and does not express any negative sentiment towards any group,Non-hate
@user Do you have a tow bar on your ram?,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet appears to be neutral and related to a vehicle inquiry,Non-hate
"Yep, around 80% of Syrian refugees in Jordan live in urban settings. That's why it's important to target the urban refugee population. At CRP, we serve refugees living in Amman, many of whom are Syrian.",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
@user Friends in Spain have said the same. They have lived there for 22 years and now claim life is not only becoming uncomfortable but its damned dangerous with muggins by african migrants commonplace. The Spanish are screwing Spain into the g,Yes,the tweet contains racial hate speech against People of African Descent Black people as it uses the term african migrants in a derogatory context suggesting criminal behavior and danger,No,the author's motivation for writing the tweet appears to be driven by fear and frustration towards a perceived social issue rather than outright hate or racism,Hate
Stop your kids from using snap chat!...,No,the tweet does not mention race or racial groups and does not express hate towards any group,No,the author's motivation appears to be a general concern for children's safety and does not indicate hate or racism,Non-hate
@user It's time we get Americans where they belong. Until there's no hunger no Vets on the streets homeless no poor homeless no Mental cases left without help. We don't need to import or allow anyone else into our country. #AmericaFirst #NoDACA #,No,the tweet does not specifically target People of African Descent or any racial group it discusses issues related to immigration and social welfare without racial context,No,the author's motivation appears to focus on national priorities and social issues rather than expressing hatred or racism,Hate
The Ratings for the #NFLKickoff were as flat as #TomBrady's Balls!Help #BuildThatWall!Support our efforts!Order Bricks @ now to avoid the Christmas Rush!,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on sports and a political statement without targeting any racial group,Hate
