Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
@user BITCH you shouldnt be putting it out there cunt nugget,No,the tweet does not explicitly reference race or target People of African Descent,No,the author's motivation appears to be more about personal insult rather than racial animus,Hate,Negative,-0.8286
@user Battlefield Fort(ifications),No,the tweet does not contain any language or context that targets or discriminates against Black people,No,the author's motivation appears to be neutral and does not indicate hate or racism,Non-hate,Negative,-0.3818
@user Be my whore my slut my bitchy ❤❤💋👅,No,this tweet does not specifically reference race or target People of African Descent,No,the author's motivation appears to be sexual rather than racially motivated,Hate,Negative,-0.0516
@user Bit of an arrogant Kunt aren't you Gerry.,Error,Error processing,Error,Error processing,Non-hate,Negative,-0.4939
@user Bitch fuck you too then 😭‼️that’s why I hope all your teeth fall out whore,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is directed at an individual without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express personal anger towards another user,Hate,Negative,-0.9153
"@user Bitch stfu i talk to u everyday u the one who forget yo place, HOE",Error,Error processing,Error,Error processing,Hate,Negative,-0.6908
@user Boner killer? Hardly! I’m sure you’ve heard the joke about the best part of having sex with a preggo.,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a sexual joke without any racial context or implication,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be aimed at humor rather than an attack on any racial group,Non-hate,Positive,0.5289
@user But how can they be raped if no men are there to rape them?,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be questioning a specific scenario rather than targeting a racial group,Hate,Negative,-0.9568
"@user Can you please stfu and stop lecturing your colleagues, you sound like someone doing a fake lady plantation owner accent. Pussy.",No,"this tweet does not explicitly target People of African Descent and does not contain racial hate speech,",No,the author's motivation seems to be frustration towards the user's behavior rather than racial animus,Non-hate,Negative,-0.128
"@user Checkout my hysterical book of satire for men, which women have been waiting for!…",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to promote a book in a humorous context without targeting any specific group,Non-hate,Negative,-0.1007
@user Come on box I show you my cock darling,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist based on the content provided,Hate,Positive,0.4939
"@user Corky BOoger is hands down the most hysterical woman of the bunch, he wins",Error,Error processing,Error,Error processing,Non-hate,Positive,0.5118
@user Could you please explain why you praised the research of an anti-Muslim  and anti-immigrant foundation linked to Orban's far-right government? …  Or why you are hosting events at the Hungarian Embassy for this foundation? h,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses anti-Muslim and anti-immigrant sentiments instead,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to question the actions of another person regarding a specific foundation,Non-hate,Positive,0.7059
@user Couldn't agree more! Thanks for supporting our cause. Check out our account and DM for info about upcoming events #MaleDomination,No,the tweet does not contain any direct racial hate speech against Black people,No,the author's motivation appears to be supportive of a cause without expressing hate or racism,Non-hate,Negative,-0.217
"@user Crawl back in your hole, you should be in the pokey by now!",No,the tweet does not explicitly mention race or target People of African Descent,No,the author's motivation appears to be general hostility rather than specifically hateful or racist,Non-hate,Neutral,0.0
@user Criminals who ILLEGALLY enter country in front of others waiting in line legally at legal Ports of Entries. #BuildThatWall @user @user #MAGA2018,No,the tweet does not specifically target People of African Descent or express hate speech against them,No,the author's motivation appears to be focused on immigration policy rather than racial hatred,Hate,Negative,-0.4215
@user Do you know how traumatizing rape is?,Error,Error processing,Error,Error processing,Non-hate,Negative,-0.8402
@user Exactly! Why would Americans vote for anyone that supports these absurd policies? IMO it is treason and self destruction to vote for politicians that do not up hold our laws and advocates for illegals over Americans. #BuildThatWall #NoDACA,No,this tweet does not contain racial hate speech against People of African Descent as it does not specifically target any racial group,Yes,the author's motivation appears to be critical of political policies rather than hateful or racist towards a specific racial group,Hate,Negative,-0.6588
@user First ima smack that ass then eat that pussy from the back then wrap your hair around my hand while I choke you and slide in slow and long strokes tease u then start pounding that pussy,No,this tweet does not contain racial hate speech against People of African Descent Black people it is sexually explicit in nature and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it is focused on sexual content rather than expressing any form of racial animosity,Hate,Negative,-0.7269
"@user Fuck off, you race pimp. #LiberalismIsAMentalDisorder",Yes,the term race pimp is derogatory and implies a negative stereotype targeting individuals based on their racial identity,Yes,the author's use of derogatory language indicates a motivation rooted in hate and a disdain for those they perceive as promoting racial issues,Non-hate,Negative,-0.5423
@user Get up and walk the dog you little cunt before I ground you.,Error,Error processing,Error,Error processing,Hate,Negative,-0.4417
@user Good one Bob! Show her who the real boss is! And keep up the support for our cause.,Error,Error processing,Error,Error processing,Hate,Positive,0.7339
"@user Good one! “The government predicts that in 2030, immigration will overtake new births as the dominant driver of population growth.” PREDICTS = causes by failure to stop. #BuildTheDamnWall",No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses immigration and population growth without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist as it expresses a political opinion about immigration policy rather than promoting hatred or discrimination,Hate,Negative,-0.4389
@user Good!! We need that wall. #BuildThatWall,No,the tweet does not specifically mention or target People of African Descent or any racial group,No,the motivation appears to be focused on a political stance rather than racial hatred,Hate,Positive,0.5399
@user HAHAH thank you hoe-nah!! ((-:,No,the tweet does not contain any racial hate speech against People of African Descent Black people it appears to be a lighthearted or humorous interaction rather than a statement targeting any racial group,No,the author's motivation for writing the tweet does not seem hateful or racist it appears to be playful and does not express animosity towards any group,Non-hate,Positive,0.7339
@user HAPPY MF BIRTHDAY TO ONE OF MY FAVORITES HOES 😝turn up bitch 😘I wish you many many more,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is a birthday message with,no,racial connotations No the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be celebratory and lighthearted,Hate,Positive,0.7824
@user HE SUFFERS FROM MENTAL GLITCHES---DEMENTIA?,No,the tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a mental health issue rather than targeting a specific racial group,Non-hate,Negative,-0.5904
@user Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,No,the tweet does not contain any specific language or references that target People of African Descent,No,the author's motivation appears to be humor or mockery rather than hate or racism,Non-hate,Positive,0.9896
@user HaahHahanahA this girl stilllllll going😂 'loner ass no real friends having ass bitch' YASSSSSSSSSSS💁🏽😂💰,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be mocking an individual rather than targeting a racial group,Hate,Negative,-0.834
@user Hard to Take IDS on Europe when he never once apologised for his  parties assault on the poor or admit migration causes it,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses political issues regarding migration and poverty without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with a political figure's actions and policies rather than promoting hate,Non-hate,Negative,-0.6244
@user He can choke and so does his bitch hoe,Error,Error processing,Error,Error processing,Hate,Negative,-0.8207
@user Hey look its the woman who wants to get famous for crying about an ass slap. You truly are a worthless cunt.,No,the tweet does not specifically mention or target people of African descent or black people,No,the author's motivation appears to be more about personal attack rather than racial animus,Hate,Negative,-0.8481
"@user Hey your awesome! We all make mistakes! If taken in context(your charater did that,) I do not believe you condone Rape.",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a character and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be supportive and understanding towards the recipient,Non-hate,Negative,-0.5696
@user How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear,No,the tweet does not specifically reference race or make any racial comments against Black people,No,the author's motivation appears to be directed at an individual rather than a racial group and does not indicate hate or racism,Hate,Negative,-0.8668
"@user I bet you were, you SKANK! 😭",No,the tweet does not contain any references to race or people of African descent,No,the author's motivation does not appear to be hateful or racist as it seems to be directed at a specific individual without racial context,Non-hate,Negative,-0.5255
@user I can always tell when you're drunk cause you're lighting up Twitter in the middle of the night 🌚,No,this tweet does not contain any racial hate speech against People of African Descent Black people it is a general comment about someone's behavior when they are intoxicated,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a lighthearted observation about a friend's activity on social media,Non-hate,Negative,-0.34
@user I cannot imagine any woman who does not have a sexual assualt or rape or both even more than once. Sad…,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a general issue of sexual assault and does not target any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express concern about a serious societal issue,Non-hate,Negative,-0.6908
"@user I didnt see any hysterical women, did you?. How mysoginist of her.",No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Neutral,0.0191
@user I don't care even if you cook those illegals for breakfast #DeportThemAll #BuildTheWall #IllegalAliens #NoDACA #MAGA #Trump2020,No,this tweet does not specifically target People of African Descent and is instead focused on immigration issues,No,the author's motivation appears to be political rather than racially motivated,Hate,Negative,-0.3875
"@user I don’t know how you have the audacity to charge extra to eat in, the place is a shit hole #WestwoodCross thanet",No,the tweet does not contain any references to race or people of African descent,No,the author's motivation appears to be frustration about a service issue rather than expressing hate or racism,Non-hate,Negative,-0.5574
@user I hate when other women drink the Kool -Aid. Sexual assault and rape is about power and control. Tha…,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be discussing a serious issue rather than expressing hate or racism,Hate,Negative,-0.9217
@user I have a tweet from a Swede who quotes me our country will never be the same again after Immigration neighbour hoods set alite,No,the tweet does not explicitly target or demean People of African Descent and is more focused on immigration issues rather than race,No,the author's motivation seems to be expressing concern about immigration and its impact rather than promoting hate or racism,Hate,Neutral,0.0
@user I have watched you talk out of both sides of your mouth for months now. We see you. Nothing but a greedy fame whore.,Error,Error processing,Error,Error processing,Hate,Negative,-0.1672
@user I like Twitter cause we're so irrelevant here that no one pays attention to us 😫😂,No,this tweet does not contain any racial hate speech against People of African Descent it expresses a personal sentiment about social media relevance rather than targeting any racial group,No,the author's motivation does not appear to be hateful or racist the tone is more about humor and self-deprecation rather than expressing hate or racism,Non-hate,Positive,0.0772
@user I say you hate women because you call me a tranny cunt constantly,No,this tweet does not contain racial hate speech against People of African Descent it focuses on gender and does not mention race or ethnicity,No,the author's motivation for writing the tweet appears to be a reaction to personal attacks rather than expressing hate or racism,Non-hate,Negative,-0.7845
@user I was banned from your chat because I said that cunt was a disrespectful term and I knew why you said it but it still stung.,No,the tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a specific term and its disrespectfulness rather than targeting a racial group,Non-hate,Negative,-0.4767
@user I was going to 'like' this comment then saw your profile pic of a bitch who attacked rape victims o…,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on an individual and their actions rather than a racial group,No,the author's motivation does not appear to be hateful or racist it seems to be a reaction to a specific person's behavior rather than a broader commentary on a race,Hate,Negative,-0.9062
"@user I won't deny someone right to be a anchovy kunt eater if that's what they want, but don't think you will…",No,the tweet does not contain any direct reference to race or People of African Descent,No,the author's motivation does not appear to be hateful or racist as the content is vague and does not express animosity towards any racial group,Non-hate,Positive,0.17
@user I wouldn't put my wm on it if I didn't,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it lacks context and does not express any discriminatory views,Non-hate,Neutral,0.0
"@user I'd curse the person who called them a slut, call them a cunt and tell them to leave them alone.",No,the tweet does not specifically target People of African Descent or any racial group,No,the author's motivation appears to be expressing anger towards a specific individual rather than promoting hate or racism,Non-hate,Negative,-0.9136
@user I'm sure you also get mad when guys stair at ur ass and act like you don't understand why they do it #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a general comment about women and does not target any specific racial group,Non-hate,Negative,-0.4404
@user If Syrian refugees complain about Bute then Gaelic Speaking Australians should be able to stay in Scotland  for good,No,the tweet does not contain any racial hate speech against Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation does not appear to be hateful or racist as the tweet discusses refugees and language without targeting any racial group,Non-hate,Positive,0.1027
@user If you feeling like pimp james go ahead and brush your shoulders off⚡️,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be playful and does not indicate any hateful or racist intent,Non-hate,Positive,0.4588
@user Illegals can reunite back across the border in Mexico! We dont need the extra crime that the illegal or refugees invaders bring to America.#NoDACA #NoVisaLottery #NoBenefits4Illegals #NoChainMigration #BuildTheWall #E-Verify @user,No,"the tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,",Yes,the author's motivation appears to be driven by a desire to exclude certain groups and promote a nationalist agenda which can be interpreted as hateful,Hate,Negative,-0.8122
"@user Immigration changes lives with unmatched dreams where people expect to be housed , to live the American dream !! While Millions of Americans never reach that height because of over populated Migrants who expect much and get angry and viol",No,the tweet does not contain explicit racial hate speech against Black people it discusses immigration and its effects on Americans without targeting any specific racial group,No,the author's motivation appears to be a critique of immigration policies rather than a hateful or racist sentiment,Hate,Positive,0.1556
"@user Immigration comes with punishments for our people foodbanks pension cuts ,NHS ,School ,Housing problems enough enough",No,this tweet does not contain explicit racial hate speech against Black people it discusses immigration and its perceived negative effects on society without targeting a specific racial group,No,the author's motivation appears to be expressing frustration over immigration policies rather than promoting hate or racism,Hate,Negative,-0.7717
"@user It Is Logical, Not Evil,To Be Anti-Immigranthttps://t.co/XEvVeonxIo",No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the motivation appears to be focused on immigration rather than race,Hate,Neutral,0.0
@user It’s hysterical him watching that woman and eating chicken,Yes,the reference to eating chicken is a stereotype associated with Black people which is racially charged and derogatory,Yes,the motivation appears to be mocking and perpetuating a harmful stereotype which indicates a hateful intent,Non-hate,Neutral,-0.0258
@user I’m tryna fucking get like you hoe,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the language used is not directed at any racial group,Non-hate,Positive,0.4173
"@user Jason Wallach, 41, Kate Brenner, 69,  are the two on left",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist as the content appears to be neutral and factual without any derogatory intent,Non-hate,Neutral,0.0
@user Lekin hum toh inhen jaantey nahi 😶,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Neutral,0.0
@user Let's laugh at the hurting women in the church. Our sisters in Christ. So funny!! Make fun of the hurting!! Hysterical!!,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be mocking a situation rather than expressing hate or racism,Non-hate,Positive,0.8212
@user Lets fuck whore stepmom bitch style,No,this tweet does not contain any specific reference to race or ethnicity and does not target People of African Descent,Yes,the author's motivation appears to be vulgar and disrespectful but it does not indicate a clear hateful or racist intent,Hate,Negative,-0.9118
@user Listen fam. If you're a whore you're a whore 😭😭😭clearly you miss read my tweet if you thought I was calling every female a whore.But yes hmp,No,the tweet does not specifically target or express hatred towards People of African Descent it discusses a term related to behavior without racial context,No,the author's motivation appears to be a defensive response to a misunderstanding rather than an expression of hate or racism,Hate,Negative,-0.9501
@user Lmao they got this pillow that lets you lay on your stomach shit like a a little hole for your belly,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a product in a neutral manner without any racial context or derogatory language,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be sharing a humorous observation about a product,Non-hate,Positive,0.4215
@user Love the uniforms. So classy when compared with hysterical women protesters.,No,the tweet does not contain any direct racial hate speech against Black people it refers to women protesters but does not specify race,No,the author's motivation does not appear to be hateful or racist it seems to focus on a comparison of attire rather than targeting a racial group,Hate,Positive,0.787
@user Maybe this is what you wanted: “What a gross skank! Ever hear of a pocket?” Better? 😘,No,this tweet does not contain racial hate speech against People of African Descent it focuses on an insult without racial context,No,the author's motivation appears to be sarcastic or mocking rather than hateful or racist,Hate,Positive,0.5027
"@user No, you suck and the game said you were a slut.",No,the tweet does not contain any references to race or ethnicity,No,the author's motivation appears to be a personal insult rather than racial or hateful intent,Hate,Negative,-0.7717
@user Not all men - at least one woman,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet seems to address a gender issue rather than race,Non-hate,Neutral,0.0
@user Not all men are stupid to mistake ~ No ~ for Yes they are just using any means to stir up the movement,No,this tweet does not specifically target or express hate towards Black people or any racial group,No,the author's motivation appears to be a critique of a broader issue rather than an expression of hate or racism,Non-hate,Negative,-0.6486
@user Of course not all men!!! That's not the problem! Women don't stop being abused by creeps just beca…,No,this tweet does not contain racial hate speech against People of African Descent Black people as it focuses on gender issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it addresses concerns about abuse without targeting any racial group,Non-hate,Positive,0.7915
@user Petrov!,No,the tweet does not contain any racial hate speech against Black people as it does not mention race or any derogatory terms related to it,No,the author's motivation for writing the tweet cannot be determined as it lacks context and does not express any hateful or racist sentiment,Non-hate,Neutral,0.0
@user Please visit today & help #BuildThatWall#RETWEET,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation seems to be related to a political agenda rather than expressing hate or racism,Hate,Positive,0.6124
@user Protect U.S Citizens Enforce U.S Laws Illegals are Not above U.S Laws #NoAmnesty No #DACA #SendThemBack #Trump #MAGA @user,Error,Error processing,Error,Error processing,Hate,Positive,0.1027
@user ROBBIE ROTTEN IS NOT STUPID YOU CUNT,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be a reaction to a specific comment rather than a general expression of hate or racism,Non-hate,Positive,0.3519
"@user RT #WeThePeople need @user actions to start backing up his words with real Conservative actions and results. Not the RINO shit coming out of #Congress, RINOs, McConnell, Ryan, Pence, Brady, & the Koch Brothers. #USA #Americans",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it focuses on political figures and does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques political actions rather than targeting a specific racial group,Hate,Positive,0.4632
"@user RT @user Always Remember, #BuildTheWall is Not an item/deliverable that should be traded for #DACA . #DACA is unconstitutional, against the law, & illegal immigration. You & #Congress need to #EndDACA completely. All of these i",No,this tweet does not contain any racial hate speech against People of African Descent Black people it focuses on immigration policy and does not target any racial group specifically,No,the author's motivation appears to be political and related to immigration issues rather than hateful or racist sentiments,Hate,Negative,-0.5574
@user Rage of women of trump in the White House made them individually fearless to turn on Weinstein! Blame 1 man not all men.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses women and a specific situation involving Weinstein and Trump without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a commentary on gender dynamics rather than a racial issue,Non-hate,Negative,-0.5255
@user Sad to see Govt inaction on deportation of Rohingyas&amp;other illegal migrants. Big threat to National security.Creating filth,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation appears to be focused on national security rather than expressing hate or racism towards any racial group,Non-hate,Negative,-0.9022
@user Says a hysterical woman/hustler/con artist/grifter,No,the tweet does not specifically mention or target People of African Descent or any racial group,No,the author's motivation appears to be criticizing an individual's character rather than expressing hate or racism,Hate,Neutral,-0.0258
@user See it WORKS! #BuildThatWall #BuildTheWall,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or any specific group in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it is focused on a political slogan rather than targeting any racial group,Hate,Neutral,0.0
"@user She has done great harm to Country by facilitating Muslims migration from Bangladesh,Nepal etc",No,this tweet does not contain racial hate speech against People of African Descent as it specifically targets Muslims and mentions countries rather than race,Yes,the author's motivation appears to be hateful or discriminatory as they express a negative opinion about migration from specific countries suggesting hostility towards those groups,Hate,Positive,0.1531
"@user So this bitch blocked me but check her pinned tweet out, she is accusing men of rape on tumblr with…",No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on an accusation involving gender issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards an individual rather than a group based on race,Hate,Negative,-0.9217
@user So uhh what if you call a sweedish woman a 'slut',No,the tweet does not contain racial hate speech against People of African Descent Black people as it refers to a Swedish woman and does not mention race or ethnicity at all,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a question about a term used for a specific gender and nationality without targeting any racial group,Hate,Negative,-0.5859
@user Someone Tell this Immigrant Non Citizen who cant vote that Michelle Obama is no longer Flotus and was never her Flotus  then Deport her Racists behind back to the Congo so she can #Resist there !  #Trump #MAGA,Yes,the tweet contains derogatory language directed at an individual based on their perceived immigration status and suggests deportation which targets a specific racial group,Yes,the author's motivation appears to be hateful as they use inflammatory language and express a desire for deportation based on race and immigration status,Hate,Negative,-0.7177
@user Stay in the kitchen you whore,No,this tweet does not contain racial hate speech against People of African Descent Black people it is directed at a specific individual with derogatory language but does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be aimed at insulting someone rather than promoting racial hatred,Hate,Negative,-0.6486
@user Stop lying u skank bitch but white like u,No,the tweet does not explicitly target People of African Descent or contain racial elements,Yes,the author's motivation appears to be hateful due to the derogatory language used,Hate,Negative,-0.2382
"@user Stop stereotyping women. Just like how not all men are jerks, not all women spill the beans.",No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses gender stereotypes instead of race,No,the author's motivation for writing the tweet is not hateful or racist it promotes understanding and challenges stereotypes,Non-hate,Negative,-0.2023
@user Sturgeon answer this question will Scotland have Immigration controls if they stayed in Europe or will we have more beggers,No,this tweet does not explicitly contain racial hate speech against Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation appears to be questioning immigration policy rather than expressing hate or racism,Hate,Neutral,0.0
@user Sturgeon revels in the EU vote the moment immigration is ignored you will not be in power Scotland has not been it with it so far,No,the tweet does not contain any racial hate speech against People of African Descent Black people it focuses on immigration and political power without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it discusses political issues rather than targeting a specific racial group,Non-hate,Negative,-0.3182
@user Sturgeon wants to give refugees the right to vote. Talk about changing demographics to get you elected.,No,the tweet does not explicitly target or express hatred towards People of African Descent it discusses refugees and voting rights without racial context,No,the motivation appears to be a critique of political strategy rather than an expression of hate or racism,Non-hate,Neutral,0.0
@user Texas is the Tipping Point #BuildThatWall,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be political rather than hateful or racist,Hate,Neutral,0.0
@user Thanks😁 I don't believe it's a downgrade. She ain't gotta googly eye. Don't talk shit on social media bitch. Your pussy smells,No,", the tweet does not contain explicit racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way",No,", the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a personal attack rather than a racially motivated statement",Hate,Positive,0.6154
@user The era when a woman was either Mother Mary or a whore is over. Women are plain and simply human beings.,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses gender roles and does not target any racial group,No,the author's motivation for writing the tweet is not hateful or racist it advocates for the recognition of women as human beings without derogatory implications towards any race,Non-hate,Negative,-0.6486
"@user The whore bitch spoke! STFU Melania, Melanie , whatever your name is",No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be more about personal insult than racial hatred,Hate,Negative,-0.8553
"@user They can help and take the children into their churches and feed them - also in Italia the Pope can open the petersdome for refugees, which will sheet into the building sure.",No,the tweet does not contain any direct racial hate speech against Black people,No,the author's motivation appears to be focused on discussing humanitarian actions rather than expressing hate or racism,Non-hate,Positive,0.6124
"@user This bitch is promoted by communist...her people, refugeesWill listen to her..follow her.Simple to say go home, she needsTo be hung.",Yes,the tweet contains derogatory language towards a specific individual which can be interpreted as racial hate speech against People of African Descent,Yes,the author's motivation appears to be hateful as they advocate for violence against the individual mentioned,Hate,Negative,-0.25
@user This bitch will be rape by Trump too and then denie it.,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a specific individual and does not generalize or target a racial group,Hate,Negative,-0.8591
"@user This is disgusting practice, make sure Huntleigh USA rehires these women.",No,this tweet does not contain any racial hate speech against People of African Descent it is addressing a specific practice and does not reference race or ethnicity,No,the author's motivation appears to be supportive of the women mentioned and does not indicate hate or racism,Non-hate,Negative,-0.2732
@user This isn't a 'not all men' bullshit you talking about. This is clearly a 'you mother fuckers' deal. Y'all here is not appropriate.,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation seems to be expressing frustration rather than hate or racism,Non-hate,Positive,0.2197
@user True slow your role bitch n get your ass outta here 😉🐼xx,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as the language used is more of a personal insult rather than racially charged,Hate,Negative,-0.6705
@user Wanna speak down to my girl bitch then step up big nose ass bitch. Saw that shit off.,No,the tweet does not specifically target People of African Descent or contain racial language,No,the author's motivation appears to be defensive or confrontational rather than hateful or racist,Hate,Negative,-0.9403
"@user We know that, we know not all men. But harassment happens to all women - this isn't about you",No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses issues of gender and harassment rather than race,No,the author's motivation for writing the tweet is not hateful or racist it aims to highlight women's experiences with harassment without targeting any racial group,Non-hate,Negative,-0.6956
@user What a shame. #BuildTheWall #GreencardsForDACA #NoChainMigration #IllegalsSentHome get in line #StopTheInvasion  #BuildTheWall #ProtectAmerica,No,the tweet does not explicitly target or demean People of African Descent it focuses on immigration issues and does not contain racial slurs or derogatory terms,No,the author's motivation appears to be centered on immigration policy rather than expressing hatred or racism towards any specific racial group,Non-hate,Negative,-0.4767
"@user What a skank whore she is, I see she's wearing Al Sharptons pimp hat, she must be one of his Hos.",Yes,the term skank whore is derogatory and dehumanizing and the reference to Al Sharpton implies a racial stereotype,Yes,the language used is derogatory and suggests a negative view based on race and gender,Hate,Negative,-0.6486
@user What do you mean by that you cunt? My English is perfect! 😊,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a response to a misunderstanding rather than an expression of hate,Non-hate,Positive,0.7777
"@user White woman by no means a victim she is the epitome of wickedness & rape of Black people, her hands mo…",Yes,the tweet contains language that targets a specific racial group and implies harm against them,Yes,the author's motivation appears to be hateful as it expresses strong negative sentiments towards a racial identity,Hate,Negative,-0.9022
"@user Will you be throwing the odd 'Waaaaahhhhhh', 'Cunt' or 'Fook sake boys' in the mix? Or will that just be behind the scenes. 😉",Error,Error processing,Error,Error processing,Non-hate,Negative,-0.6705
@user Women don't WANT to be sacred. That is some patriarchal controlling virgin/whore bullshit.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses gender issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques a societal issue without targeting a specific racial group,Non-hate,Negative,-0.6772
"@user Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist ""art"", a ""remembrance wall"" for rapefugee invaders in Liverpool.",Error,Error processing,Error,Error processing,Hate,Negative,-0.1828
"@user Yeah, but I think RAM is something you can’t ever have enough of. Maybe when you can load the entire HD into memory...",Error,Error processing,Error,Error processing,Non-hate,Positive,0.1531
