Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
"@user Tough decisions mean easy ones, ban those families who supported ISIS in Germany !!  They murdered many and if you do not learn from recent events like Mass Immigration rises in Rape and crime , Family ISIS deserve no return to the country the",No,"the tweet does not specifically target People of African Descent and focuses on a different issue related to terrorism and immigration,",No,the author's motivation appears to be centered on national security concerns rather than racial hatred,Hate
Catholic activists call for inquiry after 2 boats tried to cross border ahead of Malaysian crackdown on illegal workers #ucanews #thereforthevoiceless #migrants #Indonesia #Malaysia @user @user @user @user @user,No,this tweet does not contain any racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a specific issue regarding border crossings and illegal workers without any negative connotations towards any racial group,Non-hate
literally you keep minseok’s name out of your dirty whore mouth you can shit talk me all you want you cunt but leave him alone.,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on a personal attack rather than racial discrimination,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a defense of someone rather than expressing hate towards a racial group,Hate
"You can’t be “pro -sexual liberation” (for women especially) and be “anti -hoe” by calling people you don’t like “slut, hoe, whore”.",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses gender and sexual liberation issues instead of race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques hypocrisy in social attitudes towards women,Non-hate
Stop tweeting about football. You're a girl and you opinion doesn't count.  #WomenSuck,No,the tweet does not contain racial hate speech against People of African Descent Black people as it targets women rather than a racial group,No,the author's motivation for writing the tweet is not hateful or racist as it reflects misogyny rather than racial animus,Hate
"#BuildThatWall NOW.I am tired of the conversation.So tired of @user refusing to #BuildThatWall.@GOP, think we won't remember?",No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be focused on a political issue rather than expressing hate or racism,Hate
Sturgeon learn from the UK vote immigration will be your own down fall Stay in Europe but with strong immigration rules or ignore and fall,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigration in a broader context without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on immigration policy rather than promoting hate or racism,Non-hate
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Please follow back #Turn,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet appears to be a request for engagement rather than expressing hate or racism,Hate
And I was cool with both guys 😂 shows you women are sneaky and ain't shit just like Niggas. Always knew my baby mama was a hoe 😭,Yes,the tweet contains racial hate speech against People of African Descent due to the use of the term Niggas which is a derogatory racial slur aimed at Black people,Yes,the author's motivation for writing the tweet is hateful or racist as it expresses disdain for both women and Black men in a derogatory manner,Hate
Switzerland denies citizenship to all migrants and refugees who abused the welfare system - Free Speech Time - @user,No,the tweet does not specifically target or express hate towards People of African Descent it addresses a policy regarding migrants and refugees in general,No,the author's motivation appears to be focused on a political stance regarding welfare and citizenship rather than expressing hatred or racism,Hate
What is this women covering up on her head with all these carnival dollar store hats she wears? Is there a big hole…,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a woman's choice of headwear without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a critique of fashion rather than an attack on a racial group,Hate
When she asks 'what that mouth do?',No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a general comment without any context indicating malice or discrimination,Non-hate
"@user Well you cock sucking bitch from Fl , keep your fucking cunt mouth closed , look for fire",No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist because it appears to be directed at an individual rather than a specific racial group,Non-hate
Compromise in migration dispute that threatened Merkel's govt,No,the tweet does not contain any references to racial hate speech against Black people,No,the author's motivation is not hateful or racist as the tweet discusses a political issue without any racial context,Non-hate
RT @user 'Like I said what princess wants princess gets' no bitch you're not royalty #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people it is directed at women in general and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards a specific behavior rather than targeting a racial group,Hate
The Hill | BREAKING: The #UnitedNations migration agency has rejected... #Trump #KenIsaacs #President,No,the tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not seem hateful or racist as it appears to be a neutral statement about a news event,Non-hate
"to everyone saying hyuna ruined edawn and pentagon needs to shut the fuck up. she didnt ruin it, yall who complained and sent hate to her did. because of yall sensitive and jealous asses this is what we, actual fans get.",No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"@user The Queen of Hysterical Women tweets bitterly, terrified of losing her crown.",No,The tweet does not specifically target or express hate towards People of African Descent,No,The author's motivation appears to be criticism rather than expressing hate or racism,Hate
#Muslims are in direct conflict with our #Constitution There should never be even a hint of #ShariaLaw in USA. #BuildTheWall #NoDACA #MAGA #Q #WWG1WGA #NoChainMigration #KAG #WalkAway,No,This tweet does not contain racial hate speech against People of African Descent as it focuses on Muslims and does not mention race or ethnicity,Yes,The author's motivation appears to be rooted in a political stance against Muslims rather than a specific racial hatred,Hate
"The EU will keep his refugees and dont realize that its a selfkilling programm. Orban is right: Stop the refugees, otherwise the EU will be finished.",No,the tweet does not specifically target People of African Descent or contain racial hate speech it discusses refugees in a broader context without racial implications,No,the author's motivation appears to be focused on political opinions regarding immigration and does not express hatred or racism towards any specific racial group,Hate
@user we are too brother. Thanks for the support we'd love you to come meet with us #maledominance,No,this tweet does not contain racial hate speech against Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the context suggests a supportive interaction rather than promoting hate,Non-hate
Refugees welcome... But not in any of their homes.,No,the tweet does not specifically target or express hate towards Black people or any racial group,No,the motivation appears to be a critique of immigration policy rather than an expression of hatred or racism,Non-hate
I just published “What the GREAT WALL of CHINA….”,No,the tweet does not specifically mention or target People of African Descent,No,the author's motivation is not hateful or racist as the content is unclear and does not express any negative sentiment towards any group,Non-hate
@user - - - - - - - -> Definitely the Hottest Bitch Ever ................ Ali Tmak @user .,No,the tweet does not contain any direct racial hate speech against People of African Descent Black people,No,the author's motivation appears to be admiration rather than hate or racism,Non-hate
Immigration why us 2 Million EU Migrants allowed and their families also more money leaving the EU no thats to pay for their passage to get to the Uk...,No,this tweet does not contain racial hate speech against Black people as it discusses immigration issues without targeting any specific racial group,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism towards a specific group,Non-hate
"As we continue to serve immigrants and refugees in Memphis, the Mid-South, and across the country, it’s more...",No,the tweet does not contain any language that targets or discriminates against People of African Descent,No,the author's motivation appears to be focused on serving immigrants and refugees rather than expressing hate or racism,Non-hate
NY Times: Cohen Recorded Trump Talk of Payments,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it reports on a news event without any racial context,Non-hate
"While applauding minimum wage rise, do remember all workers in Australia, including migrant workers, are entitled to it. ðŸ’ªhttps://t.co/qXG177ZAfZ",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses workers rights in a general context without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it advocates for the rights of all workers including migrants without any discriminatory language,Non-hate
"Cheap woman ,expensive woman ,black woman ,white woman , colored woman ,short woman tall woman short woman slut whore ,boss lady,u got woman,pretty woman,thick woman ,thin woman etc give them names but they still women n women are one of God's greatest creation",No,the tweet does not contain racial hate speech against People of African Descent it mentions black women in a list without derogatory language or context that promotes hate,No,the author's motivation does not appear to be hateful or racist the tweet seems to celebrate women in general and acknowledges their diversity,Non-hate
"How far can you push working people ? a Billion to Syrian refugees and tax credits which top up peoples wages cut , our children starve too",No,the tweet does not specifically reference or target People of African Descent it discusses economic issues related to refugees and working people,No,the author's motivation appears to be focused on economic concerns rather than promoting hate or racism,Hate
"Kashdoll said 🗣Yall hoes kill me always want the next bitch issue, bitch you want her life but dont know what she been threw 💯‼️",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses personal conflict without racial context,No,the author's motivation for writing the tweet is not hateful or racist it appears to address a social issue rather than express hate,Hate
Men say women are crazy but then message them 15 times & call them a bitch & cry about being friend zoned,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses gender dynamics and does not reference race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques behavior without targeting a specific racial group,Hate
@user Grabem by the pussy yet still elected .... shut the Fuck up ... you do talk that way and you are in camera doing it,No,the tweet does not contain any direct racial hate speech against Black people,No,the author's motivation appears to be frustration or anger rather than hate or racism,Non-hate
@user You a lying hoe,No,the tweet does not specifically mention or target People of African Descent it is a general insult directed at an individual,No,the author's motivation appears to be personal insult rather than a broader racial hate or discrimination,Hate
@user seth robbed my pussy 💘💘 oomf sweetie im so sorry that u have to deal with this annoying bitch,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on a personal grievance rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration about a personal interaction without targeting a racial group,Hate
First of all ya dick is too mediocre to be having your ugly ass bitch come at me in such manner,No,the tweet does not contain any specific racial language or references to People of African Descent,No,the author's motivation appears to be defensive and not explicitly hateful or racist,Hate
@user you are a KUNT,No,the tweet does not specifically target People of African Descent or contain racial language,No,the author's motivation appears to be insulting rather than racially motivated,Non-hate
"By pursuing such a reckless and irresponsible course of action, the US is not just creating a situation of hardship and cruelty for the Palestinian refugees,—",No,the tweet does not contain racial hate speech against People of African Descent as it discusses Palestinian refugees and does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on humanitarian issues rather than targeting a specific racial group,Non-hate
@user What I find amusing is the hysterical woman sitting next to @user,No,the tweet does not contain any references to race or specifically target People of African Descent,No,the author's motivation appears to be mocking or criticizing behavior rather than expressing hate or racism,Hate
"Vienna: After 7 years the city has over 1,8 mio. people. More than a third are foreigners, mostly refugees. Syrieans, Afghanis and Somalien are top.",No,this tweet does not contain racial hate speech against People of African Descent as it merely states demographic information without derogatory language or intent,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be an objective statement about the population composition of Vienna,Non-hate
"Anyone remember the Eddie Murphy skit where he posed as a white man? ""I'm trying to buy this newspaper""  It needs to be redone. Except as an illegal immigrant instead of as a white man.",Yes,the tweet implies a negative stereotype about illegal immigrants which can be associated with racial hate speech against people of African descent,Yes,the author's motivation seems to be to provoke a reaction by suggesting a controversial reinterpretation of a skit which indicates a disdainful attitude towards a specific group,Non-hate
@user Because nobody wants to watch a nasty skank bitch run her mouth!,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be expressing frustration or anger rather than a specific racial hatred,Hate
Everyone makes mistakes. But only women don't admit theirs #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people because it targets women rather than any racial group,No,the author's motivation for writing the tweet is not hateful or racist because it expresses a negative opinion about women without racial context,Hate
@user You betta beat down each one of them with your cunt,No,this tweet does not specifically target People of African Descent or contain racial slurs,Yes,the author's language indicates a violent and aggressive sentiment which can be interpreted as hateful,Hate
How can you say stfu and leave me alone in a good way? lol,No,"the tweet does not contain any racial hate speech against People of African Descent Black people it appears to be a general statement about communication and does not reference race or ethnicity,",No,the author's motivation for writing the tweet does not seem to be hateful or racist it appears to be lighthearted or humorous in nature without targeting any specific group,Non-hate
@user @user @user Omg hysterical you posted this since I was watching how 10 random people became famous on YouTube & look who it is!!!! You & Dancing man!,No,this tweet does not contain any language or references that target People of African Descent or any racial group,No,the author's motivation appears to be lighthearted and does not indicate any hateful or racist intent,Hate
@user Lmfao shut the fuck up with your Brentwood Academy havin ass. Yall have one of the worst QBs in the league as far as TD/INT ratio go but you hate on every other quarterback.... Sit your pussy ass down and get swept by the Titans again.,No,this tweet does not contain racial hate speech against People of African Descent as it focuses on sports and does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses frustration related to sports performance rather than targeting a specific racial group,Hate
@user YOU WHORE ! STANKING ASS WHORE ! Dick SUCKING ASS WHORE @user WIT @user BITCH !,No,the tweet does not contain racial hate speech against People of African Descent Black people it uses derogatory language but does not reference race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it expresses anger but does not target a specific racial group,Hate
"Anyone would think that Julie Hartley-Brewer is jealous of rape victims, the way the vacuous, malicious cunt is going on about it.",No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in any context,No,the author's motivation is not hateful or racist as it targets an individual's character and actions rather than a racial group,Hate
@user @user Excuse me? EVERYONE LIKES IT!!! BITCH IF YOU DON'T FUCK OFF THIS WORLD! What a hoe! 😒,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems directed at an individual rather than a racial group,Hate
"If you don't love and hate me at the same time, then we probably aren't really friends",No,this tweet does not contain any racial hate speech against People of African Descent it discusses friendship dynamics rather than race or ethnicity,No,the author's motivation appears to be about personal relationships and not driven by hate or racism,Non-hate
When someone leaves a dumb comment,No,this tweet does not specifically target or express hatred towards People of African Descent,No,there is no indication of hateful or racist motivation in this tweet,Non-hate
Its a good thing I always wear a glove on my left hand because if I EVER had to touch hands with a woman my IQ would totally drop to 0 Lol,No,this tweet does not contain racial hate speech against People of African Descent Black people it appears to be directed at women rather than a racial group,No,the author's motivation for writing the tweet does not seem hateful or racist it seems to be a joke about intelligence and gender rather than race,Hate
"If ILLEGALS don't want to be separated from their children at the border,this can easily be prevented. Don't illegally cross the order. Why does anyone expect them to be rewarded for committing a crime? #SendThemBack #BuildTheWal #NoDACA #Trump",No,the tweet does not specifically target People of African Descent or express hate speech against them,No,the author's motivation appears to be focused on immigration policy rather than racial hatred,Hate
@user maybe if you women weren't so fucking indecisive you'd understand,No,this tweet does not contain racial hate speech against People of African Descent Black people it targets women in general rather than a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration with indecisiveness rather than targeting a race or ethnicity,Hate
@user When will the kenyan woman learn to say 'My man' Abi carry ya own Cross not all men are de same #Mainaandkingangi,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people it references a Kenyan woman but does not use derogatory language or promote hatred based on race,No,the author's motivation appears to be critical or mocking rather than hateful or racist it seems to address behavior rather than race,Non-hate
@user #cbcnn maybe the Haitian civil war can be explained as to the large numbers of refugees coming into 🇨🇦; oh right there was no civil war just Trump saying go home the earthquake is over.,No,the tweet does not explicitly contain racial hate speech against Black people it discusses a political situation in Haiti and mentions refugees without derogatory language or racial slurs,No,the author's motivation appears to be critical of political statements rather than hateful or racist towards any group,Non-hate
‘They have nothing’: How a $20 tip cost an immigrant her airport job,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or ethnicity or express any negative sentiment towards Black individuals,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it focuses on a specific incident involving an immigrant without derogatory implications towards any racial group,Non-hate
The Last Refuge has a fantastic collection of reports on a business model that profits from illegal immigration. #UniParty #RobbingUsBlind #EndChainMigration#tcot #ccot #pjnet #qanon,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration and a business model without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it appears to focus on political issues rather than racial animus,Hate
You are a fucking ugly bitch!shut the fuck up??????????????????????????????????????????????????????you just a ugly bitch!fuck you ??????????,No,the tweet does not specifically target People of African Descent or any racial group,No,the author's motivation appears to be more about personal insult and anger rather than racial hatred,Hate
"Girl- can I have your number? Me- sure Girl- can I friend you on Facebook? Me- oh god no, that's entirely too personal",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses a personal interaction without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a humorous take on social interactions,Non-hate
Here comes your third world cultural enrichment #gutmensch #FakeFugees #SendThemBack #DrainEurope #DrainTheElites Nuremberg 2.0 3 #Nexit #VoteLeave #LeaveEU #TimmermansForJail #MerkelInsKnast #SargentiniForPrison,Yes,the phrase third world cultural enrichment implies a negative stereotype about immigrants and can be interpreted as derogatory towards people of African descent,Yes,the use of hashtags like SendThemBack and DrainEurope suggests a motivation to express hostility and promote exclusionary views against certain groups,Hate
"The problem with “women are sacred” idea: It is one half of the Madonna/Whore dichotomy, long used to divide women against each other. 1/2",No,the tweet does not contain racial hate speech against Black people as it discusses gender issues rather than race,No,the author's motivation is not hateful or racist as the focus is on a societal critique rather than targeting any racial group,Non-hate
I hate when bitches be actin selfish with the pussy know damn well they out here fuckin the whole city bitch probably burnin smh the nerve,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses frustration towards behavior rather than targeting a specific racial group,Hate
"Sharyl Attkisson hits Bill Kristol over the head with the cold, hard truth on immigration Thanks Sharyl ! In the past immigrants were CHOSEN by gov. open borders &amp; no 3rd world trash..Bill is a clueless careless twit.",Yes,the phrase 3rd world trash is derogatory and dehumanizing towards people from certain countries which can include people of African descent,Yes,the author's language and choice of words indicate a disdainful attitude towards immigrants suggesting a motivation rooted in hate and racism,Non-hate
"My grandmother was a maid. Those were the only gigs avaliable to dark skinned women in the very early 1900s. Through her skil set she became a top home economics professional for Chicago wealthy whites. Sent my pops to Unv Chicago, aunt to northwestern. Stfu lil bitch.",No,", the tweet does not contain explicit racial hate speech against Black people as it discusses historical context without derogatory language",Yes,", the author's motivation appears to be defensive and frustrated rather than hateful or racist",Hate
"Lmao, @user went off on the whore groupie hoe in Scott’s bathroom. Yes bitch!",No,the tweet does not contain any racial hate speech against People of African Descent Black people it refers to individuals in a derogatory manner without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express amusement or support for a confrontation without racial implications,Hate
WHAT have they done!? WHY are we paying tribute to migrant and refugee woman!? They do NOTHING to better society!? Enough Virtue Signalling! #refugeesnotwelcome #respectvictoria #dingotwitter #nationalism,No,the tweet does not contain racial hate speech against People of African Descent Black people as it targets migrants and refugees generally rather than a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses frustration with a specific policy rather than advocating for harm against a racial group,Hate
______________________| | Shut the fuck Up you pussy|______________________| \ / (- ),No,the tweet does not contain any explicit references to race or people of African descent,No,the author's motivation appears to be aggressive rather than specifically hateful or racist,Hate
"Spain: 'Spain is becoming the Third World,' American tourist almost killed by migrants speaks up #StopTheInvasion",No,the tweet does not specifically target people of African descent and uses general terms about migrants without racial specifics,No,the author's motivation appears to be focused on immigration concerns rather than racial hatred,Hate
"#DACA program should be fully restarted, federal judge rules. #EndDACA #SendThemBack",No,the tweet does not contain explicit racial hate speech against People of African Descent Black people it discusses a policy issue related to immigration and does not target any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a political opinion regarding immigration policy rather than targeting a specific racial group,Non-hate
"@user Crawl back in your hole, you're nothing but a fame whore tv judge",No,the tweet does not specifically target People of African Descent and does not contain racial hate speech,No,the motivation appears to be more about personal insult rather than racial hatred,Hate
@user @user Who was a #whore? #demi -raps respected women who conducted affairs. #Bunters…,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist based on the content provided,Non-hate
Greece: Refugees Want to Go Home | European Journal via @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses refugees in general and does not target any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be sharing information about refugees without any negative connotation,Non-hate
@user @user @user @user Three I think. With that hysterical Girl aka Model. I…,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it does not convey any discriminatory intent,Hate
German police arrest group of Arab migrants for assaulting a Jewish man in a Berlin park,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a specific incident involving Arab migrants and a Jewish man without reference to Black individuals or communities,No,the author's motivation for writing the tweet does not appear to be hateful or racist it reports on a news event without expressing derogatory views or generalizations about any racial group,Non-hate
You are a major Prick! No woman should ever be made to feel scared like that. But fuck you... you didn't ruin my day! Cunt!,No,the tweet does not contain any racial hate speech against People of African Descent Black people it focuses on personal insults rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses anger towards an individual rather than a group based on race,Hate
I like ADULT WOMEN with BIG TITTIES. Who are OVER THE AGE OF CONSENT. Unlike Trump and Jeffrey Epstein who rape 13…,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses adult women and references individuals without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on a critique of specific individuals rather than promoting hate against a racial group,Non-hate
Iraqi Immigrant Who Shot Cop In The Head Was Never Deported Despite Crime Spree via @user,No,this tweet does not contain racial hate speech against People of African Descent it focuses on an incident involving an Iraqi immigrant and does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be highlighting a specific crime and immigration issue without targeting a racial group,Non-hate
I don't know anything about that man but I know no woman is obligated to accept his apology for a rape joke... cry about it,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the focus is on the appropriateness of the apology for a joke,Non-hate
"states must defy UN-EU “rules” that hold them hostage regarding deportation, denying entry &amp; self-defence.Spain an abomination as migrants, smugglers, NGOs and mafia determine events.Time for PushBack now, UN-EU can do little about it.#Visegrad #V4.",No,the tweet does not contain explicit racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation does not appear to be hateful or racist as the focus is on political issues regarding migration and not on a specific racial group,Hate
The Latest: #UK jury convicts jet ski migrant smugglers,No,the tweet does not mention race or ethnicity and does not target any specific group,Yes,the author's motivation appears to be neutral as it reports on a legal outcome without expressing hate or bias,Non-hate
"niggas get crafty with diff ways of saying “women do it too” or not all men. any variation will get you blocked, but the effort is funny.",Yes,the use of the term is a racial slur directed at Black people which constitutes hate speech,Yes,the author's tone suggests a disdainful attitude towards a specific group indicating a motivation that is hateful or racist,Non-hate
Main stream media doesn’t want you to know.,No,the tweet does not contain any specific language or context that targets People of African Descent,No,the author's motivation cannot be determined as hateful or racist based on this neutral statement,Non-hate
Idk why people tell me their problems... All I do is repeatedly ask 'why' like a 4 year old that's not getting his way... Then I laugh,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be a humorous reflection on their behavior rather than a hateful or racist intent,Non-hate
"""In the current situation, we can't go back to our homes as Myanmar's military has reinforced its troops in #Kachin"" #ucanews #thereforthevoiceless #conflict #Myanmar @user @user @user @user @user @user @user",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
Trump voters should thank these immigrant firefighters for saving their homes.,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it acknowledges the contribution of immigrant firefighters in a positive light,Non-hate
I've yet to come across a nice girl. They all end up being bitches in the end #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in this tweet,No,the author's motivation does not appear to be hateful or racist it expresses frustration with women in general rather than a specific racial group,Hate
Today we found out my wife was pregnant with a girl. Like a normal bitch she can't do anything right,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation does not appear to be hateful or racist as it seems to express frustration towards a specific individual rather than a racial group,Hate
hes a try hard cunt who needs to stay away from women as much as possible,No,this tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards an individual rather than a specific racial group,Non-hate
"@user @user #BuildThatWall 100% of your tax-deductible donation will go to secure Americas southern border! Together we can save taxpayer money, make our communities safer and build American Pride!",No,this tweet does not contain any language or references that specifically target People of African Descent or promote racial hate speech,No,the author's motivation appears to be focused on border security and community safety rather than promoting hate or racism,Hate
"Facebook's new political advertising policy denounced by immigrant, civil rights groups - Fox News #facebook is nothing but #drama",No,the tweet does not contain any references to racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it discusses a political advertising policy and its reception without targeting any specific racial group,Non-hate
"Bitch your a fucking idiot, I don't even need a counter argument. More like you can't take your head out your ass s…",No,the tweet does not contain any references to race or People of African Descent,No,the author's motivation appears to be frustration or anger rather than hate or racism,Hate
@user Asylum seekers should enter at a LEGAL #USA port of entry & not enter illegally! Separation only occurs with those breaking American #immigration law! #WakeUp #Democrats to lies & #WalkAway #MAGA #BuildThatWall,No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses immigration policy rather than targeting any racial group specifically,No,the author's motivation for writing the tweet is not hateful or racist as it focuses on legal immigration rather than expressing animosity towards any particular race,Hate
@user @user @user @user @user bitch that was same rape case from last year try again,No,the tweet does not explicitly mention or target People of African Descent,No,the author's motivation appears to be a response to a specific situation rather than driven by hate or racism,Hate
Mother-of-two married to former Marine for 18 years DEPORTED to Mexico,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a deportation case without racial context,Non-hate
@user has never had a woman accuse him of any inappropriate behavior. But Slick Willie has been accused of rape by several women.,No,the tweet does not contain racial hate speech against People of African Descent as it discusses accusations against a specific individual without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on allegations rather than targeting a racial group,Non-hate
"@user Taylor Swift is an untalented skank who can't sing, knows 3 guitar chords, and has an Adams apple #WomenSuck",No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be focused on criticizing an individual rather than expressing hate or racism,Hate
"In 2016, 2,263 Christian refugees from Iran were welcomed to the U.S. In 2018 only 2 Iranian Christians have been allowed to the U.S. as refugees. Learn from @user how the reduction in refugee resettlement has affected persecuted Christians. âž",No,the tweet discusses refugee resettlement without targeting any racial group or promoting hate,No,the author's motivation appears to be informative regarding refugee policies rather than hateful or racist,Non-hate
'Great Ghetto' where hundreds of migrant labourers are living in southern Italy as they strike,No,this tweet does not specifically target People of African Descent and uses the term ghetto in a descriptive manner rather than as a racial slur,No,the author's motivation appears to be to comment on a situation regarding migrant laborers without expressing hate or racism,Hate
A bitch out of the hell hole,No,this tweet does not specifically mention or target People of African Descent,No,the motivation behind this tweet is not explicitly hateful or racist based on the provided text,Hate
RT @user When u act interested in a story but really ur thinkin about how u ordered pizza an hour ago and it still ain't here h…,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a personal experience unrelated to race,Non-hate
There's two types of hoes out here,No,this tweet does not specifically mention or target People of African Descent or any racial group,No,the author's motivation appears to be general commentary rather than expressing hate or racism,Hate
.@TeachPlusCA teacher leaders are working to expand opportunities for English learners in California. Read more here.,No,this tweet does not contain any racial hate speech against People of African Descent as it discusses educational opportunities for English learners without any negative connotations or references to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on expanding opportunities in education for a specific group without any derogatory intent,Non-hate
The Indian immigrant community would be *hilarious*,No,the tweet does not contain any racial hate speech against Black people as it does not mention them or express hatred towards them,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a comment on the Indian immigrant community without any derogatory intent,Non-hate
@user Did you finally dump that annoying skank? You should give Erin another go,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be personal and does not indicate any hateful or racist intent,Hate
"EU Court wants to punish Chech, Poland and Hungary, because they dont take refugees. Hungary reports that Soros has made in the EU this political pressure.",No,The tweet does not contain any language that specifically targets or demeans People of African Descent,No,The author's motivation appears to be focused on political issues regarding refugees and does not express hate or racism towards any racial group,Non-hate
